UNIQUEID,distractor_letter,distractor_tier,distractor_error_type,distractor_misconception,distractor_skill_deficit
"PQ_DBD-08_1","A","L2","Conceptual","Treats ORF as a stand-in for passage comprehension instead of timed oral reading fluency indexed by WCPM.","Aligning CBM probe formats with the reading or math constructs they monitor in MTSS — here, WCPM reflects oral fluency on connected text, not comprehension alone."
"PQ_DBD-08_1","C","L2","Conceptual","Equates rapid sight-word recognition with the global outcome ORF captures on connected text.","Aligning CBM probe formats with the reading or math constructs they monitor in MTSS — separating sight-word speed from the broader ORF passagework sample."
"PQ_DBD-08_1","D","L2","Conceptual","Collapses word-reading mechanics into ORF while the task stresses rate and accuracy on extended passages.","Aligning CBM probe formats with the reading or math constructs they monitor in MTSS — treating decoding components as distinct from timed passage reading."
"PQ_DBD-08_2","A","L1","Lexical","Judges progress before asking whether weekly gain matches the steepness the aimline requires.","Applying slope-to-aimline comparisons and preset CBM decision rules when reading graphs — checking whether 0.5 WCPM/week lags the required rise before acting."
"PQ_DBD-08_2","C","L1","Lexical","Centers fidelity documentation when the stem first demands a slope-to-aimline comparison on graphed WCPM.","Applying slope-to-aimline comparisons and preset CBM decision rules when reading graphs — prioritizing growth math over implementation narratives in this stem."
"PQ_DBD-08_2","D","L3","Procedural","Frames slope versus aimline as optional commentary rather than the decisive rule in the scenario.","Applying slope-to-aimline comparisons and preset CBM decision rules when reading graphs — making trend-versus-aimline the non-negotiable inspection step."
"PQ_DBD-08_3","A","L2","Lexical","Labels the starting benchmark score as the aimline instead of the required path to the year-end goal.","Applying slope-to-aimline comparisons and preset CBM decision rules when reading graphs — distinguishing the baseline anchor from the graphed goal slope."
"PQ_DBD-08_3","B","L2","Lexical","Defines the aimline as whatever the live trend happens to be rather than the needed rate from baseline to goal.","Applying slope-to-aimline comparisons and preset CBM decision rules when reading graphs — reserving “aimline” for required weekly growth, not observed trend."
"PQ_DBD-08_3","D","L3","Lexical","Imports a class median when the item calls for a student-specific slope connecting baseline to outcome.","Applying slope-to-aimline comparisons and preset CBM decision rules when reading graphs — building individualized trajectories instead of class medians."
"PQ_DBD-08_4","A","L2","Procedural","Calls 1 WCPM/week adequate for a 120 WCPM target without projecting the series past week ten.","Applying slope-to-aimline comparisons and preset CBM decision rules when reading graphs — extending 1 versus 3 WCPM/week math through the goal date."
"PQ_DBD-08_4","C","L1","Procedural","Stops all CBM graphing after modest gains even though the trend still falls short of the plotted aimline.","Applying slope-to-aimline comparisons and preset CBM decision rules when reading graphs — continuing probes while the smoothed slope undercuts the aimline."
"PQ_DBD-08_4","D","L1","Procedural","Proposes swapping probes while growth lags the aimline, dodging instructional intensification the data imply.","Applying slope-to-aimline comparisons and preset CBM decision rules when reading graphs — intensifying instruction before changing measures when growth stalls."
"PQ_DBD-08_5","A","L3","Procedural","Credits CBM with blanket coverage of every academic domain instead of repeated sampling of focal skills.","Keeping brief repeated CBM distinct from broad CBAs, state tests, and one-time norm profiles — honoring CBM’s narrow, high-frequency focus."
"PQ_DBD-08_5","C","L2","Lexical","Prioritizes distant prediction to high-stakes tests over the tight feedback loop CBM supplies each week.","Keeping brief repeated CBM distinct from broad CBAs, state tests, and one-time norm profiles — centering timely adjustments rather than distal correlation claims."
"PQ_DBD-08_5","D","L3","Procedural","Reverses the contrast by insisting annual standardized batteries beat CBM for adjusting interventions midstream.","Keeping brief repeated CBM distinct from broad CBAs, state tests, and one-time norm profiles — recognizing why annual snapshots poorly steer weekly MTSS moves."
"PQ_DBD-08_6","A","L2","Conceptual","Assigns maze results to decoding automaticity rather than timed silent comprehension requiring coherent choices.","Aligning CBM probe formats with the reading or math constructs they monitor in MTSS — coding maze as comprehension fluency, not isolated decoding speed."
"PQ_DBD-08_6","B","L3","Conceptual","Reduces maze tasks to sight-word recall when they demand maintaining meaning across deleted vocabulary.","Aligning CBM probe formats with the reading or math constructs they monitor in MTSS — linking maze items to maintaining sentence meaning under time."
"PQ_DBD-08_6","D","L1","Conceptual","Tags phoneme manipulation as the primary construct despite the passage dependency of cloze selections.","Aligning CBM probe formats with the reading or math constructs they monitor in MTSS — reserving PSF-style probes for phoneme skills, not maze."
"PQ_DBD-08_7","A","L3","Conceptual","Scores math CBM like a percent-correct worksheet, erasing the digits-per-minute fluency component.","Aligning CBM probe formats with the reading or math constructs they monitor in MTSS — treating math CBM as digits-correct-per-minute, not percent correct alone."
"PQ_DBD-08_7","C","L2","Conceptual","Keeps accuracy isolated from rate when standard interpretation fuses both within the timed window.","Aligning CBM probe formats with the reading or math constructs they monitor in MTSS — fusing speed and accuracy inside the timed math probe."
"PQ_DBD-08_7","D","L2","Conceptual","Treats item difficulty ratings as the reported metric instead of tallies of correct digits across one minute.","Aligning CBM probe formats with the reading or math constructs they monitor in MTSS — ignoring qualitative difficulty labels as the scored outcome."
"PQ_DBD-08_8","A","L2","Conceptual","Imagines universal screening exists to remove students from general education rather than mobilize support.","Using universal screening benchmarks and tier logic without overstating a single cut score — treating screeners as risk flags, not exclusion tools."
"PQ_DBD-08_8","C","L2","Conceptual","Expects a brief screener to replace comprehensive psychoeducational evaluation when teams need deeper data.","Using universal screening benchmarks and tier logic without overstating a single cut score — reserving comprehensive evaluation for its statutory breadth."
"PQ_DBD-08_8","D","L2","Conceptual","Uses benchmark results to justify permanent tracks instead of informing reversible tier assignments.","Using universal screening benchmarks and tier logic without overstating a single cut score — planning flexible tier exits informed by ongoing CBM."
"PQ_DBD-08_9","A","L2","Lexical","Merges screener status with distant cognitive-achievement discrepancy formulas unrelated to the dual legs here.","Using universal screening benchmarks and tier logic without overstating a single cut score — comparing benchmark status to intervention response, not IQ gaps."
"PQ_DBD-08_9","B","L2","Lexical","Frames dual discrepancy as only pre- versus post-intervention contrast missing the universal screening anchor.","Using universal screening benchmarks and tier logic without overstating a single cut score — requiring both universal risk data and growth response evidence."
"PQ_DBD-08_9","D","L2","Lexical","Substitutes teacher-report-versus-observation behavior splits for the academic screening-and-growth pairing.","Using universal screening benchmarks and tier logic without overstating a single cut score — keeping dual discrepancy academic, not behavioral-report contrasts."
"PQ_DBD-08_10","A","L1","Procedural","Allows any upward zigzag to justify status quo when the smoothed slope still trails the aimline slope.","Applying slope-to-aimline comparisons and preset CBM decision rules when reading graphs — refusing “upward” labels when weekly growth stays under the aimline."
"PQ_DBD-08_10","C","L2","Lexical","Defers decisions because scatter appears, even though variability is ordinary around a below-aimline trend.","Applying slope-to-aimline comparisons and preset CBM decision rules when reading graphs — acting on trend despite ordinary point noise."
