UNIQUEID,distractor_letter,distractor_tier,distractor_error_type,distractor_misconception,distractor_skill_deficit
"PQ_DBD-05_1","A","L2","Conceptual","Student concluded that a broad verbal comprehension index is sufficient to document phonological processing weakness in a dyslexia evaluation.","Aligning test selection with phonological-processing constructs"
"PQ_DBD-05_1","C","L2","Conceptual","Student treated a comprehensive achievement battery as the primary instrument to isolate phonological processing deficits.","Distinguishing achievement batteries from specialized processing measures"
"PQ_DBD-05_1","D","L1","Conceptual","Student confused visual-motor integration with the phonological domain targeted when screening for dyslexia.","Separating visuomotor constructs from phonological-processing constructs"
"PQ_DBD-05_2","A","L2","Conceptual","Student read digit span performance chiefly as an index of processing speed rather than temporary maintenance of information.","Operational boundaries of processing-speed versus working-memory subtests"
"PQ_DBD-05_2","B","L2","Conceptual","Student believed immediate serial recall primarily reflects fluid reasoning rather than short-term storage and manipulation.","Mapping digit-span tasks to working memory versus reasoning composites"
"PQ_DBD-05_2","D","L2","Conceptual","Student treated brief recall of novel digit strings as evidence of long-term retention rather than online working memory.","Differentiating working memory from long-term memory in cognitive profiles"
"PQ_DBD-05_3","A","L2","Conceptual","Student collapsed rapid automatized naming with phoneme manipulation and discrimination among sound patterns.","Distinguishing phonological awareness from rapid naming and retrieval fluency"
"PQ_DBD-05_3","C","L2","Conceptual","Student interpreted naming speed on familiar stimuli as mainly indexing fine visual discrimination rather than lexical retrieval.","Parsing perceptual versus automatic naming demands in RAN tasks"
"PQ_DBD-05_3","D","L3","Conceptual","Student concluded RAN taps complex verbal reasoning rather than speed of accessing well-known verbal labels.","Construct definition of rapid automatized naming in reading assessment"
"PQ_DBD-05_4","A","L2","Conceptual","Student confused a focused memory battery with reasoning-heavy composites from general cognitive testing.","Primary constructs measured by the TOMAL-2 versus reasoning-focused tools"
"PQ_DBD-05_4","C","L2","Conceptual","Student labeled TOMAL-2 as an academic achievement battery measuring curriculum-linked reading and math skills.","Memory assessment versus achievement testing purposes and content"
"PQ_DBD-05_4","D","L2","Conceptual","Student read TOMAL-2 as chiefly indexing attentional control and impulse regulation rather than learning and recall.","Separating memory domains from attention-inhibition rating constructs"
"PQ_DBD-05_5","A","L2","Conceptual","Student linked math difficulty suspected to involve visual-spatial reasoning to the Processing Speed Index as the best match.","WISC-V index alignment with visuospatial contributors to mathematics"
"PQ_DBD-05_5","C","L2","Conceptual","Student treated Working Memory Index performance as the primary marker of visual-spatial processing for math.","Distinguishing working-memory composites from perceptual or fluid reasoning in math hypotheses"
"PQ_DBD-05_5","D","L2","Conceptual","Student believed Verbal Comprehension is the strongest index for judging visuospatial contributions to math failure.","Tool–construct fit when spatial reasoning is the referral question"
"PQ_DBD-05_6","A","L2","Conceptual","Student prioritized fine-motor assessment over language-based processing when planning a reading disability evaluation.","Core processing areas essential to reading-based SLD identification"
"PQ_DBD-05_6","C","L2","Conceptual","Student elevated social-emotional scales to the same necessity tier as achievement in a reading SLD workup.","Ordering processing-focused versus adjustment measures for reading impairment"
"PQ_DBD-05_6","D","L3","Conceptual","Student concluded adaptive behavior testing is centrally required alongside reading achievement to document reading-specific learning disability.","Necessary versus supplemental domains in reading psychoeducational evaluation"
"PQ_DBD-05_7","A","L2","Conceptual","Student treated geometric design copying as a direct estimate of general intellectual ability.","Purpose and limits of Beery VMI relative to intelligence composites"
"PQ_DBD-05_7","C","L2","Conceptual","Student confused copy-a-figure tasks with decoding skill and text comprehension.","Boundary between visual-motor integration and reading constructs"
"PQ_DBD-05_7","D","L2","Conceptual","Student read figure-copy performance primarily as global processing speed rather than integration of perception and motor output.","Primary versus secondary constructs on VMI-type measures"
"PQ_DBD-05_8","A","L3","Conceptual","Student misapplied PSW by pairing broadly low cognition with uneven achievement as sufficient for math SLD.","PSW logic requiring circumscribed processing–achievement inconsistency"
"PQ_DBD-05_8","C","L2","Conceptual","Student treated uniformly slow processing across subjects as consistent with a specific mathematics learning disability under PSW.","Specificity of impairment patterns within PSW identification rules"
"PQ_DBD-05_8","D","L2","Conceptual","Student substituted pervasive behavioral explanation for the processing-achievement pattern PSW is designed to capture.","Separating behavioral performance confounds from PSW cognitive data"
