UNIQUEID,distractor_letter,distractor_tier,distractor_error_type,distractor_misconception,distractor_skill_deficit
"PQ_DBD-10_1","A","L3","Lexical","The student believed a recent report card captures sufficient academic history for evaluation planning, unaware that records review requires documentation spanning developmental, intervention, and medical history across multiple source types.","RIOT framework components and records scope in psychoeducational evaluation"
"PQ_DBD-10_1","C","L3","Conceptual","The student believed parent narrative alone constitutes adequate records review, conflating an interview source with the school-generated documents that comprise formal records review under the RIOT framework.","Source differentiation between interview and record review components in RIOT"
"PQ_DBD-10_1","D","L3","Procedural","The student believed current cognitive testing renders historical records unnecessary, not recognizing that records generate the hypotheses directing which domains to assess and how to interpret scores.","Role of records review in hypothesis-driven psychoeducational evaluation"
"PQ_DBD-10_2","A","L2","Conceptual","The student stopped at ruling out teacher quality as an explanation and failed to take the forward inference—that consistent cross-setting failure specifically implicates a stable within-student learning factor.","Interpreting cross-setting achievement consistency as evidence of intrinsic learning factors"
"PQ_DBD-10_2","C","L2","Conceptual","The student concluded the pattern eliminates motivational explanations but failed to recognize that cross-setting persistence specifically points to a stable cognitive or academic disability rather than just ruling out effort.","Distinguishing motivational attributions from stable individual factor hypotheses in records interpretation"
"PQ_DBD-10_2","D","L1","Conceptual","The student recognized the pattern is clinically significant but expressed only that it is relevant to underlying causes without drawing the specific inference that cross-setting consistency implicates a stable intrinsic factor.","Drawing specific clinical inferences from multi-year cross-setting achievement patterns"
"PQ_DBD-10_3","A","L3","Conceptual","The student believed prior evaluation results should be replicated exactly to ensure consistent measurement, not understanding that prior results exist to prevent redundancy and redirect assessment focus to unexplored domains.","Efficiency function of prior evaluation data in hypothesis-driven assessment"
"PQ_DBD-10_3","C","L2","Procedural","The student believed prior evaluation findings can be applied directly to update current IEP status, treating historical documentation as sufficient for present-day educational planning without new evaluation.","Using prior evaluation data as context versus substituting it for current assessment"
"PQ_DBD-10_3","D","L2","Conceptual","The student believed prior results should be set aside to prevent confirmation bias, not recognizing they are essential for generating hypotheses about what has changed and what still needs investigation.","Role of historical assessment data in generating current evaluation hypotheses"
"PQ_DBD-10_4","A","L1","Conceptual","The student believed cumulative files and medical records contain the same type of information and serve interchangeable functions, not having learned that they document distinct domains—school history versus health data.","Categorical distinction between school cumulative records and medical documentation"
"PQ_DBD-10_4","C","L2","Conceptual","The student believed cumulative files have minimal value for IEP development, not recognizing that they document prior placements, interventions, grades, and behavioral history that directly inform present levels and service decisions.","Instructional planning value of cumulative school records in IEP development"
"PQ_DBD-10_4","D","L3","Conceptual","The student believed cumulative files contain only medical and health information, inverting the actual content—cumulative records document academic, attendance, and behavioral history rather than health data.","Contents and purpose of cumulative school records versus health records"
"PQ_DBD-10_5","A","L3","Conceptual","The student believed attendance records have no bearing on academic concerns, failing to recognize that chronic absence directly reduces instructional exposure, which is a primary environmental explanation for persistent achievement gaps.","Attendance as an instructional opportunity variable in evaluation records review"
"PQ_DBD-10_5","C","L2","Conceptual","The student believed chronic absence is only a behavioral or disciplinary matter, missing the causal pathway through which missed instruction creates academic deficits and reduces social integration at school.","Multi-domain impact of chronic attendance problems on academic and social-emotional outcomes"
"PQ_DBD-10_5","D","L2","Procedural","The student believed attendance data can be noted but should not shape evaluation conclusions, treating absence history as background noise rather than a key variable informing assessment hypotheses and planning.","Integration of attendance data into contextual hypothesis formation during psychoeducational evaluation"
"PQ_DBD-10_6","A","L1","Conceptual","The student believed escalating office referrals directly demonstrate escalating student behavior, jumping from the data trend to a behavioral attribution without recognizing that referrals are proxy measures requiring FBA to investigate.","Interpreting discipline record trends as data points requiring FBA rather than as confirmed behavioral evidence"
"PQ_DBD-10_6","C","L2","Conceptual","The student recognized increased referrals signal a concern but framed the implication around academic-behavioral overlap rather than identifying that the specific pattern warrants a structured functional behavioral assessment process.","FBA as the required response to escalating discipline data in behavioral problem-solving"
"PQ_DBD-10_6","D","L2","Procedural","The student believed the appropriate response to escalating referrals is to immediately implement individualized behavior plans, skipping the hypothesis-generating FBA assessment that must precede evidence-based intervention selection.","Assessment-before-intervention sequence in functional behavioral analysis and planning"
"PQ_DBD-10_7","A","L3","Conceptual","The student believed developmental history is only relevant in medical or clinical settings, not recognizing that early milestones and history are essential context for interpreting current academic and behavioral profiles in school evaluations.","Developmental history as foundational context in school psychological evaluation"
"PQ_DBD-10_7","C","L2","Conceptual","The student believed parent narrative alone provides adequate developmental context, conflating parental interview data with the comprehensive developmental history that includes medical records, early intervention files, and milestone documentation.","Distinguishing parental interview from comprehensive developmental history in multi-source evaluation"
"PQ_DBD-10_7","D","L2","Lexical","The student believed only current functioning is diagnostically relevant, not understanding that developmental history establishes when concerns first emerged and provides longitudinal context for distinguishing new-onset from chronic difficulties.","Longitudinal developmental patterns in distinguishing acute versus chronic learning and behavioral concerns"
"PQ_DBD-10_8","A","L2","Conceptual","The student dismissed consistent teacher observations across multiple grade levels as normal developmental variability, not recognizing that convergent concern from independent raters across multiple years is a strong indicator of stable skill deficit.","Cross-informant consistency as convergent validity evidence for stable learning difficulty"
"PQ_DBD-10_8","C","L3","Conceptual","The student concluded that agreement across multiple teachers reflects shared measurement bias rather than valid signal, not recognizing that converging independent observations from different raters over different years strengthen rather than undermine a finding.","Convergent validity of multi-informant multi-year data in educational assessment"
