"UNIQUEID","distractor_letter","distractor_tier","distractor_error_type","distractor_misconception","distractor_skill_deficit"
"PQ_ACA-04_1","A","L1","Conceptual","The student believed that students should attempt tasks independently before receiving guidance.","Gradual release of responsibility model"
"PQ_ACA-04_1","C","L2","Procedural","The student believed that collaborative practice should precede individual practice and modeling.","Gradual release of responsibility model"
"PQ_ACA-04_1","D","L2","Procedural","The student believed that students should attempt tasks independently before receiving instruction.","Gradual release of responsibility model"
"PQ_ACA-04_2","A","L3","Conceptual","The student believed that independent practice is part of the initial instruction phase.","Explicit instruction phase sequence"
"PQ_ACA-04_2","B","L2","Procedural","The student believed that guided practice is part of the teacher's demonstration phase.","Explicit instruction phase distinctions"
"PQ_ACA-04_2","D","L2","Procedural","The student believed that assessing mastery is part of the initial instruction phase.","Explicit instruction phase sequence"
"PQ_ACA-04_3","A","L1","Lexical","The student believed that scaffolding involves physical structures rather than instructional strategies.","Understanding of scaffolding as an instructional strategy"
"PQ_ACA-04_3","C","L1","Conceptual","The student believed scaffolding involves building student confidence as a primary goal.","Scaffolding focus on skill competence over confidence"
"PQ_ACA-04_3","D","L2","Conceptual","The student believed scaffolding involves using various strategies simultaneously rather than temporary support.","Scaffolding as temporary support mechanism"
"PQ_ACA-04_4","A","L3","Conceptual","The student believed that uniformity in teaching methods is effective for all learners.","Differentiated instruction principles"
"PQ_ACA-04_4","B","L2","Conceptual","Differentiated instruction means using entirely separate curricula for each level.","Differentiated instruction integration strategies"
"PQ_ACA-04_4","D","L2","Conceptual","The student believed differentiated instruction means simplifying tasks for struggling students.","Differentiated instruction strategy principles"
"PQ_ACA-04_5","A","L2","Conceptual","The student believed formative assessment is primarily for grading purposes.","Purpose of formative assessment in education"
"PQ_ACA-04_5","C","L2","Conceptual","The student believed formative assessment is used for tracking and grouping students by ability.","Purpose of formative assessment in education"
"PQ_ACA-04_5","D","L3","Conceptual","The student believed formative assessment is used for long-term academic planning.","Purpose of formative assessment"
"PQ_ACA-04_6","A","L2","Conceptual","The student believed that think-pair-share involves the teacher directing all learning activities.","Understanding of student-centered learning strategies"
"PQ_ACA-04_6","B","L2","Conceptual","The student believed that think-pair-share involves minimal student interaction.","Active learning strategies understanding"
"PQ_ACA-04_6","D","L2","Conceptual","The student believed that think-pair-share primarily benefits students by relying on high-performing peers.","collaborative learning strategy benefits"
"PQ_ACA-04_7","A","L1","Conceptual","Direct Instruction involves students discovering concepts on their own.","Direct Instruction structured teaching model"
"PQ_ACA-04_7","C","L2","Conceptual","The student believed that Direct Instruction allows for independent work with minimal teacher involvement.","Direct Instruction structured sequence requirement"
"PQ_ACA-04_7","D","L3","Conceptual","Direct Instruction involves minimal teacher involvement and lacks structured guidance.","Direct Instruction structured teaching model"
"PQ_ACA-04_8","A","L1","Conceptual","The student believed that recall questions promote higher-order thinking.","Bloom's taxonomy levels of cognitive skills"
"PQ_ACA-04_8","C","L3","Conceptual","The student believed that passive learning can promote higher-order thinking.","Bloom's taxonomy levels of cognitive skills"
"PQ_ACA-04_8","D","L3","Conceptual","The student believed that passive note-taking promotes higher-order thinking.","Bloom's taxonomy levels of cognitive skills"
"PQ_ACA-04_9","A","L2","Conceptual","Peer-assisted learning involves students of similar skill levels helping each other.","PALS structured peer tutoring model"
"PQ_ACA-04_9","C","L2","Conceptual","The student believed that PALS requires exclusive instruction by trained professionals.","Peer-Assisted Learning Strategies implementation"
"PQ_ACA-04_9","D","L3","Conceptual","The student believed PALS involves independent work without peer interaction.","Collaborative learning strategies in PALS"
"PQ_ACA-04_10","A","L1","Conceptual","The student believed mnemonic strategies help in understanding complex ideas.","Mnemonic strategy application limits"
"PQ_ACA-04_10","C","L3","Conceptual","The student believed mnemonic strategies can substitute for teaching comprehension.","role of mnemonic strategies in learning"
"PQ_ACA-04_10","D","L3","Conceptual","The student believed mnemonic strategies are too complex for beginners.","appropriate use of mnemonic strategies"
"PQ_ACA-04_11","A","L3","Conceptual","The student believed that chunking means overwhelming the learner with information.","Cognitive load theory application"
"PQ_ACA-04_11","C","L3","Conceptual","The student believed that chunking involves a single review session.","chunking strategy in cognitive psychology"
"PQ_ACA-04_11","D","L2","Conceptual","The student believed that chunking involves dividing information without regard to meaning.","Chunking strategy for cognitive load reduction"
"PQ_ACA-04_12","A","L2","Conceptual","Visual supports replace the need for written explanations entirely.","Role of visual supports in learning processes"
"PQ_ACA-04_12","C","L2","Conceptual","Visual supports are only beneficial for younger students and not applicable to older students.","Universal Design for Learning principles"
"PQ_ACA-04_13","C","L2","Conceptual","Active responding requires only correct answers to be acknowledged.","active responding instructional strategy"
"PQ_ACA-04_13","D","L2","Conceptual","Active responding is primarily for advanced students to showcase their skills.","Universal Design for Learning principles"
"PQ_ACA-04_14","A","L1","Conceptual","The student believed spaced practice improves immediate test performance.","effects of spaced practice on immediate recall"
"PQ_ACA-04_14","B","L2","Conceptual","The student believed that spaced practice is effective for last-minute cramming.","spacing effect in learning theory"
"PQ_ACA-04_14","D","L3","Conceptual","The student believed that spaced practice reduces overall effort and time spent studying.","Cognitive load theory application"
"PQ_ACA-04_15","A","L1","Conceptual","The student believed that interleaving is easier and less effective than blocked practice.","interleaving vs blocked practice effectiveness"
"PQ_ACA-04_15","C","L2","Conceptual","The student believed that struggling learners cannot handle interleaved practice initially.","Benefits of interleaved practice for all learners"
"PQ_ACA-04_15","D","L2","Conceptual","The student believed that increased cognitive load directly enhances retention and transfer.","Cognitive load theory application in learning strategies"
"PQ_ACA-04_16","A","L2","Conceptual","The student believed that any form of error correction harms student self-esteem.","Effective feedback strategies in education"
"PQ_ACA-04_16","C","L2","Conceptual","The student believed that detailed criticism is the most effective way to correct errors.","Effective feedback strategies in educational settings"
"PQ_ACA-04_16","D","L2","Conceptual","The student believed that error correction should always be private to avoid embarrassment.","effective feedback delivery in classroom settings"
"PQ_ACA-04_17","A","L2","Conceptual","The student believed that frequent feedback might overwhelm students and hinder learning.","Effective feedback frequency principles"
"PQ_ACA-04_17","C","L2","Conceptual","The student believed that praising ability is the most effective feedback.","Growth mindset feedback principles"
"PQ_ACA-04_17","D","L2","Procedural","The student believed that feedback is most effective when given at the end of a learning cycle.","Effective timing of instructional feedback"
"PQ_ACA-04_18","A","L2","Procedural","The student believed cooperative learning is chosen to reduce teacher workload.","Understanding cooperative learning implementation"
"PQ_ACA-04_18","C","L2","Conceptual","Cooperative learning is too complex for students who are not advanced.","understanding of cooperative learning inclusivity"
"PQ_ACA-04_18","D","L2","Conceptual","The student believed cooperative learning replaces all other instructional methods.","Role of cooperative learning in diverse instructional strategies"
"PQ_ACA-04_19","A","L1","Conceptual","The student believed that independent work without support is optimal for learning.","Vygotsky's zone of proximal development concept"
"PQ_ACA-04_19","C","L2","Conceptual","The student believed that developmental stages are uniform across all students in a grade.","individual variability in ZPD"
"PQ_ACA-04_19","D","L2","Conceptual","The student believed that continuous support is necessary for effective learning.","Scaffolding and gradual release of responsibility"
"PQ_ACA-04_20","A","L3","Conceptual","The student believed that teacher preference overrides student needs in instructional planning.","Differentiated instruction principles"
"PQ_ACA-04_20","C","L2","Conceptual","The student believed that uniformity in instruction can be justified if it seems effective.","Differentiated instruction principles"
"PQ_ACA-04_20","D","L2","Conceptual","The student believed that ongoing evaluation is not essential in instructional planning.","Importance of progress monitoring in instructional plans"
"item_117","A","L2","Conceptual","The student believed that cognitive and behavioral interventions alone are comprehensive enough.","comprehensive intervention strategies for learning disabilities"
"item_117","C","L2","Conceptual","The student believed that hands-on learning is universally effective for all learning disabilities.","Differentiated instruction strategies for learning disabilities"
"item_117","D","L2","Conceptual","The student believed that targeting brain function directly is most effective.","Understanding of multifaceted intervention strategies"
"item_117","E","L3","Lexical","The student believed this option was relevant to the question.","Understanding of effective interventions for learning disabilities"
"item_117","F","L3","Lexical","The student believed that any unused option could be a valid choice.","Understanding of test-taking strategies"
"item_157","A","L2","Conceptual","The student believed that behaviorism involves learning through direct interaction with others.","Understanding of behaviorism principles"
"item_157","B","L2","Conceptual","The student believed that cognitive interventions are used to build empathy through direct teaching methods.","Cognitive intervention strategies"
"item_157","C","L2","Conceptual","The student believed that learning in real-world settings is the primary focus of the intervention.","Service learning as an empathy-building strategy"
"item_157","E","L3","Lexical","The student believed that the unused option was relevant to the scenario.","Understanding of service learning concept"
"item_157","F","L3","Lexical","The student believed that the unused option was relevant to the scenario.","Understanding of service learning components"
"item_188","A","L2","Conceptual","The student believed that activating prior knowledge is not beneficial for learning.","schema theory application in instructional design"
"item_188","B","L2","Conceptual","The student believed that providing feedback during practice is not beneficial.","Effective feedback strategies in educational settings"
"item_188","D","L1","Conceptual","The student believed that using the zone of proximal development is not beneficial in teaching.","Vygotsky's zone of proximal development theory"
"item_188","E","L3","Lexical","The student believed that option E was a valid choice without reading it.","Attention to detail in reading options"
"item_188","F","L3","Lexical","The student believed that all unused options are automatically incorrect.","Understanding of test-taking strategies"
"item_189","B","L2","Procedural","The student believed that practice is a distinct phase following acquisition.","Phases of skill development in learning"
"item_189","C","L2","Conceptual","The student believed that application is a phase in the learning process.","Phases of skill development in learning"
"item_189","D","L2","Conceptual","The student believed that practice is the initial phase of learning.","Phases of skill acquisition model"
"item_189","E","L3","Lexical","The student believed this option was relevant despite it being unused.","Understanding of test format and question structure"
"item_189","F","L3","Lexical","The student believed that this option was a valid choice.","Understanding of the learning phase sequence"
"item_190","A","L1","Conceptual","The student believed that brevity is more important than systematic instruction.","importance of systematic instruction in pedagogy"
"item_190","C","L2","Procedural","The student believed that repetition alone ensures effective learning.","explicit and systematic instruction methodology"
"item_190","D","L2","Conceptual","The student believed that exposure and rehearsal alone are sufficient for effective teaching.","Explicit instruction methodology"
"item_190","E","L3","Lexical","The student believed that option E was a valid choice.","Understanding of unused options in multiple-choice questions"
"item_190","F","L3","Lexical","The student believed that any unused option could be a valid choice.","Understanding of test-taking strategies"
"item_195","A","L2","Conceptual","The student believed that cooperative learning primarily enhances social skills.","Understanding cooperative learning's academic benefits"
"item_195","C","L2","Conceptual","The student believed that cooperative learning's main benefit is its efficiency over other methods.","Comparative analysis of teaching methods"
"item_195","D","L2","Conceptual","The student believed that cooperative learning primarily enhances concentration and grades.","Benefits of cooperative learning on social and cognitive skills"
"item_195","E","L3","Lexical","The student believed this option was relevant despite it not being provided.","Understanding of provided answer choices"
"item_195","F","L3","Lexical","The student believed that cooperative learning is not relevant to the question.","Understanding cooperative learning benefits"
