"UNIQUEID","distractor_letter","distractor_tier","distractor_error_type","distractor_misconception","distractor_skill_deficit"
"PQ_DIV-03_1","A","L1","Conceptual","Student treated the elevated referral rate as if it only measured special education placement counts, missing that disproportionality can begin at referral and evaluation before placement.","Disproportionality across referral, evaluation, and placement decision points"
"PQ_DIV-03_1","B","L3","Conceptual","Student believed the gap reflects real group differences in ability rather than institutional referral patterns, expectations, and classification practices that teams must investigate.","Deficit framing of disparity data versus systemic sources in the eligibility pipeline"
"PQ_DIV-03_1","D","L2","Conceptual","Student believed the statistic alone justifies higher identification as accurate, skipping equity audits of referral thresholds, instruction, and assessment validity for affected groups.","Using disproportionality metrics to trigger systems review rather than premature closure"
"PQ_DIV-03_2","A","L2","Conceptual","Student labeled the error implicit bias, not distinguishing unconscious attitudes from overweighting the first datum—the prior evaluation—when forming the current diagnostic impression.","Anchoring bias versus implicit bias in psychoeducational decision-making"
"PQ_DIV-03_2","C","L1","Conceptual","Student called the pattern confirmation bias, but the stem highlights tethering judgment to an initial report rather than selectively gathering data that fits an expectation.","Distinguishing anchoring from confirmation bias in sequential assessment interpretation"
"PQ_DIV-03_2","D","L3","Conceptual","Student confused stereotype threat, a student performance threat under salient stereotypes, with a clinician’s bias in synthesizing records and test evidence during evaluation.","Stereotype threat mechanism versus clinician judgment heuristics"
"PQ_DIV-03_3","A","L2","Lexical","Student believed the IAT taps deliberate prejudiced beliefs one would report on a survey rather than automatic associations measured indirectly through reaction-time tasks.","Implicit Association Test: associative strength versus explicit attitude self-report"
"PQ_DIV-03_3","C","L2","Conceptual","Student concluded the IAT documents discriminatory acts in buildings, when it indexes internal associative links that may or may not parallel behavior without separate behavioral evidence.","Limitations of implicit measures for predicting individual discriminatory conduct"
"PQ_DIV-03_3","D","L3","Conceptual","Student believed the IAT evaluates whether normed achievement or IQ tests are fair across cultures, conflating a reaction-time paradigm with cross-cultural construct validation studies.","Construct validity of standardized tests versus purpose of the Implicit Association Test"
"PQ_DIV-03_4","A","L3","Conceptual","Student accepted a culturally inferior ability narrative that ethical practice rejects; the task asks about measurement bias, not ranking cultures’ cognitive worth.","Rejecting deficit narratives while analyzing test bias and representation in norms"
"PQ_DIV-03_4","C","L2","Conceptual","Student treated low scores as proof of feigning without evidence, bypassing bilingual exposure, opportunity to learn, and norm representativeness as competing explanations.","Interpretive hypotheses in multicultural assessment versus unsupported performance invalidity claims"
"PQ_DIV-03_4","D","L2","Conceptual","Student overcorrected by declaring the instrument wholly unusable, instead of analyzing item cultural load, language, and norm match while weighing converging classroom evidence.","Balancing known psychometric limits with contextualized multi-method interpretation"
"PQ_DIV-03_5","A","L2","Procedural","Student endorsed the referral as warranted disability recognition without examining how authority challenges may be sanctioned differently across cultural communication norms.","Culturally influenced behavior interpretation before special education referral"
"PQ_DIV-03_5","C","L1","Conceptual","Student treated the label of behavior disorder as settled from one incident, missing that the same behavior may be read as pathology or assertiveness depending on bias and context.","Referral bias when adult expectations clash with students’ culturally grounded assertiveness"
"PQ_DIV-03_5","D","L2","Procedural","Student closed the inquiry on eligibility at the referral stage, rather than preserving a neutral, data-rich process with family input and alternatives to exclusionary responses.","Child find and prereferral supports versus immediate pathway to eligibility mindset"
"PQ_DIV-03_6","B","L3","Conceptual","Student invented a moral warrant for unequal discipline that equity monitoring explicitly rejects when similar conduct produces harsher consequences for marginalized students.","Interpreting risk ratios as descriptive rates, not justification for punitive disparity"
"PQ_DIV-03_6","C","L1","Procedural","Student answered with the right systemic concern—unequal application—but the item asked only what the numeric risk ratio denotes, not the next investigative step after seeing it.","Risk ratio as relative event rate versus prescriptive policy interpretation in one stem"
"PQ_DIV-03_6","D","L2","Conceptual","Student overlocalized the statistic to a broad claim about teacher bias relative to all groups, when the ratio only compares the focal group to the reference group named in the metric.","Precise interpretation of risk ratio reference group and jurisdiction-specific discipline data"
"PQ_DIV-03_7","B","L1","Lexical","Student swapped confirmation bias for anchoring bias, missing that the psychologist is not fixated on one first score but on whichever results match a preformed student impression.","Confirmation bias: privileging concordant evidence in integrated assessment"
"PQ_DIV-03_7","C","L3","Conceptual","Student named stereotype threat though the vignette concerns the clinician’s selective credibility, not a student’s anxiety about confirming a group stereotype on a test.","Examiner-level bias patterns versus stereotype threat as student performance phenomenon"
"PQ_DIV-03_7","D","L3","Conceptual","Student labeled biased appraisal as cultural competence, when competence requires structured safeguards against selective weighting of congenial assessment findings.","Cultural competence and calibrated professional skepticism in data integration"
"PQ_DIV-03_8","A","L1","Conceptual","Student believed stereotype awareness reliably fuels stereotype-disproving motivation and better scores, whereas the classic finding is threat-related anxiety and impaired performance.","Stereotype threat: anxiety and cognitive load reducing domain performance"
"PQ_DIV-03_8","C","L2","Conceptual","Student believed false stereotypes cannot affect performance, ignoring that salience alone can tax working memory and disrupt demonstration of developed skills in the moment.","Mechanism of stereotype threat independent of stereotype factual accuracy"
"PQ_DIV-03_8","D","L3","Conceptual","Student predicted confidence gains from stereotype salience, the opposite pathway to anxiety and interference described in stereotype-threat experiments and classroom analogues.","Affective and cognitive consequences of identity-linked evaluative threat"
"PQ_DIV-03_9","A","L3","Procedural","Student prescribed blanket placement in behavior programs from aggregate disparity, bypassing root-cause analysis, family partnership, and less restrictive supports tied to individual need.","Disproportionality response: systems inquiry before label-driven program assignment"
"PQ_DIV-03_9","C","L2","Conceptual","Student treated the gap as proof of true prevalence differences without disaggregating teacher referral, office discipline, evaluation decisions, and access to general-ed supports.","Ecological versus structural explanations for emotional-behavioral classification disparity"
"PQ_DIV-03_9","D","L2","Conceptual","Student normalized the disparity as natural variability, avoiding MTSS equity audits, culturally responsive classroom practices, and policy checks that disproportionality flags require.","Treat disproportionality as a systems signal requiring documented review and action"
