"UNIQUEID","distractor_letter","distractor_tier","distractor_error_type","distractor_misconception","distractor_skill_deficit"
"PQ_PSY-04_1","A","L2","Conceptual","The student believed BICS and CALP refer to categories of learning disabilities.","Cummins' BICS and CALP framework"
"PQ_PSY-04_1","C","L2","Conceptual","The student believed BICS and CALP are related to intelligence testing constructs.","Cummins' BICS and CALP framework"
"PQ_PSY-04_1","D","L2","Conceptual","The student believed BICS and CALP are related to language disorders.","BICS and CALP distinction in language acquisition"
"PQ_PSY-04_2","A","L1","Procedural","The student believed that cognitive ability should be assessed before language proficiency.","ELL initial assessment protocol"
"PQ_PSY-04_2","C","L1","Procedural","The student believed that eligibility testing should be prioritized over language assessment.","Initial assessment protocol for ELL students"
"PQ_PSY-04_2","D","L2","Procedural","The student believed that nonverbal tests bypass language barriers effectively.","ELL initial assessment protocol"
"PQ_PSY-04_3","A","L1","Conceptual","The student believed BICS proficiency indicates readiness for all academic tasks.","Distinction between BICS and CALP"
"PQ_PSY-04_3","C","L1","Conceptual","The student believed that proficiency in BICS equates to full language proficiency.","BICS vs. CALP distinction"
"PQ_PSY-04_3","D","L2","Conceptual","The student believed that proficiency in BICS implies full cognitive assessment in English.","BICS vs. CALP distinction in cognitive assessment"
"PQ_PSY-04_4","A","L1","Conceptual","The student believed that ELL students are entirely unassessable in English.","ELL assessment accommodation strategies"
"PQ_PSY-04_4","C","L3","Conceptual","The student believed that all cognitive assessments inherently lack verbal components.","Characteristics of cognitive assessments"
"PQ_PSY-04_4","D","L2","Conceptual","The student believed nonverbal tests are inherently less challenging than verbal tests.","Understanding the purpose of nonverbal cognitive assessments"
"PQ_PSY-04_5","A","L2","Procedural","The student believed that reading directly from the test manual ensures accuracy.","Interpreter role in psychological assessments"
"PQ_PSY-04_5","C","L2","Procedural","The student believed that interpreters can provide explanations during assessments.","Role boundaries for interpreters in assessments"
"PQ_PSY-04_5","D","L2","Conceptual","The student believed that using a family member ensures confidentiality and accuracy.","Ethical guidelines for interpreter use in assessments"
"PQ_PSY-04_6","A","L1","Conceptual","The student believed cultural loading means aligning test content with a specific culture's experiences.","Understanding of cultural loading in test design"
"PQ_PSY-04_6","C","L2","Conceptual","The student believed cultural loading involves bias in scoring procedures favoring certain groups.","Test bias and fairness concepts"
"PQ_PSY-04_6","D","L2","Conceptual","The student believed cultural loading is about specific cultural references in test items.","Understanding cultural loading in test design"
"PQ_PSY-04_7","A","L1","Conceptual","The student believed that educational history alone determines learning challenges.","Comprehensive assessment of learning disabilities"
"PQ_PSY-04_7","B","L1","Conceptual","The student believed that limited prior instruction alone could explain low performance.","Comprehensive assessment of learning disabilities"
"PQ_PSY-04_7","C","L2","Conceptual","The student believed that acculturation alone could explain the low performance.","Impact of acculturation on academic performance"
"PQ_PSY-04_8","A","L2","Conceptual","Dynamic assessment is inherently biased due to cultural factors.","cultural fairness in dynamic assessment"
"PQ_PSY-04_8","C","L2","Conceptual","The student believed dynamic assessment lacks reliability compared to static tests.","Dynamic assessment reliability evaluation"
"PQ_PSY-04_8","D","L2","Conceptual","Dynamic assessment is unstructured and lacks a systematic approach.","dynamic assessment structured process understanding"
"PQ_PSY-04_9","A","L1","Conceptual","The student believed that standardized testing in English is always the most valid approach.","bilingual assessment best practices"
"PQ_PSY-04_9","C","L2","Conceptual","The student believed that assessing in the stronger language provides a complete assessment.","comprehensive bilingual assessment practices"
"PQ_PSY-04_9","D","L3","Conceptual","The student believed that bilingual students should not be assessed until they are fully proficient in English.","importance of early bilingual assessment"
"PQ_PSY-04_10","A","L1","Conceptual","The student believed IDEA mandates English-only assessments for ELL students.","IDEA language assessment requirements"
"PQ_PSY-04_10","B","L2","Conceptual","The student believed that ELL students must be proficient in English before any assessment can occur.","IDEA assessment requirements for ELL students"
"PQ_PSY-04_10","D","L2","Conceptual","The student believed IDEA allows unrestricted language choice in assessments.","IDEA language accommodation requirements"
"PQ_PSY-04_11","A","L1","Conceptual","The student believed that cognitive ability is the primary factor in assessing learning disabilities.","importance of language proficiency in assessments"
