"UNIQUEID","distractor_letter","distractor_tier","distractor_error_type","distractor_misconception","distractor_skill_deficit"
"PQ_ACA-07_1","A","L1","Conceptual","The student believed that producing single words at age 2 indicates readiness for two-word combinations.","Typical language development milestones"
"PQ_ACA-07_1","C","L3","Conceptual","The student believed that phonemic awareness develops at the same time as early word production.","Phonemic awareness developmental timeline"
"PQ_ACA-07_1","D","L3","Conceptual","The student believed that phonological processes are relevant to single-word utterances.","Phonological process development timeline"
"PQ_ACA-07_2","A","L1","Conceptual","The student believed that phonological and phonemic awareness are the same concept.","Hierarchy of phonological and phonemic awareness"
"PQ_ACA-07_2","C","L2","Conceptual","The student believed that phonemic awareness must be mastered before phonological awareness can develop.","developmental sequence of phonological skills"
"PQ_ACA-07_2","D","L2","Conceptual","The student believed phonemic awareness involves visual recognition of letters.","Phonemic awareness auditory nature"
"PQ_ACA-07_3","A","L1","Conceptual","The student believed that comprehension issues always indicate weak language comprehension.","Simple View of Reading framework application"
"PQ_ACA-07_3","C","L2","Conceptual","The student believed that oral language development directly affects reading comprehension.","Simple View of Reading framework"
"PQ_ACA-07_3","D","L2","Conceptual","The student believed that phonemic awareness directly affects reading comprehension.","Simple View of Reading framework application"
"PQ_ACA-07_4","B","L2","Procedural","The student believed that reading fluency is the primary indicator of dyslexia.","Dyslexia initial assessment procedures"
"PQ_ACA-07_4","C","L2","Conceptual","The student believed vocabulary knowledge is the foundational issue in dyslexia.","Phonological processing assessment prioritization"
"PQ_ACA-07_4","D","L2","Conceptual","The student believed that comprehension issues are the primary indicator of dyslexia.","Dyslexia early assessment focus"
"PQ_ACA-07_5","A","L1","Conceptual","The student believed that systematic phonics instruction aligns with whole language philosophy.","Whole language versus phonics-based instruction distinction"
"PQ_ACA-07_5","C","L2","Conceptual","The student believed that phonics instruction can be effectively integrated into broader reading activities.","Embedded phonics instructional strategy"
"PQ_ACA-07_5","D","L2","Conceptual","The student believed that balanced literacy includes systematic phonics instruction.","Balanced literacy approach characteristics"
"PQ_ACA-07_6","A","L2","Procedural","The student believed that improving reading speed would enhance comprehension.","Reading comprehension intervention selection"
"PQ_ACA-07_6","B","L3","Conceptual","The student believed that improving decoding skills would enhance comprehension.","Reading comprehension strategy instruction"
"PQ_ACA-07_6","D","L2","Conceptual","The student believed that vocabulary knowledge directly improves comprehension of main ideas.","Reading comprehension strategies for main ideas"
"PQ_ACA-07_7","A","L1","Conceptual","The student believed Tier 2 words are domain-specific technical terms.","Beck's three-tier vocabulary framework"
"PQ_ACA-07_7","B","L2","Conceptual","The student believed that Tier 2 words are common words used in daily conversation.","Three-tier vocabulary framework"
"PQ_ACA-07_7","D","L2","Conceptual","The student believed that Tier 2 vocabulary words are acquired naturally without the need for explicit instruction.","Explicit instruction of Tier 2 vocabulary"
"PQ_ACA-07_8","A","L1","Conceptual","The student believed that the issue was related to larger sound units like syllables.","Phonological awareness of syllable boundaries"
"PQ_ACA-07_8","C","L2","Conceptual","The student believed that the issue was related to understanding word parts and structure.","morphological analysis of word components"
"PQ_ACA-07_8","D","L3","Conceptual","The student believed that the issue was related to social language use.","Pragmatic language development"
"PQ_ACA-07_9","A","L2","Conceptual","The student believed Reading Recovery addresses dyslexia through structured literacy.","Orton-Gillingham approach characteristics"
"PQ_ACA-07_9","C","L2","Conceptual","The student believed that any structured reading group could address dyslexia effectively.","Orton-Gillingham approach characteristics"
"PQ_ACA-07_9","D","L3","Conceptual","The student believed that any foundational reading approach is suitable for dyslexia.","Orton-Gillingham approach characteristics"
"PQ_ACA-07_10","A","L1","Conceptual","The student believed that phonemic awareness issues could explain comprehension difficulties.","Role of phonemic awareness in reading comprehension"
"PQ_ACA-07_10","C","L2","Conceptual","The student believed that vocabulary deficits are the primary cause of comprehension issues.","Role of working memory in listening comprehension"
"PQ_ACA-07_10","D","L2","Conceptual","The student believed that early phonics instruction impacts current comprehension issues.","Impact of working memory on listening comprehension"
"PQ_ACA-07_11","A","L1","Conceptual","The student believed that morphological awareness is crucial for decoding single-syllable words.","Role of morphology in reading development"
"PQ_ACA-07_11","C","L2","Conceptual","The student believed that morphological awareness is related to recognizing sound patterns like rhymes.","Role of morphological awareness in reading development"
"PQ_ACA-07_11","D","L3","Conceptual","The student believed that morphological awareness directly impacts conversational skills.","Role of morphology in reading development"
"PQ_ACA-07_12","A","L1","Procedural","The student believed that immediate referral is necessary without preliminary assessment.","Pre-referral intervention process"
"PQ_ACA-07_12","C","L2","Conceptual","The student believed that language delays automatically indicate readiness issues for kindergarten.","Kindergarten readiness assessment criteria"
"PQ_ACA-07_12","D","L1","Conceptual","The student believed that limited multi-word utterances are typical for a 4-year-old.","Developmental language milestones for preschoolers"
"PQ_ACA-07_13","A","L1","Conceptual","The student believed that oral language skills do not influence reading development.","relationship between oral language and reading readiness"
"PQ_ACA-07_13","C","L2","Conceptual","The student believed that phonics instruction is the sole determinant of reading ability.","role of oral language in reading development"
"PQ_ACA-07_13","D","L3","Conceptual","The student believed oral language is only crucial for ESL students.","Role of oral language in reading development"
"PQ_ACA-07_14","A","L1","Conceptual","The student believed that recognizing sounds in words is part of phonics.","Phonological awareness vs. phonics distinction"
"PQ_ACA-07_14","C","L1","Conceptual","The student believed that phonemic awareness includes broader sound structure skills.","Phonological awareness vs. phonemic awareness distinction"
"PQ_ACA-07_14","D","L2","Conceptual","The student believed that recognizing sound patterns relates to understanding letter-sound relationships.","Alphabetic principle versus phonological awareness"
"PQ_ACA-07_15","A","L2","Conceptual","The student believed that using authentic literature is part of systematic phonics instruction.","Whole language approach characteristics"
"PQ_ACA-07_15","B","L2","Conceptual","The student believed that balanced literacy includes explicit phonics instruction.","Balanced literacy components and strategies"
"PQ_ACA-07_15","D","L2","Conceptual","The student believed that integrating literacy with other subjects is a structured approach.","Embedded literacy strategies"
