UNIQUEID,distractor_letter,distractor_tier,distractor_error_type,distractor_misconception,distractor_skill_deficit
"PQ_DBD-01_1","A","L1","Procedural","Student assumed formal cognitive testing should start the referral process, treating tests as the first data source instead of using records, interviews, and observation to determine whether testing is warranted.","RIOT sequencing: records-interviews-observations before targeted testing"
"PQ_DBD-01_1","C","L2","Procedural","Student believed one immediate observation can stand alone for problem identification and that other data sources are optional follow-up rather than required components of a comprehensive referral workflow.","Triangulation across RIOT methods for initial referral decisions"
"PQ_DBD-01_1","D","L3","Conceptual","Student assumed parent interview should drive first-step school problem analysis, confusing broader background gathering with the initial school-based sequence for defining classroom referral concerns.","School-based referral workflow prioritization within RIOT framework"
"PQ_DBD-01_2","A","L2","Conceptual","Student confused halo effect with observer drift, believing a sudden positive impression is the same as gradual change in scoring criteria across time.","Distinction between halo effect and observer drift in behavioral observation"
"PQ_DBD-01_2","C","L1","Conceptual","Student assumed the bias came from the student changing behavior because of observation, not from the observer's favorable impression contaminating ratings after teacher praise.","Difference between observer bias and subject reactivity"
"PQ_DBD-01_2","D","L3","Conceptual","Student treated a perception bias as a recording mechanics error, not recognizing this scenario reflects interpretive distortion rather than count or notation problems.","Observational bias types versus recording-method errors"
"PQ_DBD-01_3","A","L1","Conceptual","Student believed adding a brief observation and parent report to a teacher scale is sufficiently multimethod, overlooking the need for structured classroom performance data and multiple school-based perspectives.","Criteria for robust multimethod-multirater classroom assessment"
"PQ_DBD-01_3","B","L2","Procedural","Student selected a broad assessment set without direct classroom behavior sampling, assuming developmental history and IQ data can substitute for authentic in-context behavioral evidence.","Need for in-context classroom data in behavior problem identification"
"PQ_DBD-01_3","D","L2","Procedural","Student assumed one short event-recording session plus general interview provides adequate triangulation, underestimating the depth and cross-method coverage needed for authentic performance conclusions.","Adequacy standards for observation duration and data triangulation"
"PQ_DBD-01_4","A","L1","Conceptual","Student confused structured and semi-structured interviews, believing strict question order improves validity more than flexible probing within consistent domains.","Semi-structured interview design: consistency with adaptive follow-up"
"PQ_DBD-01_4","C","L3","Procedural","Student assumed covert recording improves data quality, ignoring that ethical consent violations undermine validity and professional standards in interview-based assessment.","Ethical requirements for interview data collection and validity"
"PQ_DBD-01_4","D","L2","Procedural","Student believed steering respondents toward expected answers increases efficiency, not recognizing leading questions introduce response bias and weaken interpretive validity.","Impact of interviewer bias and leading questions on data quality"
"PQ_DBD-01_5","A","L1","Conceptual","Student assumed curriculum-based probes are defined by authenticity of materials while standardized tests are inherently non-aligned, missing the core distinction of current curriculum performance versus normative comparison.","CBM purpose versus standardized achievement test purpose"
"PQ_DBD-01_5","C","L2","Conceptual","Student reversed administration patterns, believing achievement tests are frequent progress tools and probes are less practical for repeated monitoring.","Assessment cadence differences: progress monitoring vs periodic normed testing"
"PQ_DBD-01_5","D","L1","Conceptual","Student treated normative data as making achievement tests categorically superior, rather than recognizing probes answer a different question about current curriculum performance.","Complementary interpretation of norm-referenced and curriculum-based measures"
"PQ_DBD-01_6","A","L2","Conceptual","Student confused reactivity with observer drift, interpreting behavior change in the student as if observer definitions had shifted.","Reactivity versus observer drift distinction"
"PQ_DBD-01_6","C","L1","Conceptual","Student believed elevated off-task behavior reflected observer rating bias instead of student behavior changing due to being watched.","Subject behavior change versus observer perception bias"
"PQ_DBD-01_6","D","L2","Lexical","Student selected a familiar research term because it sounded related to expectancy effects, but the scenario specifically describes observation-induced behavior change.","Terminology precision: reactivity vs demand characteristics"
"PQ_DBD-01_7","A","L1","Conceptual","Student assumed time-interval methods are best for counting hand-raising events, overlooking that the target behavior is discrete and should be tallied per occurrence.","Selecting recording method for discrete behavior events"
"PQ_DBD-01_7","B","L2","Conceptual","Student confused event frequency with time engaged, choosing duration as if hand-raising were a continuous state rather than countable responses.","Frequency versus duration operationalization of classroom behavior"
"PQ_DBD-01_7","D","L3","Conceptual","Student believed descriptive notes are the primary way to quantify response rate, confusing qualitative narrative methods with efficient event counting.","Limits of narrative recording for quantitative behavior counts"
"PQ_DBD-01_8","A","L1","Procedural","Student jumped directly to special education referral based on low historical scores without first clarifying why prior concerns were not addressed and what current supports exist.","Pre-referral inquiry before formal eligibility evaluation"
"PQ_DBD-01_8","B","L2","Procedural","Student prioritized immediate observation even though the key unresolved issue is decision history and instructional response, which requires targeted interview data first.","Selecting next step based on unresolved referral decision variables"
"PQ_DBD-01_8","D","L2","Conceptual","Student assumed persistent low reading performance primarily indicates cognitive limitation, overlooking instructional history and system response factors that must be examined first.","Differential interpretation of low achievement patterns in records"
"PQ_DBD-01_9","A","L1","Conceptual","Student treated percentage-of-time questions as event count tasks, missing that frequency totals do not directly estimate proportion of the class period.","Matching measurement question to observation metric"
"PQ_DBD-01_9","B","L2","Conceptual","Student assumed momentary checks estimate continuous percentage equally well, not recognizing partial interval better captures occurrence within intervals across the period.","Partial interval recording versus momentary time sampling use cases"
"PQ_DBD-01_9","D","L3","Conceptual","Student confused time-to-onset measurement with duration prevalence, selecting latency despite the question asking how much of the period behavior occurs.","Latency versus interval-based proportion measurement"
"PQ_DBD-01_10","A","L3","Conceptual","Student believed discrepant simultaneous ratings mean one observer must be right and the other wrong, ignoring reliability and definition-alignment issues.","Interobserver agreement and operational definition alignment"
"PQ_DBD-01_10","C","L2","Procedural","Student explained discrepancy with time-of-day effects even though both observers rated the same lesson, missing the logic of simultaneous observation design.","Inference constraints in simultaneous observation comparisons"
"PQ_DBD-01_10","D","L1","Conceptual","Student attributed differences to true behavior variability across teachers despite identical observation context, overlooking observer-related causes as the most probable explanation.","Distinguishing true behavior variance from observer variance"
"PQ_DBD-01_11","A","L1","Conceptual","Student assumed narrative running records are suitable for exact frequency counts, confusing descriptive sequence capture with quantitative event tally methods.","Running record purpose versus frequency recording purpose"
"PQ_DBD-01_11","B","L2","Conceptual","Student believed narrative notes can produce accurate percentage-of-time estimates without interval coding, mixing contextual description with time-sampling procedures.","Requirements for deriving time-percentage behavior estimates"
"PQ_DBD-01_11","D","L3","Conceptual","Student treated narrative observation as norm-referenced comparison, not recognizing it primarily documents contextual antecedent-consequence patterns.","Narrative observation limitations for normative peer comparisons"
"PQ_DBD-01_12","A","L1","Conceptual","Student chose a true but overextended statement, assuming school mobility directly explains learning differences rather than primarily signaling continuity and interpretation concerns.","Role of mobility data in comprehensive evaluation interpretation"
"PQ_DBD-01_12","C","L2","Procedural","Student jumped to extensive record reconciliation actions as the main reason mobility matters, instead of first understanding instability's impact on data coherence.","Prioritizing interpretation goals before procedural follow-through"
"PQ_DBD-01_12","D","L2","Conceptual","Student inferred family-circumstance causation from school moves, confusing contextual relevance with unsupported etiological assumptions.","Avoiding causal overreach in record-based contextual analysis"
"PQ_DBD-01_13","A","L2","Conceptual","Student assumed parent-teacher disagreement mainly reflects parental denial, bypassing legitimate setting effects, rater perspectives, and method variance.","Interpreting cross-informant discrepancies without attribution bias"
"PQ_DBD-01_13","B","L1","Conceptual","Student prematurely treated school-only severity as established fact, rather than one hypothesis requiring triangulation and reliability analysis.","Hypothesis testing approach to discrepant behavioral data"
"PQ_DBD-01_13","D","L1","Conceptual","Student assumed direct observation is inherently most objective and should dominate interpretation, discounting complementary validity from rating scales and informant reports.","Balanced weighting across multi-method behavioral assessment data"
"PQ_DBD-01_14","A","L1","Procedural","Student began with cognitive testing before establishing historical reading trajectory and prior intervention response, reversing efficient referral problem-identification sequence.","First-step emphasis in RIOT for suspected reading disability"
"PQ_DBD-01_14","C","L2","Procedural","Student moved to teacher interview first, overlooking that records review provides the baseline context needed to focus subsequent interview questions.","Using historical records to anchor interview planning"
