"UNIQUEID","distractor_letter","distractor_tier","distractor_error_type","distractor_misconception","distractor_skill_deficit"
"PQ_ACA-06_1","B","L1","Conceptual","The student believed that the conditioned response is only similar, not identical, to the unconditioned response.","Understanding classical conditioning response equivalence"
"PQ_ACA-06_1","C","L2","Conceptual","The student believed that classical conditioning involves strengthening the response through repeated pairings.","Understanding of classical conditioning response mechanism"
"PQ_ACA-06_1","D","L2","Conceptual","The student believed that the unconditioned stimulus continues to reinforce the conditioned response.","Understanding of classical conditioning reinforcement"
"PQ_ACA-06_2","C","L1","Conceptual","The student believed that removing an aversive stimulus is a form of positive reinforcement.","Distinction between positive and negative reinforcement"
"PQ_ACA-06_2","D","L3","Conceptual","The student believed that positive reinforcement involves indiscriminate praise.","Operant conditioning reinforcement criteria"
"PQ_ACA-06_3","A","L2","Conceptual","The student believed that reinforcement was given after varying time intervals.","Understanding reinforcement schedule types"
"PQ_ACA-06_3","C","L1","Conceptual","The student believed that reinforcement after every response is a fixed ratio schedule.","Understanding of reinforcement schedule types"
"PQ_ACA-06_3","D","L3","Conceptual","The student believed that providing praise every time is a form of extinction.","Understanding of extinction in behavior reinforcement"
"PQ_ACA-06_4","A","L1","Conceptual","The student believed that variable ratio schedules lead to rapid extinction due to unpredictability.","Variable ratio reinforcement effects"
"PQ_ACA-06_4","C","L2","Conceptual","The student believed that variable ratio schedules lead to short-term behavior changes.","Behavioral reinforcement schedule effects"
"PQ_ACA-06_4","D","L2","Conceptual","The student believed that unpredictability in reinforcement reduces motivation.","variable ratio reinforcement effect on motivation"
"PQ_ACA-06_5","A","L2","Conceptual","The student believed cognitive-behavioral theory focuses solely on behavior change.","Cognitive-behavioral theory components"
"PQ_ACA-06_5","C","L2","Conceptual","The student believed cognitive-behavioral theory excludes behavior from its framework.","Cognitive-behavioral theory components"
"PQ_ACA-06_5","D","L2","Conceptual","The student believed that cognitive-behavioral theory aligns with behaviorism.","Distinction between cognitive-behavioral theory and behaviorism"
