"UNIQUEID","distractor_letter","distractor_tier","distractor_error_type","distractor_misconception","distractor_skill_deficit"
"PQ_LEG-02_2","A","L2","Conceptual","The student believed FAPE requires education in the regular classroom for all students.","IDEA least restrictive environment requirement"
"PQ_LEG-02_2","C","L2","Conceptual","The student believed FAPE is determined by the school's budget constraints.","IDEA FAPE financial obligation"
"PQ_LEG-02_2","D","L2","Conceptual","FAPE under IDEA is limited to students with significant disabilities only.","IDEA eligibility criteria for FAPE"
"PQ_LEG-02_3","A","L1","Conceptual","The student believed that emotional disturbance is not a recognized category under IDEA.","IDEA recognized disability categories"
"PQ_LEG-02_3","B","L1","Conceptual","The student believed that autism is not recognized as a disability category under IDEA.","IDEA recognized disability categories"
"PQ_LEG-02_3","C","L1","Conceptual","The student believed that learning disability is not a recognized category under IDEA.","IDEA recognized disability categories"
"PQ_LEG-02_4","A","L2","Conceptual","The student believed that test scores alone are sufficient for an IEP.","IEP required components knowledge"
"PQ_LEG-02_4","C","L2","Conceptual","The student believed that including the entire file ensures thoroughness.","IEP content requirements"
"PQ_LEG-02_4","D","L2","Conceptual","The student believed that the district has sole authority to set IEP goals.","IEP team collaborative goal-setting process"
"PQ_LEG-02_5","A","L1","Procedural","The student believed the evaluation timeline starts from the referral date.","IDEA evaluation timeline starting point"
"PQ_LEG-02_5","C","L3","Conceptual","The student believed that IDEA allows a very extended timeline for evaluations.","IDEA evaluation timeline requirements"
"PQ_LEG-02_5","D","L2","Conceptual","The student believed that IDEA allows a longer timeframe for evaluations.","IDEA evaluation timeline requirements"
"PQ_LEG-02_6","A","L2","Conceptual","The student believed that an MDR is required when a student is first referred for special education.","MDR criteria for disciplinary changes in placement"
"PQ_LEG-02_6","C","L2","Conceptual","The student believed that significant changes in test scores require an MDR.","Manifestation Determination Review criteria"
"PQ_LEG-02_6","D","L2","Conceptual","The student believed that an MDR is a routine part of the annual IEP meeting process.","Manifestation Determination Review criteria"
"PQ_LEG-02_7","A","L3","Conceptual","The student believed that IDEA allows schools to bypass procedural safeguards for suspensions over 10 days.","IDEA procedural safeguards for disciplinary actions"
"PQ_LEG-02_7","C","L1","Conceptual","The student believed that IDEA allows for expulsion without considering the disability.","IDEA manifestation determination review requirement"
"PQ_LEG-02_7","D","L3","Conceptual","The student believed that parental consent is required for any disciplinary action against a student with a disability.","IDEA disciplinary procedures for students with disabilities"
"PQ_LEG-02_8","A","L3","Conceptual","The student believed that IDEA mandates school attendance without considering behavior assessments.","IDEA stay-put provision requirements"
"PQ_LEG-02_8","C","L2","Conceptual","The student believed that IDEA's stay-put provision prevents any move to a more restrictive setting.","IDEA stay-put provision scope"
"PQ_LEG-02_8","D","L2","Conceptual","The student believed that parents have unilateral control over placement decisions.","IDEA stay-put provision during due process"
"PQ_LEG-02_9","A","L2","Procedural","The student believed that informal meetings are the only recourse under IDEA.","IDEA formal dispute resolution procedures"
"PQ_LEG-02_9","C","L2","Conceptual","The student believed that the school's attorney would assist parents in disputes.","IDEA parent rights in dispute resolution"
"PQ_LEG-02_9","D","L3","Conceptual","The student believed that students have a formal role in deciding special education outcomes.","IDEA procedural safeguards"
"PQ_LEG-02_10","A","L2","Conceptual","The student believed IDEA Part B covers early intervention services.","IDEA Part C early intervention age range"
"PQ_LEG-02_10","B","L1","Conceptual","The student believed IDEA Part B only covers early childhood education.","IDEA Part B age range coverage"
"PQ_LEG-02_10","D","L3","Conceptual","The student believed IDEA Part B covers individuals of all ages.","IDEA Part B age range specification"
"PQ_LEG-02_11","A","L2","Conceptual","The student believed that related services are limited to special education instruction only.","IDEA related services definition"
"PQ_LEG-02_11","C","L2","Conceptual","The student believed that related services under IDEA are limited to those available in general education.","IDEA related services definition"
"PQ_LEG-02_11","D","L3","Conceptual","Students have the autonomy to choose their own related services under IDEA.","IDEA related services decision-making process"
"PQ_LEG-02_12","A","L1","Conceptual","The student believed that LRE requires full inclusion in general education for all students with disabilities.","IDEA continuum of alternative placements"
"PQ_LEG-02_12","C","L3","Conceptual","The student believed that more restrictive settings are always better for students with disabilities.","IDEA Least Restrictive Environment principle"
"PQ_LEG-02_12","D","L2","Conceptual","The student believed that disability category solely determines educational placement.","IDEA placement decision-making process"
"PQ_LEG-02_13","A","L1","Procedural","The student believed that referral for evaluation is the first step in identifying a learning disability.","RTI/MTSS pre-referral intervention process"
"PQ_LEG-02_13","C","L3","Conceptual","The student believed that a suspicion of a learning disability is equivalent to a confirmed diagnosis.","IDEA evaluation and eligibility determination process"
"PQ_LEG-02_13","D","L3","Procedural","The student believed that immediate placement is allowed without prior evaluation.","IDEA evaluation and placement procedures"
"PQ_LEG-02_14","A","L1","Conceptual","The student believed that flexibility in goals is more important than specificity.","SMART criteria for IEP goals"
"PQ_LEG-02_14","C","L3","Conceptual","The student believed that IEP goals should be standardized for all students.","Individualization of IEP goals"
"PQ_LEG-02_14","D","L2","Procedural","The student believed that schools can unilaterally set IEP goals without collaboration.","IEP team collaboration requirement"
"PQ_LEG-02_15","A","L2","Conceptual","The student believed that using a single assessment tool is adequate for evaluation under IDEA.","IDEA multiple measures requirement"
"PQ_LEG-02_15","C","L2","Conceptual","The student believed that uniform assessments ensure fairness and nondiscrimination.","IDEA individualized assessment requirement"
"PQ_LEG-02_15","D","L3","Conceptual","The student believed that academic failure alone negates the need for evaluation under IDEA.","IDEA evaluation requirement for students with disabilities"
"PQ_LEG-02_16","A","L2","Conceptual","The student believed that IDEA mandates joint evaluations by parents and school personnel.","IDEA Independent Educational Evaluation rights"
"PQ_LEG-02_16","C","L2","Conceptual","The student believed that IDEA does not require schools to consider or fund any private evaluations.","IDEA IEE funding and consideration requirements"
"PQ_LEG-02_16","D","L3","Conceptual","Parents have unrestricted rights to conduct evaluations without school involvement.","IDEA Independent Educational Evaluation rights"
"PQ_LEG-02_17","A","L2","Conceptual","The student believed that interpreter services are contingent on available funding.","IDEA related services funding requirement"
"PQ_LEG-02_17","C","L2","Conceptual","The student believed that interpreter services are limited to specific educational settings.","IDEA related services provision"
"PQ_LEG-02_17","D","L3","Conceptual","The student believed that schools are not responsible for providing interpreters.","IDEA related services requirement"
"PQ_LEG-02_18","A","L2","Conceptual","The student believed that a pattern of past regression alone justifies ESY services.","ESY eligibility criteria based on future risk assessment"
"PQ_LEG-02_18","C","L2","Procedural","The student believed that district determination alone is sufficient for ESY eligibility.","IDEA ESY eligibility criteria"
