"UNIQUEID","complexity_rationale","construct_actually_tested"
"PQ_DBD-08_1","This is a Recall item because it asks for a specific definition of a measurement instrument, and the answer depends on accurate retrieval of what ORF (Oral Reading Fluency) primarily measures rather than multi-step scenario analysis.","Identification of oral reading fluency as a specific CBM construct measuring rate and accuracy, distinguishing it from related reading components"
"PQ_DBD-08_2","This is a Recall item because it asks for a specific calculation method and comparison procedure for CBM progress evaluation, and the answer depends on retrieval of the standard slope-and-aimline procedure rather than scenario interpretation.","Calculation and interpretation of CBM slope (rate of change) and comparison to aimline target for progress-monitoring decisions"
"PQ_DBD-08_3","This is a Recall item because it asks for a precise definition of aimline in CBM, and the answer depends on accurate retrieval of this foundational concept rather than applying it to a scenario.","Definition and distinction of aimline as the expected weekly growth rate required to reach year-end goal from baseline"
"PQ_DBD-08_4","This is an Application item because the student must interpret CBM scenario data comparing trendline to aimline and make an evidence-based intervention decision beyond simple fact retrieval.","Decision-making when trendline falls below aimline: identifying insufficient progress and determining intervention-modification necessity"
"PQ_DBD-08_5","This is a Recall item because it asks for the primary advantage of CBM over standardized testing for a specific purpose, and the answer depends on retrieval of CBM's key strength rather than scenario application.","Recognition of CBM's distinctive advantage: frequent real-time measurement enabling rapid intervention feedback and adjustment"
"PQ_DBD-08_6","This is a Recall item because it asks what CBM procedure (Maze) primarily measures, and the answer depends on accurate retrieval of this specific instrument's purpose rather than applying it to student data.","Identification of Maze CBM as a measure of reading comprehension fluency, distinguishing it from decoding and sight-word measures"
"PQ_DBD-08_7","This is a Recall item because it asks for the specific scoring approach for math CBM, and the answer depends on accurate retrieval of the standard metric rather than interpreting student performance data.","Recognition of math CBM scoring method: digits correct per minute, integrating both speed and accuracy components"
"PQ_DBD-08_8","This is a Recall item because it asks for the purpose of CBM as a universal screener, and the answer depends on accurate retrieval of this foundational role rather than applying screening results to individual cases.","Recognition of CBM universal-screener purpose: identifying at-risk students to trigger additional assessment and intervention"
"PQ_DBD-08_9","This is a Recall item because it asks what the dual-discrepancy model examines, and the answer depends on accurate retrieval of this specific RTI framework component rather than applying it to a scenario.","Definition of dual-discrepancy model: examining both universal-screening performance and intervention-response patterns for SLD identification"
"PQ_DBD-08_10","This is an Application item because the student must interpret variable CBM data while identifying an overall trend and assess whether intervention adequacy is sufficient when performance falls below target.","Interpreting CBM data variability within context of overall trend slope: determining intervention adequacy when trendline falls below aimline"
"PQ_DBD-08_11","This is a Recall item because it asks for the purpose of early literacy CBMs (NWF, LNF, PSF) for first graders, and the answer depends on accurate retrieval of these instruments' intended use rather than scenario analysis.","Recognition of early literacy CBM purpose: monitoring foundational skill development and identifying students needing intervention support"
"PQ_DBD-08_12","This is a Recall item because it asks about the relationship between Standard Error of Measurement and CBM precision, and the answer depends on accurate retrieval of this psychometric principle rather than applying it to data.","Understanding Standard Error of Measurement relationship to CBM reliability: lower SEM indicates greater measurement precision and score accuracy"
"PQ_DBD-08_13","This is an Application item because the student must interpret a declining ORF trend across time points and determine the appropriate response action to address this concerning performance pattern.","Interpreting downward-trending CBM data: recognizing concerning performance pattern requiring prompt investigation and intervention modification"
"PQ_DBD-08_14","This is a Recall item because it asks for an advantage of standard-protocol RTI, and the answer depends on accurate retrieval of this RTI framework component rather than applying it to a specific school context.","Recognition of standard-protocol RTI advantage: standardized intervention implementation enabling objective response-to-intervention comparison"
"PQ_DBD-08_15","This is a Recall item because it asks what high variability in CBM data points around a trendline indicates, and the answer depends on accurate retrieval of data-interpretation principles rather than applying them to a scenario.","Interpretation of normal CBM data variability: distinguishing measurement fluctuation from trend direction as the primary decision factor"
"PQ_DBD-08_16","This is an Application item because the student must calculate slope from multiple CBM data points, then mathematically project forward to determine whether a year-end goal is achievable.","Calculation of CBM slope from baseline and multiple data points, then projection to determine whether goal achievement is feasible"
"PQ_DBD-08_17","This is a Recall item because it asks for the appropriate monitoring frequency for intensive intervention in RTI, and the answer depends on accurate retrieval of standard practice rather than applying frequency to a specific case.","Recognition of appropriate progress-monitoring frequency for intensive intervention: weekly or biweekly measurement enabling timely response detection"
"PQ_DBD-08_18","This is a Recall item because it asks how to interpret a discrepancy pattern between ORF (average) and Maze (low), and the answer depends on accurate retrieval of reading-profile interpretation principles.","Interpretation of CBM profile showing adequate fluency but comprehension deficit: identifying specific skill weakness for targeted intervention"
"PQ_DBD-08_19","This is a Recall item because it asks about the purpose of a decision rule for CBM-based intervention modification, and the answer depends on accurate retrieval of data-use principles rather than applying the rule to a case.","Recognition of objective decision rules in CBM: establishing data-based triggers for timely intervention adjustment and preventing delay"
"PQ_DBD-08_20","This is a Recall item because it asks how to interpret CBM benchmarks (25th percentile) for tier 2 identification, and the answer depends on accurate retrieval of benchmark purpose rather than applying benchmarks to student data.","Understanding CBM benchmarks as research-derived reference points guiding but not dictating identification decisions in RTI frameworks"
"item_028","This is a Recall item because it asks for the purpose of curriculum-based measurements, and the answer depends on accurate retrieval of CBM's fundamental definition and use rather than scenario interpretation.","Foundational understanding of CBM purpose: tracking student progress in basic academic skill areas through frequent local measurement"
"item_102","This is a Recall item because it asks what CBM enables teachers to do, and the answer depends on accurate retrieval of CBM's primary function in monitoring and adjustment rather than applying it to a specific scenario.","Recognition of CBM primary capability: continuous progress monitoring and dynamic goal adjustment based on ongoing measurement"
"item_142","This is a Recall item because it asks for the primary difference between CBA and CBM, and the answer depends on accurate retrieval of these assessment-terminology definitions rather than applying either approach to a case.","Distinction between CBA as broad assessment program and CBM as specific frequent-measurement tool within CBA frameworks"
"item_143","This is an Application item because the student must discriminate among realistic assessment examples and identify which scenario best exemplifies CBM characteristics including curriculum-based materials and local-norm comparison.","Recognition of CBM exemplar: identifying measurement procedure using curriculum materials, short duration, and local-performance comparison"
