"UNIQUEID","complexity_rationale","construct_actually_tested"
"PQ_DBD-09_1","This is a Recall item because it asks for specific definition and retrieval of Bronfenbrenner's microsystem concept as a theoretical framework component without requiring scenario analysis.","Bronfenbrenner microsystem definition: immediate child environments including family, school, and peer groups"
"PQ_DBD-09_2","This is an Application item because the student must interpret classroom assessment data about differential on-task behavior by instructional format and select the most evidence-based inference about environmental causation.","Environmental influences on student behavior through instructional format variables and classroom context factors"
"PQ_DBD-09_3","This is a Recall item because it requires accurate retrieval and definition of instructional match and its relationship to student readiness and Vygotsky's developmental learning zones.","Instructional match concept: alignment between teaching methods and student's zone of proximal development abilities"
"PQ_DBD-09_4","This is a Recall item because it asks for identification and retrieval of known ecological factors contributing to achievement problems within the ecological systems framework.","Ecological achievement difficulty factors: curricular mismatch, instruction quality, peer influences, and environmental conditions"
"PQ_DBD-09_5","This is a Recall item because it requires accurate retrieval of the setting event concept definition and its role as an antecedent behavioral influence in behavior analysis.","Setting event definition: antecedent conditions that increase likelihood of specific classroom behavior responses"
"PQ_DBD-09_6","This is a Recall item because it asks for definition and retrieval of how positive teacher-student relationships function as protective factors in child development and learning.","Teacher-student relationship protective factor mechanisms: emotional security and academic engagement support processes"
"PQ_DBD-09_7","This is a Recall item because it requires accurate retrieval of multiple specific components that should be systematically observed during comprehensive ecological classroom assessment procedures.","Ecological classroom assessment components: student behavior, peer dynamics, instruction quality, environment, pace, management"
"PQ_DBD-09_8","This is a Recall item because it asks for the rationale for including socioeconomic factors in comprehensive evaluation and understanding their effects on student learning outcomes.","Socioeconomic factor assessment importance: resource availability, home stress, and school-home discontinuity influences"
"PQ_DBD-09_9","This is a Recall item because it requires accurate retrieval of culturally responsive assessment definition and systematic identification of cultural factors to examine in student assessments.","Cultural responsiveness in assessment: examining student background, values, communication styles, and culture-school alignment"
"PQ_DBD-09_10","This is a Recall item because it requires accurate retrieval and recognition of specific concrete environmental modification intervention examples addressing important ecological classroom behavior factors.","Environmental modification intervention examples: noise reduction, proximity changes, task difficulty adjustments for classroom"
"PQ_DBD-09_11","This is a Recall item because it requires identification and retrieval of specific ecological antecedents contributing to student transition difficulties based on ecological systems theory.","Transition difficulty ecological factors: warning time, clarity of expectations, routine consistency, teacher stress effects"
"PQ_DBD-09_12","This is a Recall item because it requires accurate retrieval of specific assessment approaches and strategies for examining peer influences on student behavior within frameworks.","Peer influence assessment methods: observation of interactions, reinforcement patterns, peer status, and behavioral influence"
"PQ_DBD-09_13","This is a Recall item because it requires accurate definition and retrieval of exosystem as representing indirect influences in Bronfenbrenner's comprehensive ecological systems theory framework.","Exosystem definition: indirect influences from distal contexts the student does not directly inhabit but affecting family"
"PQ_DBD-09_14","This is a Recall item because it requires accurate identification and retrieval of macrosystem components including societal values, laws, and cultural norms affecting educational systems.","Macrosystem assessment: broader societal values, laws, economic systems, and cultural norms affecting educational policies"
"PQ_DBD-09_15","This is a Recall item because it asks for the specific rationale of comprehensive ecological assessment to identify contextual explanations for student difficulties rather than pathology.","Comprehensive ecological assessment role in reducing misidentification by identifying contextual factors rather than pathology"
"PQ_DBD-09_16","This is a Recall item because it requires accurate recognition and retrieval of specific antecedent conditions typically affecting student behavior in school classroom learning environments.","Antecedent conditions in school settings: instructional demands, timing, noise, adult proximity, and peer composition"
"PQ_DBD-09_17","This is a Recall item because it asks for identification and definition of instructional mismatch as an ecological problem when curriculum demands exceed student abilities.","Instructional mismatch definition: curriculum demands exceeding student ability level causing behavioral and academic problems"
"PQ_DBD-09_18","This is a Recall item because it requires accurate recognition and retrieval of specific home-school discontinuity examples involving significant cultural, linguistic, and contextual misalignment patterns.","Home-school discontinuity definition: cultural, linguistic, or expectation differences between home and school environments"
"PQ_DBD-09_19","This is a Recall item because it asks for accurate retrieval of specific observational assessment methods and approaches for evaluating teacher-student relationship quality and effects.","Teacher-student relationship quality assessment: observational methods evaluating warmth, responsiveness, and support interactions"
"PQ_DBD-09_20","This is a Recall item because it requires accurate identification and retrieval of comprehensive ecological interventions addressing multiple ecological system components and broader educational influences.","Comprehensive ecological intervention combining student, classroom environment, instruction, peer dynamics, and relationship modifications"
"item_222","This is an Application item because the student must interpret a school-wide social-emotional learning implementation scenario and select the appropriate specific CASEL competency to emphasize.","Social awareness competency in CASEL SEL model: perspective-taking, empathy, and understanding diverse student experiences"
"item_240","This is a Recall item because it requires accurate identification and retrieval of the four specific core components defining comprehensive ecological assessment in school psychology models.","Problem-solving ecological assessment four components: instruction, curriculum, environment, and student learning characteristics"
