"UNIQUEID","complexity_rationale","construct_actually_tested"
"PQ_DBD-10_1","This is a Recall item because it asks for specific categories of records essential to RIOT assessment, requiring accurate knowledge retrieval about documentation standards rather than case interpretation.","Essential cumulative file and school records components required in RIOT evaluation framework"
"PQ_DBD-10_2","This is an Application item because the student must interpret longitudinal achievement patterns across multiple contexts to draw inferences about whether performance changes are student-related or environmentally driven.","Interpretation of persistent achievement patterns across educational contexts to distinguish stable individual factors"
"PQ_DBD-10_3","This is a Recall item because it asks for standard practice regarding the use of prior evaluation results, requiring knowledge of assessment protocols rather than scenario-based decision analysis.","Appropriate use of prior evaluation data to inform hypothesis development and minimize redundant assessment"
"PQ_DBD-10_4","This is a Recall item because it asks for a definitional distinction between two record types, requiring straightforward retrieval of documentation categories rather than applied interpretation.","Distinction between cumulative school records and medical records in student evaluation documentation"
"PQ_DBD-10_5","This is an Application item because the student must analyze how chronic absenteeism potentially relates to achievement and behavior concerns, requiring interpretation of causal relationships in a student scenario.","Analysis of chronic absence impact on instructional continuity, academic achievement, and behavioral engagement"
"PQ_DBD-10_6","This is a Recall item because it asks for the standard interpretation of escalating office referrals, requiring knowledge of behavioral assessment indicators rather than complex case analysis.","Recognition that increasing office referrals indicate need for comprehensive functional behavior assessment and intervention"
"PQ_DBD-10_7","This is a Recall item because it asks for essential developmental history content, requiring knowledge of standard intake information rather than applied interpretation of developmental trajectories.","Essential developmental history components including milestones, early intervention, and familial disability patterns"
"PQ_DBD-10_8","This is an Application item because the student must synthesize longitudinal teacher observations across multiple grades and classrooms to recognize persistent reading difficulty as a stable individual concern warranting evaluation.","Recognition of persistent reading difficulty across grades and teachers as indicator requiring comprehensive evaluation"
"PQ_DBD-10_9","This is a Recall item because it asks for standard knowledge about cultural-linguistic factors in evaluation, requiring factual understanding of how background influences assessment interpretation.","Importance of cultural and linguistic background in interpreting evaluation findings and student performance discrepancies"
"PQ_DBD-10_10","This is an Application item because the student must interpret early intervention history to understand its implications for current school-based evaluation and subsequent eligibility determination decisions.","Use of early intervention service history as indicator of persistent developmental concerns and current evaluation needs"
"PQ_DBD-10_11","This is an Application item because the student must analyze a discrepancy between prior and current achievement scores to generate plausible explanations for performance decline.","Interpretation of achievement score discrepancy between prior and current testing as indicator of performance decline or environmental change"
"PQ_DBD-10_12","This is a Recall item because it asks for standard knowledge about the relationship between untreated hearing loss and speech-language development and academic achievement outcomes.","Recognition that untreated hearing loss directly affects speech development, language acquisition, and auditory processing"
"PQ_DBD-10_13","This is an Application item because the student must recognize that testing a bilingual student in a stronger language when English proficiency is the concern compromises validity.","Recognition that assessing English ability in second language invalidates results and misrepresents true English proficiency"
"PQ_DBD-10_14","This is an Application item because the student must interpret the pattern of improvement during intervention and relapse after discontinuation as evidence of genuine learning difficulty.","Interpretation of performance improvement during intervention and relapse after withdrawal as indicator of genuine learning disability"
"PQ_DBD-10_15","This is an Application item because the student must recognize that repeated evaluation without intervention implementation represents a significant gap in special education service delivery process.","Recognition that repeated assessment without subsequent intervention implementation represents incomplete special education process"
"PQ_DBD-10_16","This is a Recall item because it asks for standard knowledge about family history significance, requiring straightforward understanding of genetic predisposition without complex case analysis.","Family history of learning disabilities and ADHD as relevant but non-deterministic indicator of potential genetic factors"
"PQ_DBD-10_17","This is an Application item because the student must analyze the impact of frequent school changes and mobility disruption on educational continuity and student achievement consistency.","Analysis of frequent school changes as disruption to instructional continuity, creating achievement gaps and social adjustment challenges"
"PQ_DBD-10_18","This is an Application item because the student must decide how to handle conflicting information sources by investigating discrepancies and integrating multiple data sources professionally.","Integration of conflicting records, parent, and teacher data through verification and contextual analysis for comprehensive understanding"
"PQ_DBD-10_19","This is an Application item because the student must infer that successful accommodations in prior IEP should inform current intervention planning and subsequent accommodation decisions.","Use of prior effective accommodations as blueprint for continuing supportive interventions in current IEP planning"
"PQ_DBD-10_20","This is a Recall item because it asks for the standard purpose of pre-testing records review, requiring knowledge of assessment sequencing and hypothesis development procedures.","Primary value of comprehensive pre-testing records review to generate assessment hypotheses guiding cognitive and diagnostic evaluation"
