"UNIQUEID","complexity_rationale","construct_actually_tested"
"PQ_ACA-07_1","This is a Recall item because the stem directly asks which language development milestone is demonstrated, requiring the student to retrieve the definition of single-word utterances from factual knowledge.","Recognition of single-word utterance production with semantic meaning as language development milestone"
"PQ_ACA-07_2","This is a Recall item because the stem asks for a direct definition of the relationship between two constructs without requiring interpretation of a specific scenario or student data.","Hierarchical relationship where phonological awareness is broader construct encompassing phonemic awareness as subset"
"PQ_ACA-07_3","This is an Application item because the stem presents a student reading profile scenario where the student must apply the Simple View of Reading framework to interpret the pattern of strengths and weaknesses.","Application of Simple View of Reading framework to identify the limiting factor in reading performance from presented cognitive profile data"
"PQ_ACA-07_4","This is a Recall item because the stem directly asks which component should be assessed first for dyslexia, requiring retrieval of established assessment sequence from evidence-based dyslexia screening protocols.","Recommended sequential assessment prioritizing phonemic awareness and phonics evaluation in dyslexia screening"
"PQ_ACA-07_5","This is an Application item because the stem describes a specific instructional scenario using systematic phonics and requires the student to classify the approach within literacy frameworks.","Classification of systematic, explicit phonics instruction approach as structured literacy grounded in alphabetic principle"
"PQ_ACA-07_6","This is an Application item because the stem presents a case of a fluent but non-comprehending reader and requires matching this profile to the most appropriate intervention target.","Selection of comprehension-focused intervention for students demonstrating accurate decoding and fluency without reading comprehension"
"PQ_ACA-07_7","This is a Recall item because the stem asks for a direct definition of Tier 2 vocabulary characteristics without requiring application to a specific instructional scenario or student case.","Definition of Tier 2 vocabulary as high-frequency academic words appearing across content areas requiring explicit instruction"
"PQ_ACA-07_8","This is an Application item because the stem presents specific student errors in phoneme discrimination across modalities and requires identification of the affected literacy component.","Identification of phonemic awareness and phonics as the component affected by phoneme discrimination confusion in auditory and written contexts"
"PQ_ACA-07_9","This is a Recall item because the stem asks which program uses Orton-Gillingham approach, requiring students to retrieve factual knowledge of specific reading programs and their theoretical bases.","Identification of Wilson Reading System as evidence-based structured literacy program implementing Orton-Gillingham multisensory approach"
"PQ_ACA-07_10","This is an Application item because the stem presents a student profile with multiple strengths and weaknesses alongside cognitive data, requiring synthesis to identify the primary explaining factor.","Analysis of how weak working memory constrains listening comprehension despite adequate decoding, vocabulary, and phonemic awareness"
"PQ_ACA-07_11","This is an Application item because the stem asks which aspect of reading development is most critical for morphological awareness, requiring application of knowledge about word structure across different literacy domains.","Connection of morphological awareness to vocabulary expansion and fluency with multisyllabic words in reading development"
"PQ_ACA-07_12","This is an Application item because the stem presents a preschool scenario with specific concerns and requires identification of the most appropriate initial assessment action based on professional guidelines.","Selection of comprehensive language screening as initial assessment step before making placement or diagnostic decisions about language development"
"PQ_ACA-07_13","This is a Recall item because the stem asks for a direct statement of the relationship between oral language and reading readiness without requiring interpretation of specific student data or scenarios.","Foundational relationship between oral language development and subsequent reading acquisition success in early literacy"
"PQ_ACA-07_14","This is an Application item because the stem describes specific student skills and requires the student to classify these skills within the literacy component taxonomy correctly.","Classification of rhyming, initial sound identification, and syllable counting skills as phonological awareness component of literacy"
"PQ_ACA-07_15","This is an Application item because the stem describes a specific instructional sequence and requires identification of the literacy framework that best characterizes this approach.","Recognition of structured, sequential, explicit phonics instruction as reflecting structured literacy framework emphasizing systematic decoding"
"PQ_ACA-07_16","This is an Application item because the stem presents a specific reading profile and requires interpretation using the Simple View of Reading to characterize the pattern.","Application of Simple View of Reading to interpret accurate decoding with weak comprehension as strength in decoding with language comprehension deficit"
"PQ_ACA-07_17","This is a Recall item because the stem asks for a direct definition of pragmatic language skills without requiring application to specific literacy scenarios or student cases.","Pragmatic language understanding of social language rules and conventions distinct from decoding or comprehension"
"PQ_ACA-07_18","This is a Recall item because the stem directly asks what Tier 2 interventions represent in MTSS, requiring retrieval of the established definition of this framework level.","Definition of Tier 2 as targeted small-group intervention level for students not responding adequately to universal Tier 1 instruction"
"PQ_ACA-07_19","This is an Application item because the stem presents a student profile with specific strengths and gaps and requires prioritization of the most foundational skill to target next.","Prioritization of letter recognition and print concepts as foundational skill preceding phonemic awareness and phonics instruction"
"PQ_ACA-07_20","This is an Application item because the stem presents a specific comprehension difficulty pattern and requires identification of the language component most likely responsible for the deficit.","Identification of syntactic awareness and semantic processing as component responsible for difficulty with complex sentence structures and inference"
"item_002","This is a Recall item because the stem asks for a direct fact about Noam Chomsky's psychologic idea, requiring retrieval of historical knowledge without scenario interpretation.","Recognition of Chomsky's theory of innate human predisposition for language acquisition and development"
"item_097","This is a Recall item because the stem directly asks what type of problem aphasia is associated with, requiring retrieval of the definition of aphasia as a speech-language disturbance.","Definition of aphasia as speech-language disturbance associated with neurological damage to language areas"
"item_099","This is an Application item because the stem describes specific instructional recommendations and requires the student to identify which reading skill dimension these recommendations are designed to improve.","Recognition that explicit reasoning description and outcome prediction strategies target reading comprehension improvement"
"item_182","This is an Application item because the stem presents a specific student example of grammatical errors and requires classification of the language domain based on the error pattern described.","Identification of word order error as syntax problem rather than semantic, phonologic, or phonemic awareness difficulty"
