UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_LEG-03_19","Conflation of school obligation to provide accommodations with student obligation to accept them misunderstands shared responsibility in Section 504.","consent-confidentiality-confusion","Distractor A asserts mandatory enforcement; distractor B claims declining accommodations nullifies the plan entirely. Teach the protocol: School MUST ensure student and family understand the accommodation, its purpose, and benefit (e.g., extended time helps you show what you know). Document student preference in writing. If student refuses, document that refusal—it does not eliminate the school's obligation to offer. Use a real script: ''We have to offer this; you get to choose whether to use it. But understand what it does first.'' Follow up periodically."
"PQ_LEG-03_2","Misconception that both frameworks provide identical services obscures the core distinction: IDEA mandates specialized instruction; 504 mandates accommodations only.","treatment-assessment-confusion","Distractors A and D misstate the relationship. Students choosing these wrongly believe Section 504 and IDEA are interchangeable. Teach with a real case: Student with diabetes qualifies for 504 (not IDEA). What does 504 provide? Bathroom passes, snack breaks, medical supplies, testing accommodations. What does it NOT provide? Specialized reading instruction, speech therapy, counseling. IDEA students get both accommodations AND specialized services funded federally. Create a two-column comparison chart students must apply to case scenarios."
"PQ_LEG-03_20","Belief that Section 504 is fundamentally limited or restricted underestimates its scope and breadth compared to IDEA.","scope-undergeneralization","Distractor C wrongly asserts 504 is stricter and applies only to physical disabilities—a major misread. Distractor A falsely limits 504 to anti-discrimination in hiring. Clarify the statutory scope: Section 504 applies to ANY disability (physical, mental, sensory, psychiatric, medical) that substantially limits a major life activity. It is BROADER than IDEA because IDEA requires educational impact; 504 only requires substantial limitation. Have students list conditions: diabetes, anxiety, cancer history, arthritis—all potentially 504-eligible regardless of classroom performance."
"PQ_LEG-03_3","Assumption that temporary conditions are excluded from ADA protection contradicts the ADAAA's explicit extension to episodic and transient impairments.","developmental-stage-mismatch","Distractor C wrongly asserts temporary conditions are excluded; distractor A asserts any allergy qualifies automatically. Teach the ADAAA amendment (2008): A condition need not be permanent to count as a disability. Seasonal allergies affecting concentration in spring substantially limit learning during that period—that is enough. Use episodic examples: migraines, anxiety flare-ups, asthma attacks. Have students analyze: Does it substantially limit a major life activity, even periodically? If yes, Section 504 applies."
"PQ_LEG-03_4","Confusion about evaluation scope: relying on diagnosis alone instead of assessing functional limitations in major life activities misses the core eligibility test.","component-confusion","Distractors A and C both fail the functional-impact lens. Students choosing these wrongly believe IQ/achievement or diagnosis alone determine eligibility. Teach the evaluation mandate: ADHD is the condition; evaluation must ask: ''How does ADHD limit THIS student's ability to learn, listen, process, complete work, or attend to instructions?'' If minimal impact, not 504-eligible. If substantial impact, eligible. Require written functional assessment before plan development."
"PQ_LEG-03_5","Misunderstanding of governance structure assumes unilateral authority by a single role when Section 504 requires collaborative team development.","role-confusion","Distractors A, B, and D each name a single responsible party, wrongly limiting input. Teach the team model: 504 coordinator (facilitator) + parent + relevant staff (classroom teacher, special educator, school nurse, counselor as needed) + sometimes the student. No one person owns it. When students choose A, B, or D, ask: ''Who is missing? Who knows the student best? Who can implement the accommodations?'' Use a sample 504 meeting agenda showing all voices."
"PQ_LEG-03_6","Belief that accommodations confer unfair advantage conflates equity (removing barriers) with equality (identical treatment) in fundamental ways.","purpose-confusion","Distractor A falsely asserts 504 plans do not require accommodations or that accommodations are inherently unfair. Teach the equity principle: Accommodations do not give 504 students an edge; they level the field so the disability does not block knowledge demonstration. Use an analogy: curb cuts benefit wheelchair users AND parents with strollers. Extended time benefits students with processing disorders AND helps anyone who benefits from less time pressure. Reframe teacher objections: This is NOT favoritism; it is equal access."
"PQ_LEG-03_7","Misinterpretation of ADA coverage of students in remission conflates active illness with the history-of-disability prong.","prerequisite-skipping","Distractors A, C, and D misread the ''record of'' prong. Teach: A student with a history of cancer that substantially limited major life activities (even if now in remission) is still protected under ADA's ''record of'' prong. Current treatment or recurrence is NOT required; past substantial limitation is sufficient. Use a timeline: cancer diagnosis → substantial limitation of physical activities → remission → still protected. Have students distinguish: actively ill vs. in remission vs. genetic risk (latter is not covered)."
"PQ_LEG-03_8","Belief that Section 504 discipline procedures are either identical to IDEA or nonexistent misses the narrower but still meaningful protections.","tier-level-confusion","Distractors A and C overstate or understate 504's role in discipline. Teach the middle ground: Section 504 requires notice and opportunity to be heard before disciplinary action—less robust than IDEA's manifestation determination, but still significant. A 3-day suspension warrants explanation to the parent, who can challenge it if they believe it violates the 504 plan. Have students draft a discipline notification letter meeting Section 504 requirements."
"PQ_LEG-03_9","Confusion about the ''regarded as'' prong of ADA Amendments assumes prior diagnosis or current belief is equivalent to record-of disability status.","norm-criterion-confusion","Distractors B, C, and D misidentify what ''regarded as'' means. Teach: ''Regarded as'' applies when an employer (or school) discriminates based on a perceived disability, whether the person actually has it or not. Distractor A (misdiagnosed but now known to have no disability) exemplifies this: the school acted on false belief of disability, possibly causing discrimination. Use a contrast: History of real disability (B) ≠ ''regarded as''; informal teacher observation (C) ≠ official ''regarded as''; genetic risk (D) ≠ ''regarded as''."
