UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_PSY-03_1","Students reverse the sequence of problem-solving stages by attempting action before diagnostic work is complete.","sequence-inversion","Distractors A and D both skip the problem identification phase. Distractor A places implementation first, reflecting a rush-to-solution bias; distractor D skips identification entirely, suggesting students conflate analysis with diagnosis. Teach students to anchor on the diagnostic foundation: identification precedes analysis, which precedes action."
"PQ_PSY-03_10","When selecting criteria for RTI eligibility, students mistakenly apply ability-achievement comparison logic from outdated discrepancy models.","model-conflation","Distractor A mirrors traditional LD identification (IQ-achievement gap), revealing student confusion between IDEA evaluation and RTI screening. Distractor C conflates behavior ratings with RTI criteria, and distractor D suggests test confirmation thinking. Explicitly contrast: dual discrepancy = benchmark + intervention response, not IQ + achievement."
"PQ_PSY-03_11","Students believe intervention duration matters more than response data, defaulting to persistence rather than problem-solving iteration.","prerequisite-skipping","Distractor A (continue indefinitely) ignores the step of analyzing why the intervention failed. Distractor C (discontinue immediately) swings to the opposite extreme, bypassing analysis altogether. Model the decision rule: no improvement after 8 weeks → stop, analyze, adjust—not repeat or abandon."
"PQ_PSY-03_12","Interpreting the term EXCEPT misleads students into selecting any eligible criterion rather than the one outside the scope.","eligibility-criteria-confusion","Distractors A, C, and D are all legitimate RTI adequacy checks; B (eligibility category) is correctly identified as outside the scope. Students often miss this because they conflate identification (what disability?) with adequacy (was the intervention sound?). Teach: RTI doesn't determine category; it determines readiness for special education evaluation."
"PQ_PSY-03_13","Students arbitrarily constrain team membership by excluding stakeholders they perceive as non-essential, underestimating the comprehensiveness required.","role-confusion","Distractor A omits admin and special ed, suggesting a minimalist interpretation of team composition. Distractor C narrows focus to diagnosis alone, and distractor D grants unilateral authority to the principal. Emphasize the collaborative mandate: problem-solving teams require classroom teacher + specialist + parent + admin—all voices for a complete analysis."
"PQ_PSY-03_14","Students conflate UDL's goal of accessibility with either homogenization or special-case tailoring, missing its universal prevention function.","scope-overgeneralization","Distractor A reduces UDL to uniform instruction (one-size-fits-all), contradicting its premise. Distractor C misinterprets UDL as a substitute for special ed, and distractor D reserves it only for advanced students. Clarify: UDL removes barriers for ALL learners upfront via representation, expression, and engagement—preventing rather than treating deficits."
"PQ_PSY-03_15","Interpreting non-achievement of benchmarks as automatic failure, students discount improvement trends as insufficient evidence of intervention effectiveness.","causation-correlation","Distractor A jumps to special ed referral despite clear progress, overreading the absence of mastery. Distractor B (move to Tier 3) misinterprets progress as inadequacy. Distractor D abandons intervention prematurely, treating consistency as indifference. Teach: positive trend + steady improvement = continue Tier 2, even if the destination hasn't been reached."
"PQ_PSY-03_16","Students privilege a single data stream (test scores, teacher opinion, professional impression) as sufficient guidance, dismissing the integration requirement.","indirect-direct-confusion","Distractor A elevates standardized tests alone; distractor B relies on teacher judgment; distractor D substitutes clinical impression for data. None integrate multiple sources. Show students that decision-making requires triangulation: benchmark + progress-monitoring + classroom performance, each correcting blind spots in the others."
"PQ_PSY-03_17","When identifying a foundational skill gap, students increase intensity or escalate tiers rather than realigning intervention content to address the root cause.","treatment-assessment-confusion","Distractor A (intensify without changing) assumes effort is the bottleneck, not curriculum fit. Distractor C skips problem analysis and jumps to Tier 3, and distractor D abandons the MTSS process without modification. Guide: foundational gap discovery → reframe the intervention target, not the tier level."
"PQ_PSY-03_18","Students mistake Tier 2 for a formal diagnosis or eligibility mechanism, conflating intervention and evaluation functions.","validity-reliability-confusion","Distractors C and D both frame Tier 2 as diagnostic (assessment/diagnosis of disability), when Tier 2 is instructional support for non-responders. Distractor A suggests comprehensive evaluation is appropriate next, skipping the intervention step. Isolate: Tier 2 = targeted intervention for inadequate Tier 1 response; diagnosis comes later, after evidence of inadequate Tier 2 response."
