UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"item_069","Student moved directly to intervention without first conducting FBA, assuming behavior maintenance variables are obvious and do not require formal functional analysis.","prerequisite-skipping","Emphasize FBA-first logic. Before ANY intervention, you must have: identified antecedents (what triggers?), identified consequences (what maintains?), and hypothesized function (escape, attention, sensory, tangible?). Model a think-aloud: 'I see disruptive behavior. But I don't yet know WHY. FBA tells me the function. Then I can build an intervention that addresses the actual motivation.'"
"item_070","Student treated frequency of informal assessment as the distinguishing feature, overlooking that standardized assessments' defining characteristic is norm-referenced statistical comparison frameworks.","label-retrieval","Anchor the definition. Standardized = normed group + statistical comparison; informal/authentic = sample of actual student work/curriculum. The distinction is NOT formality level or data type. Teach: 'A standardized behavior rating scale is formal AND standardized. A curriculum-based writing sample is informal BUT can measure what matters. The key difference is NORMS, not authenticity.'"
"item_096","Student believed two standardized tests alone meet best practice, neglecting that formal AND informal methods together create multimethod strength, which standardized tests alone cannot provide.","scope-undergeneralization","Defend BOTH-AND. Standardized tests are necessary (norms, validity data) but insufficient. Informal methods (observation, interview, work samples) anchor assessment in authentic context. Show a case: IQ 115 + reading test SS 95 = ability-achievement discrepancy. But NO classroom observation, NO reading sample from curriculum = incomplete understanding. Teach students to ask: 'What does THIS test tell me, and what does it MISS?'"
"item_100","Student selected observer bias as the broader category containing halo effect, missing the specific mechanism where one favorable impression (good grooming, polite humor) contaminates all subsequent inferences.","norm-criterion-confusion","Teach taxonomy. Halo effect is a SUBTYPE of observer bias. Use an example: 'This student is well-groomed and polite → Psych thinks 'This is a smart, capable kid' → Psych overscores every cognitive item → Halo.' Show a contrast: observer bias could also include fatigue, rush, or test administration inconsistency (broader umbrella). Halo is the specific positive-impression overflow."
"item_118","Student matched 'running record' with interval or event recording on the basis of 'recording' language, missing that running record is the narrative qualitative method.","sequence-inversion","Create a three-column table: Recording method | Output | Purpose. Running record | narrative notes | contextual sequence. Event recording | tally | frequency. Interval recording | checkmarks in intervals | time percentage. Continuous practice saying: 'Running record = story of what happened, when, and why. Not a count.'"
"item_127","Student selected latency (time to behavior onset) despite the scenario emphasizing uncertainty about off-task boundaries and time constraints, indicating misunderstanding of when latency recording is practical.","purpose-confusion","Teach latency utility. Latency records ONLY 'how long until behavior starts?' It's useful for skills like 'time to respond to request' but terrible for ambiguous behavioral states like 'off-task' (when does it start? when does it stop?). Interval time sampling is best here because it samples pre-set time chunks ('Is student on-task during this interval?') without needing clear behavior boundaries."
"item_129","Student assumed structured interviews permit adequate follow-up while maintaining validity, overlooking the flexibility advantage of semi-structured approaches that allow probing within consistent domains.","model-conflation","Reframe the trade-off: structured = questions identical, limited follow-up, high consistency, but low flexibility. Semi-structured = core inquiry areas consistent, follow-ups adapt, high consistency AND flexibility. Show: a structured interview asks 'Is the student organized?' to every teacher identically. A semi-structured interview asks about organization but probes differently based on response. Teach: 'Semi-structured gives you the best of both worlds.'"
"item_131","Student confused level (current performance height) with trend (directional change over time), treating static performance magnitude as if it represented growth trajectory.","component-confusion","Graph this explicitly. Show a horizontal flat line = low level, NO trend. Show an upward slope = increasing trend. Show a downward slope = declining trend. Students must practice reading 3-point graphs and saying: 'Level: [actual score range]. Trend: [is it going up, down, or flat?]' Drill: 'If a student's scores are 70, 72, 75 across three data points, the LEVEL is 70s, and the TREND is IMPROVING.'"
"item_133","Student recommended intensifying effort without modifying instructional supports despite stagnant performance (30% correct, oscillating 2-3-2 score), missing that lack of response demands instructional adjustment, not motivational push.","treatment-assessment-confusion","Teach RTI decision rules. IF student is not improving after good instruction THEN modify instruction (add prompts, model, feedback) or adjust pace/intensity. 30% correct + flat 2-3-2 = NOT RESPONDING. Response requires INSTRUCTIONAL CHANGE (option B), not increased effort or whole-system overhaul. Diagram the hierarchy: tweak first (better prompts), THEN change intervention if tweaking fails."
"item_135","Student restricted comprehensive evaluation to standardized formal tests, overlooking that legal and best-practice standards mandate MULTIPLE sources including informal data to understand student functioning holistically.","scope-overgeneralization","Anchor IDEA language: 'Multiple sources of information' = both formal AND informal. This is not negotiable. Standardized tests alone cannot capture classroom environment, adaptive behavior, social-emotional function, or response to intervention. Teach a checklist: cognitive test (formal), achievement (formal), behavior rating (formal), observation (informal), interview (informal), work samples (informal). Each plays a role."
