UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_ACA-02_1","Students most commonly blur the definitional boundary between accommodations and modifications, attributing modification properties to accommodations — either treating standard alteration as the defining feature (option A) or choosing partial truths that omit the critical 'standard unchanged' criterion (option C). The dominant error is model-conflation: students cannot consistently distinguish which framework applies because they lack a clear internal rule for which element — the access method or the standard itself — must stay constant.","model-conflation","A student who selects option A has the most significant gap: they have inverted the definition, assigning modification properties to accommodations. A student who selects option C understands access language but misses the standard-preservation criterion. Teaching move: use a two-column sorting exercise — 'What changes? / What stays the same?' — for a list of 8–10 accommodation and modification examples, and require the student to articulate the rule: 'Accommodations change HOW; modifications change WHAT.' The key anchoring question is: 'After this support, is the student still held to the same grade-level standard?'"
"PQ_ACA-02_10","Across all three wrong answers, students classify supports by their beneficial effect rather than by whether the content standard changes, defaulting to 'it helps, therefore it is an accommodation' (option A). The more serious distractor error — labeling curriculum reduction as assistive technology (option C) — reveals an undifferentiated vocabulary across support categories that compounds when students encounter IDEA eligibility and placement decisions.","scope-overgeneralization","Students choosing option A are applying accommodation as a catch-all label for any supportive change — the remediation is establishing a decision tree: 'Does the content expectation decrease? If yes, it is a modification.' Students choosing option C need explicit AT-vs.-accommodation vocabulary instruction; assistive technology is a device or service that increases, maintains, or improves functional capability, not a curriculum change. Students choosing option D require clarification that modification does not equal a placement decision; reducing curriculum expectations does not move a student out of the general education setting."
"PQ_ACA-02_11","The three wrong-answer options all substitute a blanket quantity rule — same for all, maximize, or minimize — for the individualized analysis IDEA requires, revealing that students understand accommodations exist but do not connect accommodation design to the student's specific documented barriers and IEP goals. The diagnostic error is applying a policy shortcut, treating accommodation volume as the key variable rather than the alignment between an identified barrier and a selected support.","overgeneralization","Students who choose option A have likely memorized that special education exists but have not internalized the individualization mandate. Students choosing options C or D are applying quantity heuristics — 'more is better' or 'less promotes independence' — neither of which is grounded in IDEA. Teaching move: require the student to draft an accommodation rationale using this structure: '[Student] has [barrier] that prevents [access to standard]; this accommodation removes that barrier by [mechanism].' Any accommodation that cannot be justified this way is not appropriately individualized."
"PQ_ACA-02_12","All three wrong answers avoid the data-driven inquiry step: option A maintains the accommodation uncritically, option C withdraws it reactively, and option D escalates it — none of which involves asking why the over-reliance is occurring or what data suggests a different approach. The dominant error is treating accommodations as static, fixed interventions rather than as hypotheses to be evaluated when outcome data signals a mismatch between the support and the student's current needs.","purpose-confusion","Students choosing option A are operating from a 'set it and forget it' accommodation philosophy that misses the IEP review mandate. Students choosing option C have overcorrected — they see over-reliance as evidence the accommodation should be removed rather than as a data signal requiring investigation. Option D is the highest-stakes error: applying RTI intensification logic to an accommodation context where a qualitatively different approach is needed. Teaching move: review the accommodation-evaluation cycle in IEP meetings and present a scenario where data shows an accommodation is not producing progress — ask students to identify the first appropriate step."
"PQ_ACA-02_13","Students constrain FAPE with false limiting conditions — uniform implementation (option A), cost minimization (option C), or academic-only scope (option D) — treating it as an equality principle, a budget tool, or a narrow academic mandate rather than an individualized guarantee of comprehensive, meaningful educational access. The dominant error is scope-undergeneralization: students understand FAPE as a legal requirement but dramatically underestimate what it requires schools to provide.","scope-undergeneralization","Option A errors signal that students conflate FAPE with equal treatment, a fundamental legal misreading — FAPE requires individually appropriate programming, not the same programming for all. Option C is particularly dangerous in practice: a student holding this belief could rationalize inadequate IEP services on cost grounds, which is not a permissible FAPE defense. Option D means the student does not know that FAPE covers behavioral supports, related services, and social-emotional programming in addition to academic areas. Teaching move: present three IEP cases across academic, behavioral, and transition domains and ask whether FAPE is satisfied in each, to reinforce its comprehensive, individualized scope."
"PQ_ACA-02_14","Students fail to perform the two-standard analysis this question requires — distinguishing the reading level standard (changed by lower-level texts) from the content-understanding standard (preserved when materials cover the same historical topic). Instead, they apply binary labels — accommodation (option A) or harmful modification (options C and D) — revealing that categorical thinking is blocking the nuanced analysis that IDEA modification decisions demand.","component-confusion","Students who choose option A conflate accommodation with modification — the remediation is clarifying that any change to the level of expectation or content, including a reading-level adjustment, constitutes a modification. Students choosing option C hold a dangerous misconception that curricular modifications trigger LRE violations; this must be explicitly corrected, because it would lead practitioners to avoid appropriate modifications out of misplaced legal concern. Students choosing option D have an anti-modification bias; teach that modifications are appropriate when a student cannot meaningfully access or demonstrate learning with grade-level materials even with accommodations in place."
"PQ_ACA-02_15","The most common wrong reasoning reframes testing accommodations as direct test-content alteration — selecting option A on the premise that an accommodation should ease the test — when accommodations change the testing condition (indirect support), not the content or standard (direct alteration). The secondary error pattern (option D) reveals a procedural gap about who holds authority over testing accommodation decisions in special education.","indirect-direct-confusion","Students who choose option A are treating testing accommodations as a shortcut to easier tests — the key corrective is the comparability question: 'If two students answer the same questions under different conditions, are their scores comparing the same construct?' Accommodations say yes; difficulty-reducing modifications say no. Students who choose option D should review IEP team structure: accommodation decisions require team consensus and parental consent and cannot be made unilaterally by any single professional. No Phase A data was available for option C; if it is chosen frequently, it may reflect a misconception that accommodations are matched to disability category rather than individually determined."
"PQ_ACA-02_16","Wrong answers cluster around two failure modes — passive exclusion from participation (option A) and either forced participation (option C) or segregated placement (option D) — reflecting a binary 'exempt or force' framing rather than the access-reengineering principle that drives accommodation design. The dominant error is role-confusion: students assign the accommodation the wrong role in participation contexts, treating it as an all-or-nothing switch rather than a pathway redesign that preserves the academic expectation.","role-confusion","Students who choose option A misunderstand accommodation as an excuse from the thing the student finds hard rather than as a removal of the disability-based barrier while preserving the academic expectation. Students who choose option C are applying a speech-remediation rationale in an accommodation context — forcing participation to improve speech — which conflates speech therapy goals with classroom accommodation design. Option D represents an LRE misconception; students with speech disabilities are not categorically placed with similar students; the IEP team determines the least restrictive appropriate environment individually for each student."
"PQ_ACA-02_17","Students invert the defining temporal property of scaffolding — treating it as permanent and enduring like a formal accommodation (option A) rather than as support deliberately designed to fade as the student gains competence. Option D compounds this by incorrectly attributing standard-changing properties to scaffolding, treating it as curriculum modification rather than as instructional support that maintains the same content standard while temporarily lowering the threshold of unsupported access.","sequence-inversion","Students who choose option A have collapsed scaffolding into the accommodations category — both are supports, but their duration and design intent differ fundamentally: scaffolding aims to become unnecessary as competence grows, while accommodations address a persistent barrier tied to disability. Remediation: contrast the two using a fading-over-time diagram showing scaffolding supports decreasing as mastery increases, versus accommodations remaining constant because the underlying barrier does not resolve. Students who choose option D have a significant gap — if they believe scaffolding changes the content standard, they cannot distinguish it from modification; address this by reviewing the zone of proximal development and how scaffolding maintains the target standard while temporarily providing additional access structure."
"PQ_ACA-02_18","Students fail to recognize movement breaks as a neurologically grounded accommodation for attention and arousal regulation, instead assigning them inappropriate demographic or contextual limits — only for young children (option C) or not appropriate for classrooms (option D) — or misidentifying them as academic avoidance (option A). The dominant error is developmental-stage mismatch: students apply an early-childhood framing to an accommodation that serves ADHD-related attention regulation across the full school-age range.","developmental-stage-mismatch","Students choosing option A misread the accommodation's mechanism — movement breaks reduce arousal dysregulation, enabling the student to return to academic tasks with improved attentional capacity; they are not excusals from work. Students choosing option C are applying a developmental stereotype that movement belongs only in early childhood classrooms; counteract this with secondary-level case examples of movement-break accommodations for students with ADHD. Students choosing option D lack knowledge of sensory-motor accommodations as a recognized classroom strategy; review the research connecting physical movement, executive function, and arousal regulation in school-age students with ADHD to establish the empirical basis for this accommodation."
