UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_DBD-08_19","Misconstrues an objective CBM decision rule (e.g., 'modify if 3 consecutive below-aimline points') as either a stalling tactic, a complete replacement for judgment, or an excuse to stop graphing.","indirect-direct-confusion","Distractor A frames the three-point rule as delay strategy when it standardizes prompt intervention shifts. Teach: decision rules are *communication protocols* that accelerate team action, not roadblocks. Distractor C claims the rule eliminates judgment; clarify: rules + judgment work together. Distractor D implies the rule halts ongoing collection; reinforce: continue graphing after adopting decision cut-points."
"PQ_DBD-08_2","Calculates slope correctly but then judges progress adequacy before quantifying whether the weekly rise matches the required aimline slope, treating raw growth as self-evidently sufficient.","prerequisite-skipping","Distractor A estimates trajectory without extracting the numerical slope (0.5 WCPM/week) and aimline target. Teach: always compute slope, then compare to aimline rise before concluding. Distractor C centers implementation fidelity instead of first checking slope-to-aimline math. Correct order: 1) slope calculation, 2) aimline comparison, then 3) fidelity review. Distractor D stacks accurate slope language onto optional commentary; make trend-versus-aimline the mandatory first check."
"PQ_DBD-08_20","Treats the twenty-fifth percentile benchmark as an absolute national universal gate, a substitute for further assessment, or a predictor of special ed eligibility, instead of a local research-derived reference point.","norm-criterion-confusion","Distractor A reframes the 25th percentile as immutable rather than locally validated. Teach: benchmarks are starting hypotheses, not mandates; contextualize within local norms. Distractor C assumes the benchmark predicts or eliminates special ed evaluation; clarify that screening informs tiering, not eligibility. Distractor D uses a risk cut score as destiny; avoid predetermined SLD labels from one benchmark."
"PQ_DBD-08_3","Equates aimline with either the starting baseline score, the observed student trend, a class median, instead of the required weekly growth rate connecting baseline to year-end goal.","role-confusion","Distractor A confuses baseline (where student started) with aimline (the slope from start to goal). Teach the distinction: baseline = anchor point; aimline = required weekly rise. Distractor B defines aimline as live observed slope instead of the needed trajectory; reinforce: aimline is prescriptive, not descriptive. Distractor D imports class-wide medians when aimline is always individual. Emphasize: (Goal−Baseline) / (Weeks) = aimline slope."
"PQ_DBD-08_4","Permits 1 WCPM/week growth to suffice for a 120 WCPM goal without projecting the series to year-end, or recommends stopping probes despite ongoing below-aimline performance, or pivots to probe swaps to dodge intensification.","causation-correlation","Distractor A declares 1 WCPM/week adequate without doing endpoint math to a 120 target; walk through: 60 + (1 * remaining weeks) falls far short. Distractor C stops CBM after some gains even though slope trails aimline; emphasize ongoing monitoring until trend crosses aimline or escalation is triggered. Distractor D proposes measurement swaps to avoid intervention intensification; correct: modify instruction first, measure later."
"PQ_DBD-08_5","Overstates CBM's coverage breadth, prioritizes long-term prediction to standardized tests over weekly adjustment feedback, or reverses the comparison by claiming annual snapshots beat frequent probes for mid-course MTSS navigation.","scope-undergeneralization","Distractor A credits CBM with covering all domains when probes focus on discrete, high-priority skills. Clarify: CBM is narrow by design (ORF, Maze, math facts). Distractor C chases distal prediction to state tests instead of the immediate decision cycle; refocus: weekly CBM data → weekly team meetings → weekly instruction tweaks. Distractor D claims standardized batteries steer MTSS better; emphasize why annual tests cannot guide biweekly intervention moves."
"PQ_DBD-08_6","Assigns Maze performance to decoding speed, sight-word memory, or phoneme manipulation instead of recognizing it as a measure of silent-reading comprehension fluency under timed conditions.","component-confusion","Distractor A attributes Maze to decoding automaticity; clarify: Maze requires maintaining passage meaning while selecting from multiple-choice options. Distractor B reduces Maze to sight-word recall when it demands coherent understanding across deleted vocabulary; emphasize meaning-integration, not lexicon lookup. Distractor D links Maze to phoneme skills; reserve PSF probes for phonology; Maze lives in the comprehension lane."
"PQ_DBD-08_7","Scores math CBM as either accuracy-only percentage, speed-only fluency, or difficulty ratings instead of fusing both speed and accuracy into the digits-correct-per-minute metric.","treatment-assessment-confusion","Distractor A calculates percent correct instead of digits-per-minute; teach: both speed and accuracy count in a single fluency score. Distractor C isolates accuracy from rate, losing the fluency construct; refocus: speed without accuracy is recklessness; accuracy without speed misses fluency. Distractor D treats difficulty ratings as outcomes; redirect to counting correct digits within the timed window."
"PQ_DBD-08_8","Confuses CBM's screener purpose—flagging risk to mobilize support—with removing students from general education, replacing comprehensive evaluation, or locking permanent tracking.","eligibility-criteria-confusion","Distractor A imagines screening exists to exclude from general education; clarify: flags trigger *addition* of Tier 2/3 support *within* general education. Distractor C expects screening to eliminate the need for comprehensive evaluation; reinforce statutory duty to conduct full batteries for eligible students. Distractor D treats benchmark results as permanent ability labels; emphasize reversible tier transitions tied to ongoing CBM."
"PQ_DBD-08_9","Conflates dual discrepancy's two required elements—universal-screening performance and intervention-response evidence—by mixing in standardized tests, one-way growth measures, or behavioral contrasts instead of academic screening + response data.","consent-confidentiality-confusion","Distractor A merges screener status with cognitive-achievement discrepancy (IQ gap) unrelated to dual discrepancy. Clarify: dual discrepancy = universal screening result + intervention response slope. Distractor B frames it as only pre-versus-post intervention without the screener anchor; reinforce: both legs required. Distractor D substitutes behavior-report-versus-observation contrasts; insist: dual discrepancy stays academic (screening + response growth)."
