UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_ETH-02_19","Students believe school psychologists are exempt from mandatory reporting, fundamentally misunderstanding their legal status as mandated reporters.","eligibility-criteria-confusion","Distractor A claims school psychologists don't have mandatory reporter status. Correct: they are mandated reporters in all 50 states. Teach statutory framework: failure to report = criminal liability (prosecution), civil liability (victim lawsuit), professional license loss, and board discipline. All four penalties apply simultaneously. No exception for 'I was unsure if it was abuse'—threshold is reasonable suspicion."
"PQ_ETH-02_2","Students equate standard of care with perfect performance, conflating aspirational excellence with the legal baseline of reasonable competence.","tier-level-confusion","Distractor A demands perfection. Teach: standard of care = what a reasonably trained peer would do, not flawless practice. Example: you made a calculation error in score interpretation, but your assessment approach was sound—likely not negligent. You ignored published cutoffs for a disability determination—likely negligent. The difference is reasonableness, not perfection."
"PQ_ETH-02_20","Students prioritize privacy protection or minimization over the ethical obligation to disclose and correct errors, confusing harm reduction with transparency.","consent-confidentiality-confusion","Distractor A (hide error) reverses the duty. Teach: once an error is discovered, transparency is mandatory. Hiding creates liability amplification: initial error + cover-up + loss of trust. Action: disclose to supervisor immediately, coordinate with family, document what happened and what you're doing to fix it. Transparency reduces liability."
"PQ_ETH-02_3","Students fail to recognize the dual purpose of documentation: it is both a therapeutic record AND a legal defense artifact.","purpose-confusion","Distractor C treats notes as personal memory aids only. Teach: case notes are the only evidence you have that decisions were made thoughtfully and based on data. In a lawsuit, notes ARE the psychologist's defense. Example: note says 'reviewed achievement data, considered cultural context, recommended accommodations'—shows due diligence. No notes—looks like guesswork."
"PQ_ETH-02_4","Students assign all liability to the person with direct action, missing the supervisory vicarious liability that flows from inadequate oversight.","indirect-direct-confusion","Distractor A (only trainee) misses supervisor's duty; B (only supervisor) overstates it. Teach: both are liable proportionally. Supervisor is liable for: choosing the trainee, assigning the task, providing (or failing to provide) training, and monitoring the work. Trainee is liable for their specific error. Liability is distributed, not zero-sum."
"PQ_ETH-02_5","Students confuse supervision model types, selecting 'discrimination model' because assessment is mentioned or 'standard model' for baseline approaches.","label-retrieval","Distractors A (discrimination model), C (competence-based model), D (standard model) are real models but misapplied. Teach: developmental model = Stoltenberg's framework where support/challenge ratio shifts as supervisee grows. Discrimination model = assess different domains separately. Each serves different supervisory purpose. Memorize: developmental = stages, challenge/support match."
"PQ_ETH-02_6","Students assume credentialing (degree or license) automatically transfers to all assessment tasks, sidestepping the need for competence verification before delegation.","prerequisite-skipping","Distractor A treats degree as universal competence ticket. Teach: competence is task-specific. You may have a master's degree in school psychology but no training on Assessment Tool X. Before delegating: (1) review supervisee's training record, (2) ask what they've done, (3) observe them, (4) provide guided practice. Degree alone is insufficient."
"PQ_ETH-02_7","Students minimize triennial reevaluation delays as procedural oversights without legal teeth, missing IDEA's statutory timeline and standard of care violation.","validity-reliability-confusion","Distractor A treats it as administrative; D calls it normal practice. Teach: IDEA mandates timely reevaluations. Missing the 3-year window is a procedural violation (parents can sue), a standard of care breach (malpractice), and grounds for license discipline. It's not bureaucracy—it's law. Build a calendar system to prevent this error."
"PQ_ETH-02_8","Students assume recommendation + documentation = liability protection, missing the distinction between appropriate recommendation and legal consequence of non-implementation.","treatment-assessment-confusion","Distractor A assumes worsening = liability (wrong); C assumes documentation = protection (incomplete). Teach: you're liable only if recommendation was negligently made. If recommendation was sound and reasonable, you're not liable when it's not implemented by others. Document thoroughly, but know the limits of your duty."
"PQ_ETH-02_9","Students choose extreme responses (termination, blame) or avoidance (ignore), missing the structured, restorative supervisory duty: address, understand, minimize harm, adjust, document.","developmental-stage-mismatch","Distractors A (immediate termination) and C (ignore it) both fail to support growth. Teach: supervision is developmental. When error occurs: (1) talk to supervisee about what happened and why, (2) assess harm and mitigate, (3) adjust supervision intensity or training, (4) document incident, (5) monitor for pattern. Termination is last resort, not reflex."
