UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_ACA-08_1","Students conflate inhibitory control with long-term memory encoding, treating attention and recall capacity as the core ADHD mechanism instead of response inhibition and self-regulation.","model-conflation","Clarify that Barkley's model centers on a student's ability to regulate responses and delay gratification, not on storing information. Distractor A targets memory encoding—use this to revisit why encoding accuracy does not explain ADHD behaviors like impulsivity and poor self-regulation."
"PQ_ACA-08_10","Students overgeneralize processing speed as the defining feature of cool versus hot EF, missing the emotional and motivational load that distinguishes hot EF contexts.","overgeneralization","Anchor to concrete examples: cool EF = sorting cards (emotion-free lab task), hot EF = resisting candy in the presence of a reward (emotion-laden). Emphasize that processing speed is independent of whether a task involves emotional stakes."
"PQ_ACA-08_11","Students reject the hot/cool model as explanatory and assume laboratory EF tests themselves are invalid, rather than recognizing that lab measures assess cool EF while classroom behavior reveals hot EF gaps.","validity-reliability-confusion","Walk through the logic: lab tests = valid measures of cool EF; classroom behavior = valid measure of hot EF application. Distractor A jumps to test invalidity—use it to show why task performance differences point to construct separation, not measurement error."
"PQ_ACA-08_12","Students misidentify the developmental trajectory of preschool EF growth, conflating long-term memory capacity or processing speed with inhibitory control, which shows the most rapid gains ages 3–5.","component-confusion","Use age-typical examples: 3-year-olds burst out in class; 5-year-olds wait longer for turns. This reflects inhibitory control gains, not memory or speed. Distractor A (memory) and C (processing speed) are developmentally plausible but wrong—clarify why inhibitory control specifically accelerates."
"PQ_ACA-08_13","Students interpret external supports (reminders, checklists) as remediation that trains the underlying deficit, rather than recognizing them as compensation mechanisms that bypass the deficit.","treatment-assessment-confusion","Define compensation vs. remediation sharply: compensation lets a student bypass the problem (external aid works forever); remediation fixes the underlying ability (less dependency over time). Distractor A misses this boundary—use it to reinforce that visual schedules do not build working memory, they replace it."
"PQ_ACA-08_14","Students attribute EF vulnerability to sleep deprivation to long-term memory rather than to inhibitory control and emotional regulation, confusing the systems sleep supports.","label-retrieval","Show research: sleep deprivation weakens impulse control (calling out, aggression) and emotional stability (irritability, mood swings). Long-term memory (encoding facts, retaining knowledge) is more robust to acute sleep loss. Distractor A—memory encoding—is commonly chosen; clarify why behavior problems are the hallmark."
"PQ_ACA-08_15","Students recommend planning and organizational instruction when the stem specifies response inhibition deficits, overgeneralizing EF remediation across all components instead of matching intervention to the specific impairment.","scope-overgeneralization","Match intervention to the named deficit: response inhibition → impulse-control tactics (self-talk, wait signals); planning deficits → task breakdown. Distractor A is a valid EF intervention but targets the wrong component—use it to practice differential diagnosis and intervention selection."
"PQ_ACA-08_16","Students confuse brain regions, associating EF with memory-focused structures (hippocampus) or emotion centers (amygdala) rather than the prefrontal cortex as the primary executive control hub.","role-confusion","Create a simple brain map: prefrontal cortex = 'boss' of impulse control, planning, and self-monitoring; hippocampus = filing cabinet for memory; amygdala = alarm system for emotions. Emphasize the prefrontal cortex is under construction until early adulthood, explaining why EF improves so much during development."
"PQ_ACA-08_17","Students diagnose intellectual disability as the root cause when independent failure occurs, overlooking that guided success + independent failure is the hallmark of working memory deficit, not global reasoning impairment.","prerequisite-skipping","Highlight the diagnostic pattern: *can* do steps when guided (reasoning intact) but *cannot* do steps without support (working memory insufficient to hold the sequence). Distractor A (intellectual disability) would affect both guided and independent—use this contrast to refine the differential."
"PQ_ACA-08_18","Students truncate EF development to early elementary, believing adult-level capacity is reached by age 8–9, and do not recognize the protracted trajectory into the 20s, especially for impulse control and judgment.","developmental-stage-mismatch","Explain the neuroscience: prefrontal cortex does not fully mature until the mid-20s. Adolescent risk-taking and impulsivity are not emotional problems but reflect ongoing brain development. Distractor A incorrectly cites age 8–9—use it to underscore why a 16-year-old can have typical EF struggles."
