"UNIQUEID","dominant_error_pattern","error_cluster_tag","instructional_red_flags"
"PQ_DBD-10_1","Student conflated a recent report card with comprehensive historical documentation, missing that RIOT records review requires developmental, medical, intervention, and attendance history across multiple years and sources.","scope-undergeneralization","When the student selects 'only current report card,' pause and teach: 'A RIOT evaluation needs the full developmental story—from early childhood through now. Show them a cumulative file and identify: birth/health history, prior evaluations, intervention timelines, and discipline patterns. Ask: Which of these would explain what's happening NOW?' This prevents overgeneralization to 'records don't matter' and establishes records as hypothesis generators, not just grade reporters."
"PQ_DBD-10_10","Student believed early intervention history is disconnected from school-age concerns, not recognizing that preschool service receipt establishes chronicity of a developmental concern that should shape current evaluation focus.","prerequisite-skipping","When the student dismisses early intervention history as 'not relevant,' stop and teach: 'Early intervention shows us this concern didn't start in kindergarten—it started years earlier and has NOT resolved. That tells us what questions to ask NOW in comprehensive evaluation.' Use a concrete example: 'If a student had speech services ages 2–3 and now has reading struggles in grade 3, what domain should we look at first?' This anchors early history as a roadmap, not background noise."
"PQ_DBD-10_11","Student attributed a significant achievement score drop to test invalidity rather than investigating the multifactorial explanations (environmental change, disengagement, health factors) that characterize meaningful performance decline.","label-retrieval","When the student chooses 'test is invalid,' ask: 'If this test were invalid, what specific pattern would we see? (partial, scattered low scores, inconsistent responding). Instead, we see a DROP from a prior baseline—which is different.' Teach the diagnostic sequence: (1) confirm the decline is real by looking at prior score validity; (2) generate hypotheses—family stress? Medical issue? Less support at home?—then test them. This moves from labeling to systematic differential diagnosis."
"PQ_DBD-10_12","Student treated hearing loss as a separate medical fact unrelated to academic and speech concerns, missing the direct biological pathway from peripheral loss to phonological processing and language-dependent learning deficits.","indirect-direct-confusion","When the student separates 'untreated hearing loss' from 'speech and reading concerns,' make the causal pathway explicit: Show an audiogram → point to the inner ear → explain 'sound signals are degraded before they reach the brain, so the child never gets clear phonological information. That means: delayed speech, weak phonemic awareness, harder decoding.' Then ask: 'So why does fixing the hearing help reading?' This transforms a medical-education boundary into a transparent etiology chain."
"PQ_DBD-10_13","Student believed assessing English ability in a non-English language produces valid results for English proficiency, treating the language of administration as irrelevant to what is actually being measured.","validity-reliability-confusion","When the student says 'testing in the stronger language is fine,' push back: 'If we test reading in Spanish and the student gets 90%, what does that tell us about their English reading ability? (Nothing.) That's a construct validity problem.' Teach the rule: 'We measure the ability that matters for school in the language of school. Language choice is part of the measurement, not separate from it.' Then role-play: How would you defend this choice to a parent or team?"
"PQ_DBD-10_14","Student inferred that brief improvement after intervention withdrawal proves the learning difficulty was not genuine, conflating temporary intervention-dependent gains with evidence of skill mastery.","model-conflation","When the student concludes 'disability isn't real' from improve-then-regress data, stop and teach: 'Improvement WITH intervention, then regression WITHOUT it, is actually the hallmark of a real learning disability—not proof it's fake. It means: the student CAN learn when we intensify instruction, BUT can't maintain gains independently.' Show the cycle: Intensive support → improvement → stop support → decline. Ask: 'What does that pattern tell us about what this student STILL needs?' This reframes the evidence as requiring continued support, not doubting diagnosis."
"PQ_DBD-10_15","Student believed identifying student strengths and documenting needs through assessment is sufficient, not recognizing that IDEA requires assessment findings to directly drive actionable intervention and placement.","purpose-confusion","When the student says 'assessment alone helps the student,' ask: 'Does identifying a reading disability on a test help the student learn to read better? (No.) What helps them is the INTERVENTION that comes after.' Teach the evaluation-to-intervention link as non-negotiable: Assessments diagnose → diagnosis drives IEP goals → goals shape intervention. If Step 3 doesn't happen, the assessment fails the student. Then review a real case: Prior evaluations found X, but no services were implemented—why is that a problem?"
"PQ_DBD-10_16","Student recognized family history as genetic information but failed to translate the pattern into specific assessment priorities, missing that ADHD and dyslexia heritability should narrow which domains are assessed first.","role-confusion","When the student says 'family history is just background,' teach specificity: 'Parent has ADHD → we prioritize executive function and attention tasks. Uncle has dyslexia → we emphasize phonological processing and decoding. Family history is a clinical compass, not just trivia.' Then model: 'Let's say the student's current concern is 'bad at math.' Parent with ADHD suggests we check: Is it working memory? Attention? Or actual arithmetic disability?' This transforms family history from passive context into active assessment planning."
"PQ_DBD-10_17","Student believed frequent school mobility is only relevant during crisis intervention, not recognizing that attendance across five different schools creates cumulative instructional gaps that can mimic learning disability profiles and must be ruled out first.","scope-overgeneralization","When the student dismisses mobility as 'not directly relevant,' make the instructional gap explicit: 'Five schools = five different curricula, five different pacing guides, five transitions during instruction. Track where the gaps are: Which skills were never taught? Which were taught but interrupted? Which were missed due to transition chaos?' Use a curriculum map to show: 'Maybe long division was never covered in school 3, and the student fell behind.' This anchors mobility as a primary hypothesis, not secondary context."
"PQ_DBD-10_18","Student resolved conflicting data by deferring to one source (records, recency bias, or initial assumption) rather than systematically investigating which source is accurate and why the discrepancy exists.","validity-reliability-confusion","When the student chooses 'ignore records' or 'trust current reports,' teach the investigation sequence: (1) Which source is most recent and based on best data? (2) Has the student's actual functioning changed or are we measuring differently? (3) Which source used which method? (4) What would explain the difference?' Then model: 'Teacher says 'anxious in class,' parent says 'confident at home,' records show inconsistent patterns. What are three hypotheses for this pattern?' This builds systematic triangulation instead of source hierarchy."
