UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"item_023","Student collapsed operant behavioral consequence principles with CBT's cognitive restructuring focus, misidentifying the foundational CBT mechanism as consequence-driven.","model-conflation","State the foundational difference: CBT = short-term, goal-directed THINKING and BEHAVIOR change. Operant ABA = consequences shape behavior. Use side-by-side treatment plans (CBT uses thought records; ABA uses reinforcement schedules) to show the contrast."
"item_030","Student selected a psychodynamic or supportive alternative over CBT's evidence-based modeling and rehearsal components for generalized social inhibition.","treatment-assessment-confusion","Show efficacy data: CBT modeling + behavioral rehearsal has the strongest outcome research for school-based social anxiety. Contrast with person-centered (supportive but weaker for anxiety). Model one assertiveness rehearsal so student sees the directive, active skill-building."
"item_058","Student misunderstood the outcome indicator (behavior INCREASED), applying the label 'punishment' rather than recognizing that stimulus removal followed by behavior increase = negative reinforcement functionally.","norm-criterion-confusion","Teach function-over-form: Regardless of whether removing recess 'feels punitive,' if misbehavior INCREASES, it IS reinforcement (negatively reinforcing). Use decision tree: behavior increase? → YES = reinforcement (positive or negative); behavior decrease? → YES = punishment. Have student sort 5 cases."
"item_061","Student jumped to administrator escalation, skipping the consultative coaching step in which positive reinforcement is introduced to balance punishment-only approaches.","role-confusion","Map the consultation sequence: (1) Coach teacher on positive reinforcement additions, (2) Help refine plan, (3) Monitor and review, (4) Escalate only if teacher resists after good-faith collaboration. Model the opening: 'The method is working short-term; let's strengthen it with positive reinforcement.'"
"item_106","Student attributed self-esteem and growth-oriented framing to psychodynamic unconscious-drive models, conflating depth psychology with humanistic self-actualization.","purpose-confusion","Clarify theory triplets: Psychodynamic = unconscious drives. Humanistic = self-actualization and phenomenal experience. Behavioral = reinforcement. This case emphasizes subjective perception and growth (humanistic markers). Use Rogers and Maslow quotes vs Freud for contrast."
"item_155","Student selected a non-standard therapy label that sounds plausible, indicating lexical confusion rather than recognition of empirically established school modalities.","consent-confidentiality-confusion","Teach the 'Big Three' school therapies: CBT (robust RCT evidence, widely adopted), REBT (older, less used now), humanistic (less school-focused). Show outcome study graphs favoring CBT. Have student match therapy names to definitions weekly."
"item_156","Student narrowed Skinner's operant framework to rewards only, missing the broader principle that ALL consequences (reinforcing and punishing) shape future behavior frequency.","scope-undergeneralization","Expand the statement: Skinner's behavior is shaped by CONSEQUENCES (plural), which include rewards AND punishments AND removal of aversives. Show 5 classroom examples spanning all consequence types. Use the phrase 'immediate consequences' repeatedly to tie to the core principle."
"item_158","Student misidentified CBT as the framework for discrete trials and task analysis in autism instruction, overlooking the hallmark ABA features of structural precision and trial-based learning.","indirect-direct-confusion","Show ABA autism-treatment hallmarks: task analysis + discrete trials + massed repetition + immediate reinforcement. These are NOT CBT. CBT would use thought records or cognitive rehearsal. Draw a Venn diagram showing where ABA and CBT overlap (not here)."
"item_159","Student assumed early-stage skill building skips response-cost consequences, misplacing punitive techniques before acquisition support is established.","sequence-inversion","Teach the acquisition-to-maintenance sequence: (1) Prompts + positive reinforcement (build the skill), (2) Fade prompts, maintain reinforcement, (3) Thin reinforcement schedule, (4) Later: consider response cost if needed. Response cost is a LATE-stage tool. Have student order 6 intervention steps."
"item_178","Student labeled the contingency generically as positive reinforcement, missing the specific behavior-probability relation (preferred activities reinforce non-preferred tasks) that defines Premack.","prerequisite-skipping","Teach the Premack principle explicitly: Use high-probability behavior (computer time) to reinforce low-probability behavior (math completion). Show the formula: 'Do X (less likely) → get Y (more likely).' Contrast with generic reinforcement. Practice identifying Premack contingencies in 5 case examples."
