UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_MBH-02_19","Prematurely terminates counseling at first sign of progress on one domain, misunderstanding that multimodal treatment addresses multiple presenting problems sequentially or in parallel.","sequence-inversion","Distractor A suggests stopping after mood progress, but the student still has peer relationship needs. Teach the multimodal principle: depression (individual CBT) + loneliness (social skills group) = comprehensive treatment. Ask: 'If a student improved reading but still struggles with math, would you stop tutoring?' (No.) Same logic applies here."
"PQ_MBH-02_2","Prioritizes cognitive restructuring of negative thoughts before behavioral activation, reversing the evidence-based sequencing in childhood depression where activity engagement builds momentum for later cognitive work.","tier-level-confusion","Distractor A puts cognition first. Explain why: depressed children lack motivation, so asking them to 'challenge negative thoughts' first hits a wall. Behavioral activation (re-engage in activities, small wins) increases serotonin and motivation, making later cognitive work possible. Show the sequence: activate → feel small win → then think more flexibly. Use Case: Maya (depressed, withdrawn). First: schedule walk with friend. Then: discuss her thought 'No one wants to hang out.'"
"PQ_MBH-02_20","Applies absolute dismissals (school counseling never works, all students benefit identically, medication always superior) instead of evidence-based conditional statements that account for approach selection, individual differences, and multimodal integration.","overgeneralization","Distractors A, C, D all use absolutes. Teach: research shows school counseling is effective for specific concerns WITH evidence-based practices. Ask: 'Does every student with anxiety benefit from group CBT?' (No—depends on severity, presentation, readiness for group.) 'Is medication always better?' (No—often combined with therapy.) Reframe: 'Which student + which evidence-based approach + in what modality = success?'"
"PQ_MBH-02_3","Conflates SFBT's future-focused exception-finding stance with past-focused problem exploration, misunderstanding that SFBT explicitly minimizes history investigation in favor of solution construction.","model-conflation","Distractor B emphasizes problem history and root cause analysis—the opposite of SFBT. Create a dialogue contrast: Problem-focused counselor asks 'When did this start? What caused it?'; SFBT counselor asks 'Tell me about a time it went better. What was different?' Have students practice the SFBT stance: exceptions, strengths, scaling. Then explain: Why skip history? Because solutions don't depend on how long a problem existed."
"PQ_MBH-02_4","Misattributes the 'miracle question' to CBT or psychodynamic therapy, failing to recognize it as a signature SFBT technique for constructing preferred futures and solution envisioning.","label-retrieval","Distractors A and C are common misattributions. Create a matrix: CBT uses thought records; SFBT uses miracle question; psychodynamic uses free association. Ask: 'What does the miracle question do?' (Shifts focus from present problem to imagined future state, revealing values and goals.) Then show how this is fundamentally future-focused, not past-focused (psychodynamic) or thought-focused (CBT)."
"PQ_MBH-02_5","Conflates graduated systematic desensitization with ungraded intensive flooding, misunderstanding that support, gradual pacing, and relaxation pairing are the defining features that distinguish desensitization from flooding.","scope-undergeneralization","Distractor B says flooding. Teach: Desensitization = 30 min + 45 min + ongoing gentle increase + school psychologist support + relaxation pairing. Flooding = 3 hours of intense exposure, no support, triggers panic. Ask: 'If we flooded this student with full-day return to school, what would happen?' (Likely school refusal worsens or trauma.) Why gradual? Because small successes build self-efficacy and neural rewiring of fear."
"PQ_MBH-02_6","Incorrectly assumes acute safety crises (suicidal ideation) and active trauma benefit from group modality, misunderstanding that acute and complex presentations require individual assessment and stabilization first.","prerequisite-skipping","Distractor A places suicidal ideation in group. Teach the decision tree: (1) Is there acute safety risk? → Individual, immediately. (2) Is trauma active (flashbacks, triggers)? → Individual first, stabilize, then consider group. (3) Is the student stable and wanting peer connection? → Group appropriate. Use case: 14-year-old with suicidal plan cannot process in group; needs 1:1 safety planning first."
"PQ_MBH-02_7","Suppresses grief expression or demands premature closure, misunderstanding that healthy grief integration requires validation, extended emotional engagement, and active counselor support across time.","developmental-stage-mismatch","Distractors A and B suggest avoiding or minimizing grief. Explain: Grief suppression creates complicated grief, depression, somatic symptoms. Healthy grief = expression + validation + integration (understanding the person's lasting role in the student's life) + time. Ask: 'What does 'integrate a loss' mean?' (Not forgetting, but accepting and moving forward.) Have students plan a 6-session grief group: session 1 express, 2 support, 3 meaning, 4 rituals, 5 ongoing connection, 6 moving forward."
"PQ_MBH-02_8","Confuses comprehensive psychoeducation or unscaffolded peer interaction with structured skill instruction and guided practice, missing that effective social skills groups require modeling, coaching, and gradual withdrawal of support.","component-confusion","Distractor D suggests intense unstructured peer interaction without scaffolding—the opposite of teaching. Teach: Social skills instruction = (1) Model the skill (counselor shows), (2) Coach in small group (scaffolded practice), (3) Peer feedback, (4) Real-world assignment, (5) Debrief. Ask: 'If we throw students together and say 'connect,' what happens?' (Anxiety, awkwardness, failure.) Why model first? Because they need to see the skill in action before they try it."
"PQ_MBH-02_9","Conflates cognitive (thought examination) with behavioral (activity engagement) or relaxation-based anxiety reduction, misunderstanding that thought records specifically target the cognitive component through evidence evaluation and restructuring.","scope-overgeneralization","Distractors A, B, D each represent separate CBT modules (behavioral, exposure, relaxation) but the question targets cognition. Teach the CBT triangle: thoughts → feelings → behaviors. Thought records live in the 'thoughts' vertex. Ask: 'If a student is anxious because they think 'Everyone will judge me,' which tool directly challenges that thought?' (Thought record—gather evidence for/against.) Not activity scheduling (that's behavioral), not breathing (that's relaxation). Create a case: socially anxious student's thought record on paper, walk through evidence-gathering."
