UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_ACA-04_19","Zone of proximal development is misread as either requiring no support (independent-only learning) or requiring permanent support (no reduction), missing the critical gradual reduction as competence grows.","scope-overgeneralization","Flag students who believe ZPD means 'always help' or 'never help.' Use a concrete progression: I do (all support) → We do (fading) → You do (independent). Show data: support that lingers prevents independence; support that vanishes too quickly creates failure."
"PQ_ACA-04_2","The 'I do' phase is conflated with assessment or guided practice, placing formative evaluation or collaborative work into the teacher-modeling slot.","sequence-inversion","Listen for students who think checking mastery fits within the initial modeling phase. Use a timeline graphic: Teach (model) → Guided (monitor) → Independent (assess). Model a think-aloud for a fraction problem; clarify you are NOT checking their understanding yet."
"PQ_ACA-04_20","Evidence-based planning is abandoned for teacher preference or one-size-fits-all delivery, bypassing assessment and fidelity monitoring steps that define the process.","treatment-assessment-confusion","Identify students who rationalize uniform instruction by claiming 'it worked for my class before.' Require them to cite data: pre/post scores, disaggregated by readiness level. Show that 'seemed effective' often masks students struggling silently."
"PQ_ACA-04_3","Scaffolding is literalized as physical structures or conflated with broad strategy selection, rather than understood as graduated reduction of support based on demonstrated competence.","label-retrieval","Notice students drawn to option about 'graphic organizers' or 'modeling.' Distinguish: graphic organizers are TOOLS for scaffolding, not scaffolding itself. Scaffolding = 'I help more, then less, then not at all.' Provide a video of a math task with visibly fading support."
"PQ_ACA-04_4","Differentiation is narrowed to simplification for struggling students, missing that it involves tailoring content, process, AND product to readiness, interest, and learning profile.","component-confusion","Watch for students who think differentiation means 'easier worksheets for low kids.' Show a high-complexity task scaffolded at different entry points: all learners doing novel problem-solving, but at different levels. Emphasize: challenge level, not topic, differs."
"PQ_ACA-04_5","Formative assessment's purpose is displaced onto grading or sorting, missing its real function: rapid feedback loops to adjust teaching in real time.","purpose-confusion","Detect when students choose 'assign grades' or 'group students permanently.' Show the cycle: quick check (exit ticket) → analysis (which kids didn't get it?) → immediate reteach (next 10 minutes). Contrast with summative (unit test = one grade, no mid-course correction)."
"PQ_ACA-04_6","Think-pair-share is misjudged as teacher-centered or passive, or as a method that benefits only high performers, missing that structured peer dialogue activates all learners equally.","indirect-direct-confusion","Identify students who see the 'pair' phase as passive listening. Have them run a think-pair-share on a real question; video it and analyze: did quieter students speak? Did the structure protect thinking time? Show data from research: participation rate increases for non-volunteers."
"PQ_ACA-04_7","Direct Instruction is conflated with minimal structure or independent discovery, when it is defined precisely by explicit sequencing, high response rates, and immediate corrective feedback.","model-conflation","Listen for students who claim DI 'lets students discover.' Clarify: DI = curriculum sequenced by designers, frequent checks (every 1–2 min), errors corrected at the moment. Play a 2-min DI video segment; count response opportunities and feedback loops."
"PQ_ACA-04_8","Bloom's taxonomy is misapplied by treating recall questions as higher-order thinking, missing that only evaluation, synthesis, and novel problem-solving qualify as higher-order cognitive work.","tier-level-confusion","Detect students who think 'Name the capital' is a thinking question. Build a taxonomy ladder together: recall (Who?) → comprehension (Explain) → application (Try this case) → analysis (What patterns?) → synthesis (Design your own). Show that teaching all levels matters, but UNderstanding the hierarchy is critical."
"PQ_ACA-04_9","Peer-Assisted Learning Strategies is oversimplified as any peer tutoring without structure, rather than understood as systematically paired, teacher-directed tutoring with specific protocols and competence-matched pairings.","eligibility-criteria-confusion","Notice if students think PALS is just 'pairing smart kids with struggling ones.' Highlight PALS has fidelity requirements: structured scripts, specific academic pairings, teacher check-ins. Show a non-PALS peer tutoring example (unstructured) vs. PALS (structured); compare student learning gains."
