UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_DIV-05_1","Conflating exemption from evaluation with protection: Students believe IDEA requires excluding ELL students from special education assessment rather than mandating culturally-responsive, nondiscriminatory evaluation that accounts for language difference versus disorder.","consent-confidentiality-confusion","Distractor A (exemption) stems from protective intent misapplied. Teach that nondiscriminatory evaluation IS the IDEA mandate—it means assessing in home language with bilingual protocols, not skipping evaluation. Contrast: exemption (A, C, D) vs. nondiscriminatory evaluation (B). Create anchor example: an ELL student with genuine learning disability who would be missed if exempt."
"PQ_DIV-05_10","Confusing equity audit scope with peripheral metrics: Students focus on enrollment numbers or resource allocation rather than the core equity audit domains—identification/placement rates by demographics, service quality/cultural responsiveness, and comparative outcomes—causing them to misidentify what audits measure.","scope-overgeneralization","Distractors C and D expand audit scope beyond its core focus. Use a Venn diagram: equity audit examines WHO (identification by race/ethnicity), WHAT QUALITY (cultural responsiveness), and OUTCOMES (by student group). Financial allocation (D) is budget, not equity. Enrollment targets (C) are quantitative compliance, not the equity audit's quality lens."
"PQ_DIV-05_11","Underestimating cultural responsiveness in goal-setting: Students treat individualistic achievement-focused IEP goals as universal, missing that collectivist cultures require integration of family/community input and culturally-aligned values within ambitious targets.","developmental-stage-mismatch","Distractor A (individual only) is a values collision. Teach that *culturally sustaining* means respecting collectivist frameworks (family, community, extended networks) while maintaining rigor. Show contrast: A is culturally deaf; B is culturally responsive. Have students explain why a student from a collectivist background might thrive with B but disengage under A."
"PQ_DIV-05_12","Treating housing instability as a barrier to disability evaluation: Students incorrectly believe stable housing is prerequisite for IDEA evaluation or that homelessness alone explains all academic/behavioral deficits, when IDEA mandates timely evaluation regardless of social circumstances.","eligibility-criteria-confusion","Distractors A and C confuse housing with readiness. Separate two concepts: (1) Evaluation must proceed *despite* housing instability (A is wrong; B is right). (2) Homelessness is a risk factor, not a diagnosis (C overgeneralizes). Use case: homeless student with genuine disability would be missed under A; misidentified under C. IDEA child-find obligation applies universally."
"PQ_DIV-05_13","Treating language as confound to eliminate rather than dimension to assess: Students choose nonverbal-only assessment (C) or English-only assessment (A/D) to avoid language contamination, missing that IDEA requires bilingual assessment—measuring proficiency in *both* languages to distinguish language difference from disorder.","indirect-direct-confusion","Distractors A, C, D all attempt to avoid language complexity. Teach the distinction: language is not noise to filter—it is the assessment target. B is not compromise; it's the mandate. Use script: 'If I only test in English, I don't know if the student has a language disorder or limited English proficiency. If I test in both, I see the full picture.' Nonverbal tests (C) miss language-specific deficits."
"PQ_DIV-05_14","Underestimating school psychology's agency in systemic inequity: Students dismiss school psychologist role (B: unrelated; C: no school responsibility; D: law enforcement-only), failing to recognize how placement and discipline decisions create or prevent the school-to-prison pipeline.","role-confusion","Distractors B, C, D all exonerate schools. Reframe: school discipline referral and special education placement decisions are decision *junctures*—school psychologists either perpetuate the pipeline (recommending restrictive placement, ignoring disabilities in discipline) or interrupt it (trauma-informed placement, appropriate special education services). Use Breonna Taylor/bias audit examples."
"PQ_DIV-05_15","Treating LRE as automatic placement rather than individualized least-restrictive-exploration: Students select A (automatic general education) rather than understanding that LRE requires examining less-restrictive options with supplementary supports before moving to more restrictive settings—a conditional, procedural process.","sequence-inversion","Distractor A is cart-before-horse: general education is NOT automatic under LRE; it is the *starting hypothesis* tested with supports. B is the procedure: explore and document supports *before* restrictive placement. Use IEP flowchart: Is general education with supplementary supports adequate? If no, document why. If yes, stop. Students thinking A skip the exploration step."
"PQ_DIV-05_16","Underestimating talent diversity in underrepresented groups: Students lower rigor (A), delay assessment (C), or exclude gifted from acceleration (D), missing that identifying gifted characteristics *across multiple methods* (standardized, portfolio, performance, teacher rubrics) is how equitable talent discovery actually happens.","overgeneralization","Distractor A: cultural accessibility is not achieved by *lowering* cognitive challenge—it's achieved through *multi-method identification*. C delays assessment; D pushes students to career-tech. B is asset-focused (diverse giftedness indicators). Anchor: 'A culturally accessible curriculum is not easier; it's more engaging and uses multiple talent indicators.'"
"PQ_DIV-05_17","Conflating special education eligibility with status entitlement: Students believe foster-care status = automatic special education (A), or that placement instability limits special education access (C), or that biological parents alone control IDEA rights (D), missing that foster students receive *full IDEA protections PLUS trauma-informed, child-welfare-coordinated planning*.","component-confusion","Distractors A, C, D misalign legal protection with status. Teach: eligibility is needs-based, not status-based (A is wrong). BUT if a foster student qualifies, they get IDEA PLUS coordinated trauma-responsive IEP AND child-welfare agency contact (B adds). Placement instability does NOT reduce IDEA obligation (C). Surrogate parents and foster caregivers have IDEA rights (D). Use flowchart: qualify → trauma-informed IEP → child-welfare coordination."
"PQ_DIV-05_18","Conflating assessment bias mechanisms with causation claims: Students focus on *individual item bias or test-specific failures* (A: instruments) without integrating systemic educational-resource disparities and language-SES effects (C: systemic factors) that compound test bias into overidentification—treating it as a single-cause problem.","scope-undergeneralization","Distractors A and C both address real contributors but in isolation. A (instruments) is narrow; C (systemic factors) is external causation claim. B is the integrative answer: assessment bias + language/SES factors together cause overidentification. Use the interaction: low-SES students tested in English with norm bias in a school with weak instruction = triple burden. Assessment bias doesn't exist in isolation; it compounds with SES/language barriers."
