UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_MBH-03_1","Student conflated the cognitive interpretation stage (B) with the external triggering event, reversing the sequence from activating event → belief → consequence.","sequence-inversion","Show the temporal chain explicitly: Event (A) happens FIRST, then belief interpretation (B), then emotional response (C). Use concrete classroom example (teacher announces pop quiz → student thinks 'I'll fail' → anxiety increases). Have student map own worry to A-B-C order."
"PQ_MBH-03_10","Student misinterpreted the therapeutic intent of exception-finding language as problem archaeology, conflating solution-building questions with symptom-origin inquiry.","purpose-confusion","Emphasize the shift: 'When was this LESS of a problem?' targets solutions, not diagnosis. Contrast with 'How did this problem start?' (problem history). Practice exception questions with a non-anxious student example first."
"PQ_MBH-03_11","Student assumed MI effectiveness depends on directive advice and correction, misunderstanding that reflective listening honors autonomy and explores internal ambivalence without judgment.","role-confusion","Role-play: Demonstrate giving advice ('Just do your homework') versus reflecting ('Starting is really hard, and part of you wants to do it'). Ask student to name which approach feels more supportive. Clarify that MI practitioners guide by reflecting, not directing."
"PQ_MBH-03_12","Student reversed the stimulus valence in negative punishment, confusing removal of a pleasant stimulus (recess loss) with addition of an aversive consequence (yelling).","component-confusion","Use operant matrix: draw 2×2 grid (add/remove vs reinforce/punish). Place 'timeout loss of recess' in the remove-punish cell explicitly. Have student sort 5 classroom examples into correct quadrants."
"PQ_MBH-03_13","Student believed self-instruction coaching is purely behavioral because behavior changes, overlooking that the technique explicitly targets thoughts to mediate behavior change.","model-conflation","Unpack the mechanism: 'Stop, think, then act' = cognitions shaping behavior = CBT hallmark. Contrast with pure behavior (just reward the action, no thinking step). Use brain-plus-behavior visual to show integration."
"PQ_MBH-03_14","Student attributed PBIS to psychodynamic insight work, missing the observable behavior definitions, reinforcement contingencies, and data-driven system design central to PBIS.","scope-undergeneralization","Show PBIS core features: (1) define expected behaviors visibly, (2) teach and reinforce them, (3) collect data on compliance. Link each to ABA principles. Clarify psychodynamic = insight, ABA = observable change."
"PQ_MBH-03_15","Student omitted precontemplation and maintenance from the change stages, applying a truncated model that skipped readiness and long-term stability.","label-retrieval","Post the full 5-stage sequence on a wall chart: Pre → Cont → Prep → Act → Maint. Use a student case to identify where they are, then show how MI interventions match stages. Practice labeling each stage with 2–3 examples."
"PQ_MBH-03_16","Student assumed reward choice alone defines a contingency contract, not recognizing that contracts require explicit behavioral criteria, clear consequences, and formal agreement.","eligibility-criteria-confusion","Write out a contingency contract template: (1) Target behavior, (2) Criteria (3 prompts max), (3) Contingency (points earned), (4) Backup reward (choice after 5 days). Compare to 'free choice' (no criteria). Have student draft one for a real classroom scenario."
"PQ_MBH-03_17","Student confused cognitive restructuring with pure exposure work, collapsing the distinct thought-examination protocol with behavioral desensitization to anxiety triggers.","treatment-assessment-confusion","Clarify the pipeline: (1) Identify situation, (2) Catch automatic thought, (3) Test it against evidence, (4) Generate balanced thought. Link steps to thought CHANGE, not just exposure. Use a worked thought record example."
"PQ_MBH-03_18","Student used a lexical near-synonym ('problem scaling') instead of the SFBT term, missing the distinction between severity assessment and progress-tracking via scaling.","overgeneralization","Teach SFBT vocabulary precisely: Scaling question = collaborative progress ruler (1–10). Show video clip of practitioner asking it. Have student write 3 scaling questions for different presenting problems."
