UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_LEG-04_1","Conflates Brown v. Board of Education with IDEA private school placement funding, missing the case's foundational principle of equal access to desegregated environments for all students.","model-conflation","Distractor A invokes IDEA § 612 private school payment, which is unrelated to Brown. Remediate by distinguishing desegregation case law (Brown, Plessy) from funding/placement law (IDEA, Florence County). Have candidates list what each case established: Brown = equal protection, not payment terms."
"PQ_LEG-04_10","Misapplies manifestation determination criteria by treating demographic factors (race/ethnicity) as legally relevant, confusing civil rights documentation with disability-conduct relationship assessment.","role-confusion","Distractor C appeals to broader equity concerns. Teach explicitly: manifestation determination is narrow (disability-conduct link, IEP fidelity, behavior expectations). Race/ethnicity is documented for equity audit but never enters the legal manifestation analysis. Use case contrast: Honig v. Doe vs. civil rights law."
"PQ_LEG-04_11","Mistakes Florence County v. Carter's unilateral placement rule by imposing a prior-written-agreement requirement that does not exist in the statute, adding procedural gatekeeping that IDEA does not mandate.","prerequisite-skipping","Distractor C falsely requires district approval before reimbursement claim. Remediate: map the actual Florence County logic: (1) school failed FAPE, (2) parent enrolled unilaterally in appropriate private school, (3) services were suitable, (4) claim reimbursement—no step 0 'obtain approval.' Use Honig v. Doe contrast: stay-put does not require pre-approval either."
"PQ_LEG-04_12","Overgeneralizes school responsibility by assuming all medical/health services are outside school duty, misreading Cedar Rapids v. Garret F.'s expansion of 'related services' to include non-physician health care tasks.","scope-undergeneralization","Distractor A categorically denies all medical responsibility. Cedar Rapids specifically overruled that blanket exclusion. Teach: if a health service can be provided by non-physicians and is necessary for school attendance, schools must fund and provide it (catheterization, suctioning, ventilator monitoring are in-scope; physician-only surgery is not)."
"PQ_LEG-04_13","Reverses burden of proof direction, conflating 'challenger bears burden' with 'schools always responsible'—a direct misreading of Schaffer v. Weast's allocation logic.","sequence-inversion","Distractor A claims schools always bear burden; distractor B claims parents always do. Schaffer is precise: whoever initiates the hearing bears burden to prove their affirmative claim. If parent initiates, parent proves failure. If school initiates (rare), school proves appropriateness. Diagram this explicitly with role cards."
"PQ_LEG-04_14","Confuses district-initiated private placement with parental unilateral placement criteria, missing Forest Grove v. T.A.'s critical requirement that schools never previously placed the student.","eligibility-criteria-confusion","Distractor A falsely assumes prior district placement is sufficient. Forest Grove expands Florence County to cover parents who place unilaterally even when the child was never in public school first. Teach: prior public school placement is not required if school later fails FAPE. Use contrast matrix: Florence County (prior public placement) vs. Forest Grove (no prior requirement)."
"PQ_LEG-04_15","Inverts FAPE standards by demanding actual achievement gains as proof, misapplying Rowley's 'some educational benefit' standard to mean measurable progression in outcomes.","causation-correlation","Distractor C assumes significant gains = FAPE. Rowley and Endrew F. both reject that standard. Actual progress is one input (not determinative). IEP process, appropriateness, and access to curriculum matter. Show candidates Rowley testimony: Amy Rowley had near-perfect speech goals and made minimal additional gains, yet FAPE was not violated."
"PQ_LEG-04_16","Segregates PARC, Mills, and Honig into separate legal domains instead of recognizing their unified arc: right to education + LRE + due process protection.","tier-level-confusion","Distractors A and D represent false poles: A claims segregation is protective, D claims parental unilateral authority overrides all process. PARC and Mills mandated LRE and public education; Honig added procedural teeth via manifestation determination. All three reinforce: education in least restrictive setting with legal safeguards. Use timeline visual."
"PQ_LEG-04_17","Treats budget as a legally valid reason to limit IEP content, misunderstanding IDEA's hard constraint that FAPE cannot be denied or reduced due to fiscal constraints.","indirect-direct-confusion","Distractor A frames lack of funding as a valid reason to reduce services—it never is. Distractor C invokes parental co-payment, which is prohibited by IDEA § 612(a)(10). Teach: district budget is an implementation challenge, not a legal justification for denial. Affluent districts and underresourced districts are both held to the same FAPE standard."
"PQ_LEG-04_18","Mischaracterizes case law evolution as diminishing rather than clarifying standards, suggesting PARC-through-Endrew progression reduced rather than elevated protections.","label-retrieval","Distractor A claims decreasing protections—the opposite of the actual progression. Teach the trajectory: PARC (any education), Rowley (some benefit), Endrew F. (ambitious but achievable). Reinforce: each case raised the bar, never lowered it. Show side-by-side language from each."
