UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_DBD-09_19","Student relied on student self-report alone and did not describe triangulation with observation and other adults required for trustworthy relationship conclusions in the psychoeducational file.","scope-undergeneralization","Distractor C limits data to student perspective only. Teach triangulation: relationship data comes from student interview, classroom observation of teacher warmth/responsiveness, teacher rating scales, and peer perception. Model a full relationship assessment subsection drawing from all three sources. Have students critique a report using only student quotes; revise to add observational and teacher data."
"PQ_DBD-09_2","Student jumped from on-task differences across instructional formats to a within-child disability explanation without the multi-method, rule-out evidence a psychoeducational report would require before such language appears in conclusions.","causation-correlation","Distractor C links observation to diagnosis prematurely. Show sequence: observe environmental effect (small group → higher on-task) → test instructional variables first → only after demonstrating modifications don't close gap, consider within-student factors. Role-play: student makes leap from observation to ADHD; intervene with 'What else might explain this? What would we try first?'"
"PQ_DBD-09_20","Student recommended counseling focused only on internal emotional processing and left unwritten the coordinated environment, instruction, and peer systems changes an ecological case formulation calls for in comprehensive planning.","treatment-assessment-confusion","Distractor A isolates counseling only. Teach multilevel intervention design: Tier 1 (environment/instruction for all), Tier 2 (targeted group instruction), Tier 3 (individual support). Show report example pairing ecological findings to multilevel recommendations. Have students map each ecological finding (e.g., peer rejection) to a corresponding intervention level."
"PQ_DBD-09_3","Student framed instructional match as identical tasks for everyone, contradicting the individualized demand–support calibration reports describe when linking instruction to learner readiness and zone of proximal development.","scope-overgeneralization","Distractor A asserts uniform instruction. Teach ZPD explicitly: independent level (student can do alone), instructional level (with help), frustration level (too hard). Model classroom observation recording students' placement on each task. Have students write a report paragraph differentiating match status for 3 students in the same classroom, showing why one needs simplification, another needs challenge."
"PQ_DBD-09_4","Student attributed achievement difficulty to cognitive ability in isolation, falling short of the multi-factor ecological paragraph teams expect before privileging within-child explanations in written assessment summaries.","population-confusion","Distractor A limits to ability only. Teach breadth: curriculum–ability fit, instruction quality, peer influence, classroom management, environmental stress, teacher relationship. Create a sorting task: 30 factors go into buckets (student, instruction, classroom, peer, home). Have students draft an ecological analysis section that mentions at least 5 factors before addressing cognitive ability."
"PQ_DBD-09_5","Student named teacher praise following behavior as a setting event, though such consequences function differently in a report's antecedent–behavior–consequence description chain and are not state-like priming factors.","component-confusion","Distractor A confuses setting event (before) with consequence (after). Draw ABC model explicitly. Setting events = prior conditions that increase reactivity (dysregulation from home, fatigue, hunger). Consequences = follow-up (praise, redirection). Show a classroom scenario; have students label each event, then write a report sentence using setting-event language correctly ('arriving dysregulated from home stress increased reactivity...')."
"PQ_DBD-09_6","Student wrote as if cognitive ability alone determines outcomes, omitting relationship quality that reports often cite when connecting engagement supports to risk reduction and protective mechanisms.","indirect-direct-confusion","Distractor A isolates ability. Teach protective-factor mechanism: quality teacher relationship → emotional security → engagement → learning and behavior improvement. Show before-after report excerpts: one mentions only ability; revised version names relationship as buffer. Have students interview a teacher about a student with average ability but strong relationship; capture how relationship supports learning despite academic challenges."
"PQ_DBD-09_7","Student scoped classroom ecology to child behavior only and omitted peer, instructional, and physical variables a thorough observation section would normally list as interrelated and mutually explanatory.","sequence-inversion","Distractor A restricts observation to child only. Provide observation checklist: student behavior, peer dynamics, teacher instruction (pacing/clarity/scaffolds), physical environment (noise/space/materials), management (transitions/routines). Have students observe 10-minute classroom clip using the full checklist; share findings. Compare a report that describes only student behavior vs. one that weaves in environmental factors."
"PQ_DBD-09_8","Student implied socioeconomic review exists to fault families rather than using neutral framing language that links resource availability, home stress, and continuity to plausible hypotheses without blame.","role-confusion","Distractor A blames families for SES context. Model neutral language: 'Resource availability affects homework support' vs. 'Parents don't value learning.' 'Housing instability may increase stress' vs. 'Unstable families cause problems.' Have students rewrite deficit-framed SES statements into strength-based, neutral hypothesis language. Review a report excerpt flagged for blame; revise collaboratively."
"PQ_DBD-09_9","Student believed assessment tools and settings are culturally neutral, leaving out bias and mismatch language reviewers expect when defending interpretive limits and need for congruent assessment methods.","validity-reliability-confusion","Distractor C assumes cultural neutrality. Teach: all assessments carry cultural loading. Show examples: language-dependent items, norm sample mismatch, unfamiliar test formats. Model a report paragraph: 'Student's English proficiency limits validity of verbal tests; performance-based tasks used to supplement.' Have students identify cultural-loading risks in a given assessment battery and suggest alternative methods."
"PQ_DBD-09_9_alt","Student equated culturally responsive practice with using one uniform protocol for all students, contradicting tailored context review that reports should describe for validity and equity.","overgeneralization","Distractor A treats responsiveness as one-size procedures. Teach examples: choose instruments with diverse norms, modify administration (e.g., extended time for multilingual students), include parent interview about home language/values, observe in culturally familiar settings. Model a 'culturally responsive assessment plan' section that lists specific tailored choices. Have students audit their current assessment protocol for responsiveness; identify 2–3 modifications."
