UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_DBD-03_1","ELL students with low verbal performance are misclassified as globally cognitively impaired, ignoring that language-loaded verbal tasks underestimate ability in students with limited English exposure.","developmental-stage-mismatch","Distractor A conflates language acquisition effects with intellectual disability. Remediate by emphasizing the verbal-nonverbal dissociation pattern: average nonverbal scores in an ELL signify adequate reasoning; verbal depression is a construct-validity issue, not disability evidence. Use case comparisons (ELL with SLD versus ELL with language differences only)."
"PQ_DBD-03_10","Average FSIQ alone is over-weighted as protective evidence against intellectual disability, causing practitioners to dismiss significantly depressed adaptive functioning as insufficient for eligibility.","eligibility-criteria-confusion","Distractor A undervalues adaptive deficits. Redirect: Intellectual disability is a dual-criterion construct (cognition AND adaptive behavior). A student with average FSIQ but significantly low adaptive composite (65) meets eligibility criteria. Walk through IDEA definition to anchor both dimensions as required."
"PQ_DBD-03_11","Cognitive battery model knowledge is conflated across frameworks, especially confusing CAS PASS theory with CHC taxonomy because both are prominent in school assessment.","model-conflation","Distractor A selects CHC instead of PASS. Use side-by-side comparison: CAS measures planning, attention, simultaneous, successive processes (PASS); CHC is a hierarchical taxonomy of broad/narrow abilities. Practice pairing tests with theories (WISC/SB5 = CHC; CAS = PASS)."
"PQ_DBD-03_12","High FSIQ is interpreted narrowly as indicating advanced ability without caveat regarding twice-exceptionality, emotional challenges, or learning disabilities coexisting with superior cognition.","scope-undergeneralization","Distractors A, B, D narrow the core caveat. Correct answer C specifies that FSIQ does not rule out co-occurring disabilities. Teach: High IQ can mask learning disabilities or emotional issues. Twice-exceptionality is common; comprehensive assessment must investigate strengths alongside potential vulnerabilities."
"PQ_DBD-03_13","Relative weakness interpretation jumps prematurely from profile differences to disability-level hypotheses without achievement corroboration or exclusionary factor integration.","sequence-inversion","Distractor A reframes as SLD risk too early. Emphasize the hierarchical sequence: (1) describe profile, (2) identify relative strengths/weaknesses, (3) link to achievement, (4) rule out exclusions, (5) infer disability. A is correct; distractors skip intermediate steps."
"PQ_DBD-03_14","Direct observation is treated as inherently superior adaptive measurement despite standardized rating scales being specifically designed to quantify adaptive functioning across norm-referenced domains.","population-confusion","Distractor B privileges observation immediacy over psychometric standardization. Clarify: Standardized adaptive scales provide norm-referenced comparison across daily living, socialization, communication domains. Observation alone cannot provide multi-domain coverage or statistical comparison. Combine both methods; prioritize standardized scales."
"PQ_DBD-03_15","Motor accommodation is assumed sufficient to eliminate motor-load confounds in cognitive testing, leading to selection of batteries requiring modified response methods rather than truly motor-reduced instruments.","treatment-assessment-confusion","Distractor A applies accommodations to standard battery instead of selecting truly nonverbal measures. For severe motor impairment, recommend pure nonverbal batteries (CTONI-2, Matrices). Modified response accommodations on motor-heavy tests still contaminate reasoning estimates due to residual motor demands."
"PQ_DBD-03_16","High scatter among subtest scores is interpreted as reflecting test unreliability or emotional disturbance rather than potential meaningful cognitive differences requiring careful analysis within error bounds.","prerequisite-skipping","Distractor B jumps to retesting; Distractor D attributes to emotional disturbance without evidence. Teach the composite-first protocol: (1) check whether scatter exceeds expected error bands using SEM, (2) determine if differences are statistically significant, (3) evaluate clinical meaning, (4) investigate causes only after significance is confirmed."
"PQ_DBD-03_17","Adaptive behavior is confused with achievement measures, treating them as interchangeable components in intellectual disability determination rather than distinct domains.","component-confusion","Distractor A substitutes achievement for adaptive behavior. IDEA-required pairing for ID: low FSIQ (≤70) PLUS significantly below-average adaptive behavior. Achievement is separate. Anchor: Adaptive = daily living, socialization, communication. Achievement = academic skill. Both matter, but achievement is not a criterion for ID."
"PQ_DBD-03_18","Low working memory and processing speed are generalized to global intellectual disability despite intact reasoning, causing misclassification of students with selective processing weaknesses.","validity-reliability-confusion","Distractor A treats selective indices as global disability. Emphasize: A discrepant profile (intact reasoning, depressed processing) is meaningful and educationally actionable. This student does not have global intellectual disability. Plan accommodations for speed-dependent demands while capitalizing on reasoning strengths."
