UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_ACA-02_19","Options A, B, and D each represent a pre-inquiry response to accommodation failure — persisting without questioning, withdrawing immediately, or attributing the problem to student motivation — all of which bypass the prerequisite step of analyzing why the accommodation is not producing the intended outcome. The dominant error is prerequisite-skipping: students do not recognize that collaborative data review must precede any decision to keep, change, or remove an accommodation.","prerequisite-skipping","Students choosing option A are operating from a passive accommodation philosophy: as long as a support is in place, no action is needed. Students choosing option B overcorrect — they treat non-response as a reason for removal rather than as a signal requiring investigation. Option D is the most concerning in practice: attributing accommodation failure to student effort is not only incorrect but reflects a fundamental misunderstanding of why accommodations exist. Teaching move: present a scenario where extended time is not improving test performance and walk through the IEP team inquiry cycle — beginning with 'Is the accommodation targeting the right barrier?' before considering any change to accommodation status."
"PQ_ACA-02_2","All three wrong options assign extended time to incorrect educational categories — test modification (option A), curriculum change (option C), or special education service (option D) — when extended time is a standard testing accommodation that alters the condition of testing but leaves content and standard fully intact. The diagnostic error is label-retrieval: students can identify that extended time is a support but cannot correctly assign it to the accommodation category.","label-retrieval","Students choosing option A have the closest proximity to the right reasoning but cross the line — they intuit that something changes with extended time but misidentify what; the corrective is asking: 'Do the test questions change? Does the content standard change?' Neither does. Students choosing option C have a vocabulary gap confusing testing conditions with instructional content. Students choosing option D conflate receiving a support with the type of personnel who implements it; extended time can be administered by a general education teacher without any special education staff involvement, and does not constitute a specialized instructional service."
"PQ_ACA-02_20","Each wrong answer substitutes a categorical placement rule — always separate (option A), always include (option B), or include only without supports (option D) — for the individualized, data-driven placement determination that LRE actually requires. The dominant error is overgeneralization: students apply blanket rules to a mandate that IDEA requires to be a student-specific analysis along a continuum from least to most restrictive settings.","overgeneralization","Students who choose option A have not grasped that LRE is a presumption toward the least restrictive appropriate setting, not a mandate for separate placement whenever a disability exists. Students choosing option B overcorrect in the integration direction, treating LRE as absolute inclusion regardless of the student's needs — which can result in under-serving students who require more intensive settings temporarily. Option D inverts the LRE principle: the continuum explicitly includes general education with accommodations and supplementary aids, so conditioning general education access on independence denies LRE before it can be applied. Teaching move: present three IEP cases with different support intensity levels and have students identify the least restrictive appropriate placement for each."
"PQ_ACA-02_3","All three wrong answers propose standard accommodations — extra time, preferential seating, a calculator — when the question requires recognizing that a student with significant intellectual disability may need the content standard itself to change, not just access conditions. The dominant error is component-confusion: students select access supports and place them in the modification category without distinguishing which component — access condition versus content expectation — actually needs to change for this specific student.","component-confusion","Students who choose any of the three wrong answers are applying an accommodation-first reasoning even when the signal in the question is that grade-level standard access is not the primary barrier. The key teaching distinction: 'Is the barrier that this student cannot reach the content, or that this student cannot be expected to demonstrate the same content standard?' When the answer is the latter, a modification changing what is expected is appropriate, not an accommodation changing how content is accessed. Use a matrix exercise contrasting students with intellectual disability (often needs modification) versus students with physical or sensory disabilities (often needs accommodation) to reinforce when each intervention type is indicated."
"PQ_ACA-02_4","The three wrong answers are all modifications — they reduce quantity (option B), lower difficulty (option C), or change format in a way that alters what is measured (option D) — yet students select them as examples of 'accommodation without standard change,' revealing that the accommodation/modification distinction has not been internalized as a classification rule. The dominant error is model-conflation: students use 'it helps the student' as the sole criterion and conflate the two frameworks because they cannot identify which element — the access condition or the assessed standard — each option changes.","model-conflation","When options B, C, and D are chosen at notable rates, the class as a whole has not established the key classification rule. The most efficient remediation is the two-question diagnostic: '(1) Does the student still meet the same content standard after this support? (2) Has the quantity, difficulty, or format of what is assessed changed?' If yes to question (2), it is a modification, not an accommodation. Each wrong answer in this item fails criterion (2). Use this question pair to analyze a list of 10 examples with students, requiring written justification for each classification."
"PQ_ACA-02_5","Students assign incorrect consequences to text-to-speech use — expecting it changes learning expectations (option A), triggers a special education placement change (option C), or exempts the student from reading content (option D) — when it is an access accommodation that preserves the reading expectation while removing the decoding barrier. The dominant error is purpose-confusion: students know text-to-speech is a useful tool but incorrectly infer what it changes about the educational program.","purpose-confusion","Students choosing option A have not internalized that AT accommodations are specifically designed to leave the content standard unchanged — a student using text-to-speech is still responsible for comprehending the text to the same standard as peers. Students choosing option C are applying a 'specialized tool = specialized placement' heuristic that does not reflect IDEA; AT provisions are designed to support students in the least restrictive setting. Students choosing option D have a critical gap — they believe audio delivery removes the reading expectation; correct this by comparing two students answering identical comprehension questions, one using text-to-speech and one reading independently, to demonstrate that the academic expectation is identical."
"PQ_ACA-02_6","Students over-extend the meaning of a quiet testing accommodation — treating it as test-content easement (option A), a full testing exemption (option C), or a diagnostic signal for learning disability (option D) — when it removes only the anxiety-related environmental barrier while leaving the test content, questions, and standard completely intact. The dominant error is scope-overgeneralization: students assign surplus meanings to the accommodation beyond its targeted barrier-removal function.","scope-overgeneralization","Students choosing option A have a persistent accommodation-equals-easier-test conflation; reinforce that the same test questions appear in a quiet room as in the general testing environment — the only difference is the environmental barrier removed. Students choosing option C mistake barrier removal for exemption; this is a particularly important correction for practitioners who might resist granting accommodations out of concern that they undermine accountability. Option D reveals a diagnostic inference error: Section 504 eligibility covers physical health, mental health, and other conditions and does not require a learning disability diagnosis, so a student can have a 504 plan for anxiety without any LD classification."
"PQ_ACA-02_7","Students narrow UDL to restricted populations (SpEd students only), procedures (situational modifications), or programs (separate SpEd curriculum) that it explicitly does not belong to, failing to recognize that UDL is a proactive design philosophy applied from the outset for all learners. The dominant error is scope-undergeneralization: students understand UDL is a framework but apply it far too narrowly, missing its universal-design-for-variability core principle.","scope-undergeneralization","Students choosing option A have misread 'Universal' as 'uniformly applied to a subset (SpEd)' rather than 'proactively designed to anticipate all learner variability.' Teaching correction: 'Universal' in UDL means the curriculum design anticipates the full range of learners, not that it applies uniformly to one group. Students choosing option C confuse UDL with individualized accommodation planning — UDL reduces the need for individual accommodations by building flexibility in for everyone from the start. Students choosing option D conflate UDL with SpEd curriculum delivery, missing that it is a general education design principle that benefits all students, including but not limited to those with disabilities. Teaching move: analyze a UDL-designed lesson and identify which elements benefit all students versus which specifically support students with disabilities."
"PQ_ACA-02_8","Students misclassify large-print materials and preferential seating — clear environmental and format access accommodations — as curriculum modifications (option A), assistive technology devices (option C), or diagnostic indicators for intellectual disability (option D), when neither changes the content standard nor involves a device. The dominant error is indirect-direct-confusion: students mistake indirect access adjustments — format change, proximity — for direct content modifications or diagnostic inferences.","indirect-direct-confusion","Students choosing option A have a categorical error: changing the size of print or the student's physical position in the room does not alter the content the student is expected to learn — this is the most important corrective. Students choosing option C have a vocabulary gap: assistive technology is a device or service that increases, maintains, or improves a student's functional capability; a larger-print textbook is a material format accommodation, not a technology device. Students choosing option D are making an unjustified diagnostic leap — visual impairment and intellectual disability are distinct conditions with different identification criteria, eligibility processes, and IEP implications. Teaching move: sort 10 examples into accommodation, AT, and modification categories and require students to justify each classification using IDEA definitions."
"PQ_ACA-02_9","Students assign incorrect functions to the word processor accommodation — treating it as a writing exemption (option A), a qualitatively different task than writing (option B), or a diagnostic indicator for dysgraphia (option D) — when it removes the physical motor production barrier while leaving the writing expectation, including composition and communication of ideas, completely intact. The dominant error is treatment-assessment-confusion: students conflate the accommodation's purpose (removing a motor barrier within an unchanged writing standard) with task exemption or diagnostic inference.","treatment-assessment-confusion","Students choosing option A have not internalized that accommodations address how a student demonstrates knowledge, not whether they meet the standard — a word processor removes the motor production barrier, not the writing requirement. Students choosing option B hold the misconception that typing and handwriting are categorically different academic outputs; from a content standards perspective, both produce written work meeting the same composition expectation. Option D is a diagnostic inference error in the wrong direction: IEP accommodations are determined by identified needs documented in an evaluation, not the other way around — receiving a word processor does not imply a dysgraphia diagnosis, and practitioners holding this belief may improperly withhold supports until a formal diagnosis exists."
