UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_LEG-04_19","Reverses the party assignment in Schaffer v. Weast by assuming the burden always falls on schools, when the ruling explicitly places it on the party initiating the hearing.","sequence-inversion","Distractor A is the trap: 'The school will automatically have to prove.' Schaffer is neutral about who must prove what—it depends on who challenges whom. If the parent files, the parent must prove failure. If the school files (rare), the school must prove appropriateness. Scaffold with a two-column chart: parent initiates vs. school initiates."
"PQ_LEG-04_2","Treats PARC v. Pennsylvania as addressing assessment bias or parental rights, obscuring its foundational ruling that students with intellectual disabilities cannot be categorically excluded from public education.","component-confusion","Distractor C falsely attributes IQ test bias to PARC (that's Larry P.). Distractor D misapplies private placement (that's IDEA, not PARC). PARC's core: free public education + LRE for all students with disabilities. Use contrast: PARC = access/LRE, Larry P. = testing fairness, IDEA = funding/services."
"PQ_LEG-04_20","Overgeneralizes discipline rules in two directions: assuming either no exceptions for students with disabilities or no accountability whatsoever, missing the Honig v. Doe balance of rights and responsibility.","scope-overgeneralization","Distractors A and B represent false poles: A = no accommodation for disability, B = no discipline ever. Honig v. Doe mandates manifestation determination (asking: did disability contribute?) and 'stay-put' for some removals, but students can still be disciplined for unrelated misconduct. Teach the three-part flow: manifestation → stay-put rule → alternative placement available."
"PQ_LEG-04_3","Narrows Mills v. Board of Education's scope to intellectual disabilities alone, or falsely grounds exclusion on cost, missing its universal guarantee across all disability types.","scope-undergeneralization","Distractor A wrongly limits to intellectual disabilities; Distractor D invokes cost as justification—Mills explicitly rejected that. Mills extended PARC to all disabilities (emotional, behavioral, etc.) and affirmed free education regardless of expense. Teach: Mills = PARC for every disability type, no financial escape hatch."
"PQ_LEG-04_4","Mistakes the Larry P./PASE split by treating one as a blanket ban and the other as uncritical use, when the actual doctrinal tension is about cultural bias evidence and test validity thresholds.","purpose-confusion","Distractor A oversimplifies: Larry P. did not ban all IQ testing forever; PASE did not permit unrestricted use. The real difference: Larry P. found cultural bias in IQ test content and items; PASE, in the same era, found sufficient validation despite concerns. Teach candidates to say: 'Both acknowledge bias risk; they differ on whether bias is disqualifying.'"
"PQ_LEG-04_5","Conflates court disagreement with permission to ignore cultural bias altogether, or swings to the opposite extreme of declaring IQ tests inherently invalid for students of color.","validity-reliability-confusion","Distractor A (court disagreed, so use freely) and Distractor D (never use for students of color) are both wrong. The correct inference is: IQ tests are useful tools, not culturally neutral. Candidates must choose multi-method assessment, document cultural context, use norms thoughtfully. Show the middle path: use cautiously, supplement with other evidence, interpret in cultural context."
"PQ_LEG-04_6","Substitutes a maximization standard ('best possible education') or parental-demand standard for the actual Rowley rule: 'reasonably calculated to enable some educational benefit.'","norm-criterion-confusion","Distractor A tempts with 'maximize student potential'—Rowley explicitly rejected that ceiling. Distractor D invokes parental wishes—IDEA requires IEP team consensus, not parental veto. Rowley's midpoint: not minimal, not maximal; reasonably calculated to provide educationally meaningful benefit. Use case quote to anchor."
"PQ_LEG-04_7","Treats Endrew F. as a minor procedural adjustment rather than a substantive elevation of the standard from Rowley's 'some benefit' to 'ambitious but achievable progress.'","label-retrieval","Distractor A falsely claims no change; Distractor B cuts off mid-sentence (the full standard is: 'reasonably calculated to make progress appropriate in light of the child's circumstances'). Endrew F. imported ambitious-but-achievable language from state law and made it federal law. This is a higher bar. Teach the progression: Rowley (benefit), Endrew F. (ambitious progress)."
"PQ_LEG-04_8","Overgeneralizes school medical responsibility to all services, or denies school duty for non-physician health care, misreading Irving v. Tatro's specific distinction about physician vs. non-physician tasks.","indirect-direct-confusion","Distractor A denies all school responsibility (Irving overruled that). Distractor C assumes unlimited responsibility (Irving added the 'non-physician' boundary). Irving is precise: clean intermittent catheterization is a related service because a non-physician can perform it and it's necessary for school access. Teach the rule: necessary + non-physician = school responsibility."
"PQ_LEG-04_9","Misattributes Honig v. Doe to assessment/evaluation or LRE placement, obscuring its specific and urgent focus on discipline procedures and the manifestation determination + stay-put protection.","treatment-assessment-confusion","Distractors A, B, and D reference assessment, consent, and placement—all important IDEA areas but not Honig's domain. Honig's single focus: (1) manifestation determination required before long-term removal, (2) stay-put provision (child remains in current placement during dispute). Teach: Honig = discipline law, not assessment/placement law. Use timeline: when is manifestation determined?"
