"UNIQUEID","dominant_error_pattern","error_cluster_tag","instructional_red_flags"
"PQ_RES-02_19","Learners treat statistical and clinical significance as either identical concepts or false dichotomies—not recognizing that statistical significance answers 'Is there an effect?' while clinical significance answers 'Does the effect matter in practice?', and both lenses are needed.","validity-reliability-confusion","Distractor A dismisses statistical significance as useless, removing the gate that lets us distinguish signal from noise. Distractor C collapses both terms into one synonym, losing the distinction between 'real' and 'meaningful.' Distractor D restricts clinical significance to healthcare, ignoring that a 10-point IQ gain matters differently in a special ed classroom than in a research lab. Use a concrete case: 'A tutoring program raises reading gains by 0.5 percentile points (p < 0.001, statistically significant). Is that clinically significant for your school?' Work through both axes together."
"PQ_RES-02_2","Practitioners rely on advertorial claims without investigating sources, or over-correct by dismissing all vendor communication as unreliable—both missing the core evaluative move of independently locating peer-reviewed evidence, effect sizes, and generalizability data relevant to their population.","model-conflation","Distractor A accepts advertising as sufficient evidence without independent verification. Distractor B over-rejects all magazine sources as inherently dishonest. Distractor D substitutes peer anecdote for empirical research, trading one unreliable signal for another. Model the critical move: 'The ad says research-based. My job: Find the actual studies. Check their n, design, samples. Do they match my kids?' Have students practice with a vendor claim."
"PQ_RES-02_20","Educators either privilege technological modernity as inherent proof of efficacy, reflexively distrust commercial motivations, or rely on vendor guarantees as accountability—failing to engage the actual evidence judgment: examining effect sizes, comparing to alternatives, and testing generalization to their context.","causation-correlation","Distractor A mistakes 'computer-based' for 'effective,' conflating technology adoption with instructional outcomes. Distractor B assumes commercial = compromised, a sweeping bias that ignores that some commercial programs have strong efficacy data. Distractor D trusts a guarantee as a substitute for evidence review, outsourcing judgment to the seller. Teach: 'Expensive + high-tech + guaranteed still leaves one question: Does it work for our kids? Show me the data.'"
"PQ_RES-02_3","Meta-analysis is misunderstood as primarily evaluating study methodology, identifying research trends, or contextualizing individual studies—when its core function is the statistical pooling of effect sizes across studies to estimate overall magnitude of effect and research consistency.","purpose-confusion","Distractor A treats quality evaluation as meta-analysis's main purpose, confusing critical appraisal with effect-size synthesis. Distractor C emphasizes pattern-finding over statistical aggregation, losing the quantitative core. Distractor D focuses on situating individual studies, a narrative review function. Clarify in one sentence: 'Meta-analysis is a calculator: it takes effect sizes from multiple studies, averages them statistically, and tells you the true magnitude.' Show a simple pooled-effect example."
"PQ_RES-02_4","Learners linearize effect size magnitudes—reading a positive d as either 'definitely strong' or 'too small to matter'—without internalizing Cohen's benchmarks (0.2 small, 0.5 medium, 0.8 large) and the contextual question 'Is a 0.35 effect large enough for what we need?'","label-retrieval","Distractor A assumes any positive d means 'highly effective,' missing effect-size gradation. Distractor C dismisses d=0.35 as negligible, ignoring that 0.2–0.5 is the small-to-medium range and can matter in practice. Distractor D treats d as a ranking tool (superiority over all alternatives), when it's a magnitude metric. Create a visual scale with Cohen's benchmarks. Ask: 'If test anxiety dropped by one-third of a standard deviation, is that worth adopting school-wide?' Ground the judgment in context."
"PQ_RES-02_5","Narrative reviews are confused with slower conduct timelines, inherent low-quality article selection, or absence of unpublished data—not recognized as vulnerable to author-selection bias and interpretation drift, which systematic reviews mitigate through pre-planned protocols and explicit inclusion criteria.","scope-overgeneralization","Distractor A misidentifies a procedural advantage (time) as a limitation, when the real issue is methodology, not speed. Distractor B presumes narrative reviews automatically use weaker studies, when the real issue is lack of transparent selection rules. Distractor D invents a requirement (including unpublished work) that doesn't define narrative reviews. Clarify: 'A narrative review by an expert is faster but at risk of cherry-picking studies that fit her view. A systematic review is slower but transparent about which studies were included and why.'"
"PQ_RES-02_6","The research-to-practice gap is misidentified as a timeline problem (lag to textbooks), a logistical impossibility (can't study in schools), or a cultural choice (practitioners prefer gut feeling)—rather than recognized as the documented failure of schools to implement known-effective interventions due to barriers in adoption, adaptation, and sustainability.","prerequisite-skipping","Distractor A mistakes the gap for a publishing-to-education delay, shifting focus from implementation failure. Distractor C treats the gap as a data-collection problem, when the real issue is post-research deployment. Distractor D blames practitioner irrationality, when organizational and systemic factors matter more. Define: 'We have strong evidence for intervention X. Many schools don't use it. Why not? That's the gap—and it's not that the evidence is weak.'"
"PQ_RES-02_7","When a validated intervention underperforms in a new setting, practitioners conclude the research was false, the intervention is universally ineffective, or research cannot apply to schools—missing the external validity problem: the research was done under specific conditions, and transfer to diverse students, lower dosage, or different contexts may reduce effect.","indirect-direct-confusion","Distractor A leaps to research fraud, an unlikely explanation that short-circuits valid analysis. Distractor B invalidates the entire research base, when the issue is contextual fit, not falsity. Distractor D generalizes one transfer failure to school psychology's research foundation, a massive overgeneralization. Teach: 'External validity is about settings, populations, dosage. A 12-session protocol may work in a university clinic but fail in a 3-session school version. The research is sound; the transfer is the question.'"
"PQ_RES-02_8","ESSA's Evidence Tiers are confused with school funding levels, achievement-based school classifications, or teacher credentials—missing the core definition: a methodological hierarchy ranking research by design rigor, from RCTs (Tier 1) to anecdotal evidence (Tier 4).","component-confusion","Distractor B mistakes Evidence Tiers for financial incentives tied to student outcomes. Distractor C conflates Tiers with school performance labels and achievement gaps. Distractor D associates Tiers with workforce qualifications. Show the four tiers explicitly: Tier 1 = RCTs, Tier 2 = quasi-experiments, Tier 3 = correlational studies, Tier 4 = anecdotal. Ask: 'Which tier are we targeting when we choose an ESSA intervention?' Use concrete interventions to practice tier-assignment."
"PQ_RES-02_9","The What Works Clearinghouse is misunderstood as primarily empowering professional judgment, providing encyclopedic coverage of all intervention elements, or serving special education law—rather than recognized as a rigorous evidence-review body that rates intervention effectiveness against consistent standards to help practitioners identify stronger-evidence options.","role-confusion","Distractor A emphasizes professional discretion as WWC's main message, when WWC's core function is quality-standardized rating. Distractor C assumes comprehensiveness across all domains, when WWC focuses narrowly on intervention efficacy evidence. Distractor D anchors WWC in special education law, a misapplication of its broader applied-research purpose. Clarify: 'WWC says: Here's an intervention. Here's how strong the evidence is (Tier 1, Tier 2, etc.). Use that to inform your choice—not as a mandate, but as better information than vendor claims alone.'"
