UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
PQ_SWP-02_19,"Students misinterpret early intervention as a labeling or exclusionary mechanism, rather than recognizing its prevention purpose—to forestall retention itself by addressing skill gaps early in their emergence. This conflates intervention type with deficit labeling.",purpose-confusion,"Distractor B assumes early intervention's goal is to classify students negatively or assign disability labels, when the explicit purpose is prevention (avoiding the more harmful outcome of retention). Distractor C believes early intervention segregates students, ignoring that Tier 1/2 interventions occur within inclusive general education settings. Distractor D suggests interventions are surface-level without addressing root causes, missing the multilevel assessment logic of RTI/MTSS that diagnostic assessment feeds intervention design. Teach: Frame early intervention as 'early prevention' using a public health analogy: vaccinating children prevents disease (early intervention prevents need for retention). Contrast with retention, which is a reactive response to already-entrenched difficulty. Show a simple timeline: early identification → targeted intervention → skill recovery → advancement vs. no intervention → years of failure → retention needed."
PQ_SWP-02_2,Students default to end-point placement decisions (retention or tracking) rather than recognizing that evidence-based reading intervention delivered at the student's instructional level is the research-supported first step. This reflects substitution of structural placement for instructional intensity.,prerequisite-skipping,"Distractor A equates lack of intervention with social promotion, missing the crucial middle ground of intensive intervention while remaining in grade. Distractor C prescribes retention—re-teaching the same content at the same instructional level—which research shows does not improve reading outcomes. Distractor D recommends lower-track placement as a 'targeted' solution, when low-track instruction typically reduces exposure to grade-level content and widens achievement gaps. Teach: Show three pathways: (1) intensive intervention in-grade (works for most), (2) retention (doesn't work, harms motivation), (3) tracking (lowers content exposure). Anchor on reading science: decoding deficits are fixed through systematic, explicit instruction, not by age or repetition of grade. Use case example of a 3rd grader with phonics gaps receiving Tier 2 intervention and catching up by end of year."
PQ_SWP-02_20,"Students collapse complex policy decisions into either rigid universalism or family-driven choice, missing the evidence-based middle ground where school policies are flexible enough to accommodate individual circumstances without ceding professional judgment to family preference or student self-determination. This reflects false dichotomy reasoning.",eligibility-criteria-confusion,"Distractor A enforces retention policy uniformly, ignoring that one-size-fits-all retention guarantees inequitable outcomes (e.g., EL students, gifted students with anxiety, and students in high-quality summer intervention are harmed by blanket policy). Distractor C defers to family preference as the decision driver, assuming families have access to data (research, intervention results, readiness assessments) and are without pressure—they are not. Distractor D empowers student self-determination, attributing decision-making capacity to children who cannot accurately gauge their own academic readiness and lack long-term perspective. Teach: Use a decision matrix: school gathers data (achievement, intervention response, readiness indicators, alternatives), presents evidence-based options to family with professional recommendation, and family consent is informed and voluntary—not dictating. Show the harms of each distractor: universal retention (inequity), family-driven (decision by uninformed proxy), student-driven (developmental limitations)."
PQ_SWP-02_3,"Students treat academic redshirting as universally beneficial or universally harmful, missing the conditional research showing potential developmental benefit offset by age-stratification harms and disparate impact on minority and low-income children. This reflects dichotomous thinking about a nuanced outcome.",scope-overgeneralization,"Distractor A assumes all young children benefit from waiting a year, ignoring that benefits (if any) are small, conditional on developmental immaturity, and do not apply equally across groups. Distractor C claims redshirting is uniformly harmful, ignoring that a small subset of developmentally delayed children may show marginal benefit. Distractor D restricts redshirting to students with disabilities, missing that the practice is predominantly used for non-disabled young children and that disability status does not indicate whether a specific child needs delay. Teach: Introduce the concept of moderation—redshirting has weak, inconsistent positive effects for some, is largely used by affluent families (increasing inequality), and concentrates older students in lower-income and minority cohorts (worsening segregation patterns). Show data: redshirting is not a magic solution and can backfire on equity."
PQ_SWP-02_4,Students treat testing and retention policies as separate decisions when high-stakes testing regimes have empirically increased retention rates as schools attempt to demonstrate accountability through placement decisions. This reflects disconnection between policy domains.,model-conflation,"Distractor A assumes testing and retention operate independently, ignoring the feedback loop where high-stakes testing pressure drives retention as an accountability 'tool' (even though retention doesn't improve test scores). Distractor C assumes high-stakes testing improves instruction and therefore reduces retention, conflating test pressure with instructional quality improvement (evidence does not support this). Distractor D attributes retention solely to student achievement, ignoring the policy-mediated pathway where testing mandates shift how schools respond to low achievement. Teach: Trace the policy pathway: high-stakes test → pressure on schools → schools use retention to show 'intervention' and accountability → retention rates spike. Use comparative state data (Texas vs. states without high-stakes mandates) to show retention rate divergence coinciding with testing policy adoption."
PQ_SWP-02_5,"Students prioritize retention as a solution rather than recognizing that an integrated approach combining summer remediation, promotion with support, and sustained Tier 2/3 intervention produces better long-term outcomes. This undervalues combinatorial intervention design.",treatment-assessment-confusion,"Distractor B prescribes retention without instructional change, assuming time alone fixes deficits—a contradiction of RTI logic that interventions must be adjusted based on data. Distractor C proposes acceleration as a motivational tool for a struggling student, confusing grade-level advancement with intervention and ignoring that unmotivated students are harmed by being thrown into accelerated content. Distractor D excludes the student from general education, abandoning inclusion principles and depriving the student of access to grade-level content and peer relationships. Teach: Use an integration model: summer intervention (intensive, targeted) + promotion to next grade (keeps student with age peers, preserves motivation and social development) + continued Tier 2 monitoring in regular class (prevents re-emergence of gaps). Contrast with retention (single intervention, low efficacy, high cost to motivation/behavior)."
PQ_SWP-02_6,"Students believe that rigid, homogeneous grouping is a neutral or beneficial sorting mechanism when research shows between-class tracking systematically widens achievement gaps by concentrating low-expectation instruction and peer effects. This reflects blind spot to segregation's consequences.",component-confusion,"Distractor A endorses rigid tracking as universally appropriate, ignoring the stratification of instruction quality (lower tracks receive less demanding content, less expert teachers, fewer enrichment opportunities). Distractor C treats tracking as neutral with no effect, contradicting decades of research showing tracked systems increase gap trajectories. Distractor D rejects all grouping as harmful, conflating flexible, responsive grouping (e.g., Guided Reading levels) with rigid, between-class tracking (which is harmful). Teach: Distinguish between grouping tools: flexible within-class grouping (students move as skills improve) produces no gap widening; rigid between-class tracking (static, segregated, different curriculum) widens gaps. Show achievement gap curves under each condition: flexible grouping produces parallel growth; tracking produces diverging trajectories."
PQ_SWP-02_7,"Students overgeneralize detracking as either a universal panacea or a uniform threat, missing the conditional research showing detracking success depends on high-quality instruction, professional development, and differentiation—not on detracking itself. This reflects failure to specify implementation conditions.",developmental-stage-mismatch,"Distractor A assumes detracking universally improves achievement if teachers receive professional development, oversimplifying—PD alone is necessary but not sufficient without ongoing coaching and differentiation systems. Distractor C assumes detracking inherently disadvantages gifted students, conflating detracking with removal of challenging curriculum (they are not the same; mixed-ability classes with strong differentiation protect advanced learners). Distractor D treats detracking as a social-justice-only intervention unrelated to achievement, ignoring that equity and excellence are aligned when differentiation is strong. Teach: Build a contingency model: detracking + strong differentiation + expert instruction → benefits for both low and high achievers; detracking without differentiation → gaps widen. Use case comparison: detracking in a school with weak differentiation systems (negatives) vs. a school with robust Guided Reading and tiered task design (positives)."
PQ_SWP-02_8,"Students assume mandatory retention policies produce straightforward improvements when Florida's research shows implementation effects are complex and outcomes are mixed—some small gains in reading offset by large negative effects on motivation, behavior, and dropout risk. This ignores policy-practice interaction effects.",validity-reliability-confusion,"Distractor A claims the policy significantly improved outcomes, oversimplifying the mixed research (initial reading gains were small and often temporary; long-term dropout and behavior costs were large). Distractor C treats the policy as ineffective, partially true but misses the small initial gains in some grade 3 reading measures (before long-term harms became apparent). Distractor D attributes gains only to high-performing students, inventing a false subgroup effect not supported by data (the harm fell most heavily on low-performing students). Teach: Use a balanced-harm frame: mandatory retention may show short-term reading metric improvements but at the cost of large increases in dropout, behavioral infractions, and disengagement—a poor trade-off. Show the difference between measured outcome (reading test score at grade 3) and ultimate outcome (high school graduation, long-term employment)."
PQ_SWP-02_9,"Students confuse the Joplin Plan's segregation failure with unrelated policies (retention mandates, summer school), missing that the Joplin Plan was specifically a desegregation strategy that preserved tracking and therefore maintained within-school segregation. This reflects category confusion in policy history.",label-retrieval,"Distractor A misidentifies the Joplin Plan as a retention policy, confusing two distinct policy domains (retention vs. desegregation). Distractor B partially grasps the tracking issue but misses that the Joplin Plan's specific failure was allowing tracked classes to remain segregated even after school integration. Distractor D attributes the Joplin Plan to summer school mandates, conflating unrelated intervention types. Teach: Use a historical timeline: (1) Segregation by law → (2) Court desegregation orders (schools must integrate) → (3) Joplin Plan (integrate schools but preserve tracking) → (4) Tracking preserves segregation because all advanced tracks are majority-white, all basic tracks are majority-minority (desegregation goal defeated). Use classroom rosters to show how a school can be integrated at the building level yet segregated at the classroom level through tracking."
