"UNIQUEID","dominant_error_pattern","error_cluster_tag","instructional_red_flags"
"item_011","Practitioners defer parent notification until after assessment completion, reversing the sequencing priority that requires simultaneous notification and safety evaluation in suicide crisis protocol.","sequence-inversion","Choice B notifies administration but not parents as a first step. Choice C involves social workers before notifying parents. Choice D frames parent contact as a request for outside assessment rather than immediate school-based action. Misconception: 'We assess first, then call parents.' Teach suicide crisis protocol: Step 1 = *Notify parents immediately* (safety is joint responsibility). Step 2 = *Conduct assessment* (may occur with or without parent present, depending on emergency). Step 3 = *Safety planning + follow-up*. Do not permit assessment sequencing to delay parent notification; these occur in parallel once ideation/drawings are identified."
"item_013","Students propose single-level or paired interventions (classroom education, school-wide campaigns) without recognizing multiagency and family engagement as essential for community-wide substance abuse prevention.","scope-undergeneralization","Choice A focuses classroom-level intervention only. Choice B emphasizes school-wide campaign as primary. Choice C trains teachers in communication but ignores family/community. Misconception: 'We can solve community drug problems with school programs.' Teach: School-based intervention requires *nested levels*: (1) Individual classroom education (awareness), (2) School-wide norms and policies (enforcement), (3) Family engagement (parental monitoring + family conversations), (4) Community coordination (law enforcement, treatment services, faith organizations). No single level suffices. When the community itself has substance abuse prevalence, schools must convene stakeholders, share disaggregated data on student use/exposure, and coordinate referral pathways to treatment."
"item_016","Learners omit parent notification as a distinct legal obligation, instead embedding it within broader mental health service provision or alternative interventions like conflict resolution.","consent-confidentiality-confusion","Choice B assumes mental health support adequately addresses notification duties. Choice C treats school counselor involvement as a substitute for parent contact. Choice D presumes restorative practices satisfy the duty-to-warn. Misconception: 'As long as we help them, we don't need to call parents.' Teach the hierarchy: (1) *Legal duty-to-warn* = parents of targeted/threatened children must be notified of aggressive/threatening behavior, independent of internal services. (2) *Mental health services* = counselor/psychologist support is additional, not a replacement for notification. (3) *Restorative practices* = useful for long-term accountability but cannot substitute for timely parent notice. Notify parents first; then layer services and restorative options."
"item_075","Students reorder threat notification sequence, attempting assessment or mediation before concurrent notification of administration and parents—delaying critical safety communication.","sequence-inversion","Choice A conducts assessment before notification. Choice B employs mediation before notifying parents/administration. Choice C consults about procedures before acting. Misconception: 'We figure out what happened, then tell parents.' Teach threat response protocol: *Immediate* actions (before or concurrent with assessment) include notifying administration and parents of all threatened children. *Then* conduct threat assessment to determine substantiveness. *Then* implement response (monitoring, safety planning, consequences). Do not delay notification to wait for assessment completion; notification and assessment occur in parallel. Parent notification is a *protective action*, not an informational courtesy."
"item_089","Learners identify individual interventions or frameworks (suspension practices, special education inclusion, IEPs, RTI/MTSS) as inequitable when the actual threat is systemic *disproportionality*—the unequal application or outcome of those practices across racial/ethnic groups.","scope-overgeneralization","Choice A frames suspension as the threat (not the unequal *use* of suspension). Choice B assumes inclusion practices inherently threaten equity. Choice C conflates IEP provision with inequity. Misconception: 'Suspension is bad' or 'Inclusion is bad.' Teach: Individual practices (suspension, RTI, IEP) are neutral; *disproportionality* occurs when practices are *applied unequally* across groups. Example: All students may receive RTI, but if Black students are over-referred to special education at 2× the rate of White students despite similar presenting problems, *disproportionality* is the threat to equity, not RTI itself. Analyze disaggregated data to identify where *rate differences* exist."
"item_103","Practitioners reduce systemic injustice analysis to individual bias dimensions (administrative bias, gender privilege, cognitive bias) when examining root causes, sidelining the structural racism framework needed for institutional equity change.","tier-level-confusion","Choice B substitutes administrative bias (individual decision-maker beliefs) for systemic racism (institutional structures). Choice C confuses gender equity mechanisms with racial injustice. Choice D mistakes cognitive bias (perception distortion) for systemic racism. Misconception: 'If administrators stop being biased, equity will improve' or 'Gender privilege and racism are the same problem.' Teach: *Systemic racism* refers to institutional policies, practices, and resource allocation patterns that advantage/disadvantage racial groups regardless of individual administrator intent. Examples: Discipline policies written race-neutrally but enforced more harshly for Black students; gifted referral processes requiring subjective recommendations (prone to bias) rather than objective assessment. Addressing it requires policy/practice changes, not just implicit bias training."
"item_116","Learners reverse Safe School Initiative findings by assuming a predictive profile for school shooters exists, despite research demonstrating perpetrators are heterogeneous and no single profile reliably identifies who will act.","overgeneralization","Choice B assumes bullying is universal in perpetrator histories. Choice C assumes impulsive action without planning. Choice D assumes no concerning observable behavior precedes attacks. Misconception: 'There's a profile—quiet, bullied loner who acts suddenly.' Teach: No uniform profile exists. Safe School Initiative found perpetrators *vary* in family background, peer relationships, prior disciplinary history, and personality. However, most had *engaged in behaviors causing concern*, and most *planned* (not acted impulsively). Avoid profiling; instead focus on *concerning behaviors and planning indicators* as universal red flags, not personality traits."
"item_124","Students conflate accountability or compliance-driven practices (zero tolerance, tracking, retention) with NASP-endorsed evidence-based frameworks when NASP actively opposes these approaches in favor of threat assessment and multitiered support.","model-conflation","Choice A assumes ability tracking is endorsed by NASP. Choice C assumes zero tolerance is NASP-recommended. Choice D assumes retention is NASP policy. Misconception: 'Schools use these practices, so NASP must support them.' Teach NASP official positions: *Threat assessment training* is endorsed (supported by evidence, Safe School Initiative, VSTAG). *Zero tolerance* is explicitly opposed (creates disparate impact, doesn't prevent violence, removes discretion). *Tracking* is opposed (correlates with disproportionality in special education). *Retention* is opposed (doesn't improve outcomes, increases dropout risk). Know NASP position statements; they represent evidence-based advocacy, not merely organizational preference."
"item_173","Learners subordinate continuous student supervision to sequential procedural tasks (securing parent permission, informing administrators), failing to recognize that suicide assessment safety protocol prioritizes never leaving a suicidal student unattended.","prerequisite-skipping","Choice A requires parent permission before conducting assessment (blocks immediate safety action). Choice B prioritizes administrator notification (procedural notification over immediate physical safety). Choice D assumes single-clinician assessment is acceptable. Misconception: 'We need to do paperwork and permissions before we make sure they're safe.' Teach suicide assessment *safety protocol*: (1) *Do not leave the student alone* at any point (while assessing, while waiting for parent contact, while arranging referral). (2) Maintain continuous line-of-sight observation. (3) Assign second staff member to co-monitor if assessment is prolonged. (4) *Parallel actions*: while keeping student supervised, notify parents, document findings, arrange hospitalization/referral. Parent permission is desired but does not override immediate safety supervision."
"item_184","Test-takers conflate evidence-based frameworks (MTSS, RTI, Section 504) with systemic inequity, confusing effective practices with their *application* patterns when disproportionality is the actual equity threat.","model-conflation","Choice A incorrectly identifies MTSS/RTI as inequitable (they are prevention frameworks). Choice B assumes special education inclusion is inequitable (inclusion itself is not; unequal *access* to quality inclusion is). Choice C assumes 504 plans create inequity (504 is legal accommodation; disproportionate *underidentification* of students who need it is inequitable). Misconception: 'MTSS and RTI cause disproportionality' or 'Section 504 is unfair.' Teach: These are structures/tools. *Disproportionality* occurs when (1) referral patterns are unequal across racial groups, (2) eligibility decisions apply different thresholds by race, or (3) quality of services varies by race. Example: RTI itself is neutral; if Black students are over-referred to special education *via* RTI without equal opportunity for Tier 1/2 success, the tool amplifies disproportionality. Analyze *where in the process* inequality enters, not whether the framework exists."
