UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_ACA-04_1","Students reverse the gradual release sequence, expecting independent practice before teacher modeling, misunderstanding the foundational role of expert demonstration.","prerequisite-skipping","Watch for students selecting options that position student attempts before teacher input. Reteach the 'I do-We do-You do' progression explicitly, having students sort cards with each phase. Highlight why teacher modeling first prevents students from encoding incorrect procedures."
"PQ_ACA-04_10","Mnemonics are conflated with deeper conceptual learning, leading students to believe acronyms and rhymes teach understanding rather than encoding discrete facts.","model-conflation","Flag when students claim mnemonics help with 'understanding' concepts. Have them apply a mnemonic to a simple concept (e.g., PEMDAS for order of operations) and another to a complex one (fractions), comparing outcomes. Emphasize: mnemonics encode facts, comprehension requires more."
"PQ_ACA-04_11","Chunking is misunderstood as either presenting information without organization or dividing data into arbitrary pieces, missing that meaningful unit structure is the core mechanism.","component-confusion","Listen for students who think chunking means reducing information quantity or presenting less. Give a worked example: chunk phone numbers (555-1234) vs. random digits, then measure recall. Show that organization, not reduction, drives the benefit."
"PQ_ACA-04_12","Visual supports are seen as eliminators of explanation, when in fact they serve to clarify and supplement written text, not replace it.","scope-overgeneralization","Check whether students think visual supports work for all learners equally or are designed for only younger students. Provide a counterexample: a complex data visualization used in graduate-level courses. Clarify that supports enhance rather than replace language."
"PQ_ACA-04_13","Active responding is confused with teacher acknowledgment of correctness, so students think only correct answers count as participation.","purpose-confusion","Identify students who hesitate to contribute because they fear 'being wrong.' Model explicitly that active responding values attempts, questions, and error-clarification. Use a low-stakes practice protocol: ask for 'I think it's X, but I'm not sure' responses and honor them."
"PQ_ACA-04_14","Spaced practice is underestimated for long-term retention because students conflate immediate performance with lasting learning, preferring massed practice for short-term test boosts.","causation-correlation","Ask students whether they studied the night before an exam and how well they remembered material a month later. Show data: cramming = high immediate recall, low retention. Explain spacing increases neural consolidation, not immediate test ease."
"PQ_ACA-04_15","Interleaving is rejected as harder for struggling learners, when research shows all learners benefit, though the learning feels slower initially.","population-confusion","Notice students who say interleaving should only come after blocked practice 'for struggling students.' Provide a side-by-side study: blocked vs. interleaved for the same skill. Show similar final outcomes but more discrimination with interleaving. Affirm it's harder during learning, better after."
"PQ_ACA-04_16","Error correction is avoided due to misbelief that feedback harms self-esteem, when research shows specific, immediate correction actually supports confidence and skill growth.","indirect-direct-confusion","Detect students who conflate criticism with correction. Model the difference: 'You added when you should subtract' (direct, actionable) vs. 'That's wrong' (vague, ego-threatening). Practice phrasing corrections as step-by-step guides, not judgments."
"PQ_ACA-04_17","Frequent feedback is seen as overwhelming when it actually prevents drift from correct procedures; students prefer delay, allowing misconceptions to consolidate.","scope-undergeneralization","Observe whether students recommend infrequent feedback to 'avoid overload.' Conduct a mini-experiment: give one group feedback every response, another weekly. Show that frequent feedback reduces error persistence. Address the concern: feedback overload is about volume of information, not frequency of signals."
"PQ_ACA-04_18","Cooperative learning is selected primarily for efficiency (reducing preparation burden) rather than for the pedagogical benefits of peer engagement and individual accountability.","role-confusion","Ask students why cooperative learning is effective; if they say 'to reduce teacher work,' reteach the mechanism: interdependence + peer teaching = deeper processing. Use a jigsaw task to show how each student must learn independently to teach their piece."
