UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_MBH-05_1","Students conflate emotional processing regions with executive function circuits, assigning emotional memory's role to the prefrontal cortex's actual function of impulse regulation.","model-conflation","Distractor A (amygdala) confuses fear circuits with executive control. Teach: amygdala = emotional threat detection; PFC = planning and self-regulation. Use a side-by-side diagram showing how trauma heightens amygdala but weakens PFC feedback."
"PQ_MBH-05_2","Students misidentify underactivity as the mechanism of trauma symptoms, failing to recognize that amygdala hyperactivity drives hypervigilance and exaggerated startle responses.","component-confusion","Distractor A (prefrontal overactivity) inverts the trauma signature. Clarify via neuroimaging: chronic trauma shows amygdala enlargement + hyperactivation, not prefrontal dominance. Frame trauma recovery as gradually restoring prefrontal regulation of amygdala threat detection."
"PQ_MBH-05_3","Students apply serotonin's mood function to ADHD, missing dopamine's specific role in prefrontal attention and striatal motivation circuits.","purpose-confusion","Distractor A (serotonin system) mislabels the neurotransmitter. Build a chart: dopamine -> attention/motor planning; serotonin -> mood/anxiety. Show how stimulants boost dopamine in prefrontal cortex to enhance focus, not serotonin."
"PQ_MBH-05_4","Students restrict SSRIs' scope to serotonin only, overlooking depression's polyamine etiology while confusing unrelated neurotransmitter systems.","scope-undergeneralization","Distractor D (glutamate exclusively) and A (dopamine alone) narrow or misidentify the mechanism. Teach: SSRIs block serotonin reuptake; depression involves serotonin AND norepinephrine insufficiency. Show dual-action antidepressants (SNRIs) as evidence of polyamine involvement."
"PQ_MBH-05_5","Students assign growth or metabolic hormones stress-response roles, missing cortisol's unique neurotoxic effects on hippocampal memory and prefrontal regulation under chronic elevation.","label-retrieval","Distractor A (growth hormone) and C (insulin) misidentify the stress hormone. Emphasize cortisol's dosage-sensitivity: healthy acute response vs. toxic chronic elevation. Use a timeline showing how 3+ months of high cortisol impairs memory consolidation and executive function."
"PQ_MBH-05_6","Students incorrectly claim the brain becomes fixed after early childhood, denying neuroplasticity's lifespan persistence and confusing critical periods with absolute developmental windows.","developmental-stage-mismatch","Distractor B (inability after childhood) and C (fixed structures) both collapse ongoing neural malleability. Counteract with examples: adult learning, recovery after stroke, skill development in later life. Use case studies of 60+ year-old new language learners."
"PQ_MBH-05_7","Students over-apply critical period logic, treating missing a window as rendering future learning impossible rather than simply harder due to reduced plasticity.","scope-overgeneralization","Distractor B (impossible or impaired) and D (all learning in infancy) both overstate criticality. Clarify: critical periods create optimal windows but not absolute deadlines. Example: blind adults recovering vision show late visual system rewiring; children adopted post-language window still acquire language."
"PQ_MBH-05_8","Students attribute spatial navigation memory functions to executive-control or motor regions, overlooking the hippocampus's unique role in consolidating episodic memory and place representation.","role-confusion","Distractor B (prefrontal cortex) and D (cerebellum) misassign functions. Build recognition via explicit contrast: the hippocampus is the 'save button' for experiences and spatial maps; the prefrontal cortex is the decision-maker; the cerebellum is the movement sequencer. The classic patient H.M. case demonstrates total hippocampal loss eliminating all new memory consolidation while preserving other cognitive functions."
"PQ_MBH-05_9","Students mislocate language areas to the posterior or subcortical structures, confusing broader language network with the specific frontal-temporal left-hemisphere dominance of Broca's and Wernicke's areas.","prerequisite-skipping","Distractor A (cerebellum) and B (occipital) both misplace language circuits. Drill the anatomy: Broca's = left inferior frontal (speech production); Wernicke's = left superior temporal (comprehension). Show aphasia case studies tied to lesion location."
"PQ_MBH-05_10","Students claim the hemispheres are functionally identical or that the right hemisphere exclusively handles language, denying the left hemisphere's language and logic dominance.","tier-level-confusion","Distractor A (identical) and C (right language) both distort lateralization. Teach specialization, not strict exclusivity: left dominates language/logic; right dominates spatial/holistic. Use split-brain research showing each hemisphere's independent processing when disconnected."
