"UNIQUEID","dominant_error_pattern","error_cluster_tag","instructional_red_flags"
"PQ_SAF-04_1","Students conflate evidence-based safety planning with older discredited interventions, selecting no-harm contracts without recognizing current NASP guidance and research on collaborative planning's superiority.","label-retrieval","Choice A (no-harm contracts) reflects outdated practice that research has found ineffective; students may memorize contracts as a safety tool without updating to current evidence. Choice C (immediate hospitalization) represents severity-mismatch thinking—equating any self-harm risk with acute inpatient need rather than matching intervention intensity to risk level. Choice D reflects the myth that discussing suicide increases risk, which directly contradicts trauma-informed assessment. Teach: Show research timeline of safety planning evidence; practice tier-matching scenarios (low vs. acute risk → different interventions)."
"PQ_SAF-04_10","Students underestimate the school's triage and coordination role, jumping to either mass referral, internal-only services, or passive waiting rather than proactive advance relationship-building with community providers.","role-confusion","Choice A (refer all without assessment) strips away the school's critical triage gatekeeping function; students may assume 'external coordination' means indiscriminate external handoff. Choice C (school-only services) reflects a turf-protection misconception about what schools can sustainably deliver alone. Choice D (wait passively) mistakes schools' role as secondary responder when research establishes proactive pre-crisis pathway coordination as essential. Teach: Map community agencies in your own district; role-play triage conversation deciding who needs what level of support."
"PQ_SAF-04_11","Students misattribute time-bounded grief symptom recurrence to pathology or failed processing, failing to recognize anniversary reactions as normative even in well-adjusted bereaved individuals.","developmental-stage-mismatch","Choice A (delayed grief disorder) pathologizes a predictable phenomenon—students may confuse 'recurring symptoms' with 'disorder' without knowing that recurrence is normative recovery. Choice C (unprocessed grief) reflects a misconception that grief processing is linear/complete and that setbacks signal failure. Choice D (poor overall coping) over-generalizes a time-specific symptom cluster to global functioning without evidence. Teach: Present case vignette of an anniversary reaction in a student who has otherwise adapted well; distinguish temporary spike from persistent disorder."
"PQ_SAF-04_12","Students narrow postvention to the most acute cases, missing the universal-to-targeted continuum and the role of early moderate-risk identification in preventing crisis escalation.","scope-undergeneralization","Choice A (only most severe) leaves moderate-risk students unmonitored until they decompensate; students may assume scarcity of resources justifies triage-only approach. Choice C (immediate normalcy) reflects the misbelief that rapid return to routine minimizes disruption when it actually abandons transitional support. Choice D (exclude severe grief students) reveals a harmful exclusion logic—students may think visible distress is disruptive rather than seeing it as an indication of where support is needed. Teach: Show a tiered response diagram; identify which students land in each tier and what support each tier receives."
"PQ_SAF-04_13","Students conflate Psychological First Aid (non-clinical stabilization) with formal psychotherapy or formal diagnosis, misplacing what PFA does and when it occurs in the crisis sequence.","treatment-assessment-confusion","Choice A (initiate formal psychotherapy) represents a premature intervention timing error—students may not realize PFA precedes any structured therapeutic work. Choice C (formal diagnostic assessment) confuses the stabilization phase with the evaluation phase; students may believe identifying diagnoses is the immediate priority. Choice D (prevent all trauma symptoms) reflects unrealistic expectation-setting—students may think PFA is prophylactic rather than harm-reducing. Teach: Use the crisis timeline (immediate → stabilization → assessment → treatment); show what PFA practitioners actually do (practical help, connection, information) versus what they don't."
"PQ_SAF-04_14","Students conceptualize crisis recovery as either incident-focused (blame/punishment) or reputation-focused (suppression) rather than healing-focused, missing the scope of ongoing trauma support and community trust rebuilding.","purpose-confusion","Choice A (safety-only) stops too early in recovery—students may equate 'response' with 'immediate safety' without extending to medium/long-term healing. Choice C (blame and punishment) frames recovery as adjudication rather than care; students may conflate incident investigation with the recovery phase. Choice D (minimize public awareness) reflects institutional self-protection over survivor care; students may believe transparency harms the school rather than enables trust recovery. Teach: Distinguish crisis phases explicitly (immediate → recovery); show examples of healing-focused versus punitive statements; practice transparent community messaging."
"PQ_SAF-04_15","Students discount off-campus crisis impact on the school community, failing to recognize secondary traumatic stress and the school's proactive support obligation when students are affected by external loss.","scope-overgeneralization","Choice A (students are fine because crisis was off-campus) denies the reality of secondary trauma—students may assume location containment prevents psychological impact. Choice C (academic catch-up only) treats trauma symptomatology as an academic deficit rather than as a prerequisite barrier to learning. Choice D (wait for family requests) reflects passive gatekeeping when evidence mandates proactive identification; students may underestimate trauma's impact on help-seeking. Teach: Present data on secondary trauma in off-campus tragedy survivors; show how unaddressed trauma blocks academic recovery; practice proactive outreach language."
"PQ_SAF-04_16","Students either prohibit all memorials out of contagion fear or allow unlimited memorialization without guardrails, missing the evidence-based middle path that balances remembrance with responsible practice restriction.","tier-level-confusion","Choice A (prohibit all) overcorrects out of contagion fear; students may not know that evidence supports appropriate structure rather than total elimination. Choice B (allow unlimited) assumes good intentions prevent harm; students may not understand that memorial prominence and method detail elevation drive contagion. Choice D (family preference only) surrenders the school's independent contagion-prevention duty; students may see family inclusion as the only criterion when schools must set guardrails. Teach: Show before/after examples of appropriate versus inappropriate memorials; teach specific restrictions (no method detail, no prominence elevation); involve families within school-set boundaries."
"PQ_SAF-04_17","Students attribute crisis-driven mood disorder emergence to coincidence or exaggeration, failing to recognize secondary trauma and complicated grief as documented population-level mental health responses to tragedy.","causation-correlation","Choice A (coincidence) denies causation in a predictable temporal cluster—students may not understand that crisis-precipitated depression in multiple students is an expected response, not random. Choice B (exaggeration) dismisses professional observation; students may discount teacher reports without recognizing them as front-line clinical data. Choice D (malingering) reframes genuine distress as behavior management problem; students may invoke attention-seeking to avoid acknowledging secondary trauma severity. Teach: Present epidemiology data on post-crisis depression clusters; explain secondary trauma pathways; practice believing and responding to teacher observations."
"PQ_SAF-04_18","Students swing between adult-only planning and reactive-only crisis engagement, missing the preventive and skill-building value of age-appropriate student involvement in preparedness and planning.","prerequisite-skipping","Choice A (never involve students) excludes a population whose preparedness directly improves outcomes and whose anxiety drops with involvement. Choice C (only post-incident) reverses the sequence—students may believe crisis involvement is reactive care only, not preventive skill-building. Choice D (secondary grades only) applies an age restriction without evidence; students may assume elementary students lack readiness for simplified crisis preparedness. Teach: Show research on preparedness drill benefits at each grade level; practice age-appropriate messaging (concrete for elementary, abstract for secondary); plan a simple drill walkthrough with student narration."
