UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"item_031","Treating therapeutic and diagnostic services as automatic entitlements under FAPE without recognizing that counseling and assessment require explicit informed parental consent regardless of education setting.","population-confusion","Students choosing A or D skip consent entirely. Teach: FAPE provides education services, not unconsented counseling. Option B (written parental permission first) is the gate. Use a boundary scenario: Would you counsel a regular ed student without parental permission just because they attend a public school? Show why that logic fails."
"item_044","Escalating colleague misconduct directly to administration or threatening external reporting without first attempting private collegial dialogue.","sequence-inversion","Students who pick B or C jump the sequence. Teach the escalation ladder: (1) direct conversation, (2) if unresolved, escalate. Option A (attempt to talk) is foundational. Option B (immediate administration report) and C (ultimatum) skip the restorative step. Use a scenario: If you threaten before talking, you close dialogue and force escalation."
"item_047","Assuming informed consent is always required before brief emergency intervention and missing the ethical exception that allows immediate intervention during acute crisis.","purpose-confusion","Students who choose A or D conflate crisis consent with elective consent. Teach the distinction: Elective services require prior consent; crisis intervention allows brief response if there's imminent danger. Option B (brief intervention in emergency without permission) saves the student. Show why C (referral) and D (waiting) leave the student without immediate support."
"item_048","Delaying the explanation of confidentiality limitations until after therapeutic rapport develops or conflating parental informed consent with student confidentiality notice.","developmental-stage-mismatch","Students choosing B, C, or D postpone the disclosure. Teach: Timing matters for ethics and informed participation. Students need to know limits before disclosing sensitive information. Option A (initial meeting) sets the frame. Show why B (after rapport) is too late—the student may have already shared. Option D (parental consent alone) doesn't inform the student."
"item_079","Treating suspected child abuse observations as discretionary reports that depend on additional questioning or collaboration rather than immediate mandatory reporting to authorities.","treatment-assessment-confusion","Students choosing A, B, or C add steps that delay reporting. Teach the mandated reporter standard: Observe suspected abuse → Report immediately to child protective services or law enforcement. No interviewing the student first (C). No collaboration delay (B). No debate about obligation (A). Option D is direct and mandatory."
"item_081","Assuming school psychologists have no scope to discuss medication considerations with parents or that such discussions require prior releases before simply raising the topic as an evidence-informed recommendation.","role-confusion","Students picking B or C over-restrict scope. Teach: School psychologists can discuss medication as one option after assessment shows ADHD indicators. Option A (suggest after assessment indicating ADHD traits) is the standard. Show why B (never discuss) artificially limits helpful conversation and C (need release first) creates unnecessary barriers to recommending evaluation to a medical provider."
"item_084","Conflating administrative notification with mandated reporting duty or assuming collaborative processes substitute for direct reporting to child protective services/law enforcement.","indirect-direct-confusion","Students choosing A, C, or D add steps or alternative pathways. Teach the direct mandate: Suspected abuse → Report to police or social services (child protective services). Option B is the legal and ethical standard. Show why A (admin) is internal and insufficient, C (gather first) delays the report, and D (collaborate) may fragment accountability."
"item_101","Letting budget constraints, staffing shortages, or administrative pressure override professional ethical obligations and accepting directives that conflict with best practice standards.","validity-reliability-confusion","Students who select A or B accept non-compliance. Teach: Budgets don't excuse ethics. Option C (acknowledge ethics, assert necessity of both group and individual services) is the professional stance. Show why A is capitulation and B is lip service without action. Use a scenario: If a principal says 'No reading intervention,' would you comply? The same standard applies here."
"item_154","Misidentifying the threshold for confidentiality breach by treating self-harm, anger, or LGBTQ+ identity disclosure as reportable matters rather than recognizing imminent danger as the standard.","norm-criterion-confusion","Students choosing A, B, or C conflate distress with danger. Teach the breach standard: Imminent danger to self or others. A (self-scratching for coping) is self-harm, not imminent danger. B (permission alone doesn't justify breach without danger). C (fighting plan) is anger, not imminent danger. Option D (sexual identity disclosure) requires no breach—it's identity, not danger."
"item_210","Assuming public school employment prohibits private practice or treating special education referral as a complete response to a private evaluation request from a licensed practitioner.","scope-undergeneralization","Students choosing A, C, or D unnecessarily restrict scope. Teach: Licensed school psychologists can provide private assessment services outside school hours and outside their district. Option B (accept if licensed and qualified) recognizes the distinction between role-based restrictions (can't assess for private gain during school work) and professional capabilities (can practice privately if qualified). Show why C conflates free public services with prohibition of private services."
