UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_ACA-07_19","Reversing the foundational skill sequence by placing phonemic awareness instruction before letter recognition, disrupting the evidence-based pathway.","sequence-inversion","Option A and C misorder the skill sequence. Teach the correct progression: alphabet knowledge → phonological awareness → phonemic awareness → phonics. Use a backward-mapping activity: given a phonics goal (decoding consonant blends), have students trace what must come first and why. Explicitly show that trying to isolate phonemes without letter anchors is cognitively harder than learning letters first."
"PQ_ACA-07_2","Treating phonological and phonemic awareness as synonymous constructs rather than hierarchical, where one is the broader umbrella containing the other.","scope-undergeneralization","Option A directly equates them; option C inverts developmental order. Teach the subset relationship with examples: phonological awareness (rhyming, syllable clapping) is the parent construct; phonemic awareness (blending individual /c//æ//t/) is the narrower child. Use a Venn diagram or Russian-doll analogy to cement the hierarchy; have students classify tasks (e.g., rhyming, sound isolation, sound blending) into one or both circles."
"PQ_ACA-07_20","Attributing difficulty with complex sentence comprehension to lower-level phonemic or fluency gaps rather than syntactic-semantic language processing deficits.","indirect-direct-confusion","Options B and C pivot to unrelated components. Teach syntax as sentence structure rules (word order, grammatical relations) and semantics as word relationships and meaning. Show students a profile: strong decoding/fluency but confused by "The boy who ran fast was tired" versus "The boy was tired after running fast." Connect confusion to syntax, not phonics. Recommend explicit syntax instruction (sentence combining, syntactic mapping)."
"PQ_ACA-07_3","Misapplying the Simple View of Reading by overweighting language comprehension as the limiting factor when decoding is actually weak in grade-level material.","tier-level-confusion","Option A and D confuse components of the SVoR model. Teach the framework: weak decoding alone limits reading even if language comprehension is adequate. Use a two-axis grid (decoding proficiency vs. language comprehension proficiency) and place student profiles on it. Show why a student with strong listening comprehension but weak passage-reading decoding needs decoding-focused intervention, not comprehension strategy work."
"PQ_ACA-07_4","Prioritizing reading fluency or vocabulary assessment before probing phonemic awareness and phonics in dyslexia screening, missing the root of the dyslexia profile.","prerequisite-skipping","Options B, C, and D propose later-stage assessments. Teach the dyslexia screening sequence: start with phonemic awareness (sound isolation, blending) and phonics (sound-symbol correspondence, CVC decoding). Fluency and comprehension deficits often cascade from phonological processing weaknesses. Show data: weak phonemic awareness in kindergarten predicts dyslexia identification in grade 2–3. Explain why front-loading phonological assessment prevents misdiagnosis."
"PQ_ACA-07_5","Misidentifying the explicit, sequential phonics program as whole language or balanced-literacy practice rather than grounding it in the alphabetic principle and structured literacy.","model-conflation","Options A, C, and D misname the approach. Teach the alphabetic principle (sounds map to letters; decoding is learnable through explicit instruction) versus whole language (meaning-first, minimal explicit phonics). Show real lesson plans: structured literacy lessons have sound-symbol scope/sequence; whole language lessons prioritize literature and meaning-making. Have students critique a phonics lesson plan to identify where alphabetic principle appears."
"PQ_ACA-07_6","Recommending fluency drills or decoding remediation when comprehension strategy instruction is the appropriate intervention for students who decode fluently but miss main ideas.","treatment-assessment-confusion","Options A and B misdiagnose the need. Teach the reading profile: if decoding and fluency are adequate, comprehension struggles point to strategy gaps (main idea, summarization, inference). Have students practice a think-aloud using comprehension strategies (questioning, visualization, prediction) on a multi-paragraph passage to show the difference. Explicitly block recommendations of fluency work for proficient decoders struggling with meaning."
"PQ_ACA-07_7","Confusing domain-specific technical terms (Tier 3 vocabulary) or everyday conversational words (Tier 1) with Beck's Tier 2—high-frequency academic words requiring explicit instruction across content.","label-retrieval","Options A, B, and D misplace vocabulary in the three-tier framework. Teach Beck's tiers: Tier 1 (everyday: walk, run, happy); Tier 2 (academic: analyze, contrast, infer—used across subjects); Tier 3 (technical: photosynthesis, equation—specific domains). Sort word lists into correct tiers; have students identify Tier 2 words in science, social studies, and math texts to show their cross-content prevalence. Explain why Tier 2 instruction is the lever for comprehension acceleration."
"PQ_ACA-07_8","Misattributing phoneme discrimination errors (/b/ versus /d/ confusion) to phonological awareness deficits or morphology gaps rather than phonemic awareness and phonics instruction gaps.","validity-reliability-confusion","Options A, C, and D point to unrelated domains. Teach the phoneme-grapheme connection: the student cannot isolate, compare, and map sounds to letters. Show a remediation path: auditory discrimination activities (minimal pairs: /b/ vs. /d/ in isolation and in words), multisensory letter-sound pairing (write b/d with directional cues), and blending practice with contrasting pairs. Use explicit instruction in sound-symbol correspondence, not broader phonological work."
"PQ_ACA-07_9","Misidentifying evidence-based, multisensory structured literacy programs by confusing Reading Recovery (a fluency intervention) or generic guided-reading approaches with the Orton-Gillingham methodology for dyslexia.","overgeneralization","Options A, C, and D mislabel evidence-based programs. Teach the distinctions: Reading Recovery (fluency intervention for beginning readers, not dyslexia-specific); Guided Reading (flexible grouping for varied levels); Wilson Reading System (systematic, multisensory, explicitly teaches the alphabetic principle—Orton-Gillingham-based). Have students research program components and match them to dyslexia intervention criteria: multisensory input, explicit phonics, structured sequence."
