UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"item_029","Students most commonly misattribute foundational emotional processing to cortical structures, failing to recognize the amygdala's primary role in the limbic system. The dominant error is an anatomical mislocalization of emotional generation.","component-confusion","A student who misses this item likely lacks a basic structural map differentiating the limbic system from the cerebral cortex. Check if they chose option C (prefrontal cortex); this indicates they confuse top-down emotional regulation with bottom-up emotional generation. Teach: use a 3D brain model to separate subcortical 'survival' centers from cortical 'thinking' centers."
"item_085","Test-takers frequently harbor deterministic misconceptions about pediatric brain injury, either overestimating the protective power of neuroplasticity or overgeneralizing rigid cognitive profiles. The dominant error is a failure to recognize the variable, vulnerability-inducing nature of injuries in developing brains.","overgeneralization","A student missing this item misunderstands pediatric neuroplasticity, viewing it as a shield rather than a vulnerability factor. If they selected option B, they falsely believe younger brains always recover fully due to plasticity. Teach: explicitly contrast adult (mature, stable) versus pediatric (developing, vulnerable) TBI outcomes, emphasizing that early injuries disrupt ongoing maturation sequences."
"item_138","Learners consistently confuse higher-order, complex reasoning constructs with foundational, lower-level cognitive automaticity. The dominant error is substituting a broad reasoning domain for the specific, basic neurocognitive mechanism of processing speed.","tier-level-confusion","A student missing this question cannot distinguish between broad cognitive abilities and narrow, basic processing constraints. Choosing verbal reasoning (option B) indicates they associate reading only with language comprehension, missing the mechanical fluency aspect. Teach: map the CHC theory tiers visually, separating broad reasoning capacities (Gf, Gc) from basic efficiency processes (Gs)."
"item_230","A frequent reasoning failure involves mislocalizing higher-order self-regulation and organization to posterior sensory regions or diffuse global networks. The dominant error is an anatomical disconnect regarding the frontal lobe's exclusive role in executive functioning.","purpose-confusion","A student who misses this item lacks a fundamental understanding of cortical lobe specializations. Option C (global function) points to a misconception that executive control is a diffuse rather than localized network. Teach: use a color-coded brain map to firmly link 'conductor' functions like planning and impulse control specifically to the frontal lobe."
"item_231","Candidates often invert the principles of hemispheric lateralization, conflating left-hemisphere dominant tasks with right-hemisphere specialized functions. The dominant error is assigning language, phonology, or rote fact retrieval to the right hemisphere.","model-conflation","A student missing this item does not grasp the distinct functional lateralization of the human brain. All wrong answers describe left-brain, language-heavy, or rote-fact deficits. Teach: create a side-by-side lateralization chart, contrasting Left (Language, Logic, Learned) with Right (Novel, Nonverbal, Spatial) processing."
"item_249","When answering this item, students typically misalign posterior head impacts with anterior motor symptoms or select inappropriately restrictive school exclusion protocols. The dominant error combines anatomical mislocalization of the occipital lobe with a procedural failure in concussion management.","treatment-assessment-confusion","A student missing this item likely struggles with both symptom localization and MTSS-aligned return-to-learn protocols. If they chose option C or D, they are misattributing visual cortex damage to frontal or motor regions. Teach: review a brain lobe map for symptoms and explicitly outline graduated, school-supported return-to-learn protocols versus total home isolation."
"PQ_MBH-05_1","The primary conceptual gap is confusing subcortical or posterior brain structures with the anterior cortical regions responsible for top-down cognitive regulation. The dominant error is substituting emotion, memory, or motor centers for executive control networks.","role-confusion","A student missing this item likely cannot differentiate between basic regulatory centers and advanced cognitive control centers. Choosing the amygdala (option A) indicates confusion between impulse generation and impulse control. Teach: clearly separate the limbic system's reactivity from the prefrontal cortex's regulation using clinical examples like ADHD."
"PQ_MBH-05_2","When evaluating trauma responses, examinees typically invert the roles of threat-detection and executive regulation, or implicate unrelated connective structures. The dominant error is failing to isolate the amygdala as the hyperactive driver of hypervigilance and exaggerated startle responses.","role-confusion","A student missing this item cannot pinpoint the specific neurobiological driver of trauma symptoms. If they chose option A, they incorrectly believe the prefrontal cortex becomes overactive, when trauma actually suppresses its regulatory function. Teach: explain the 'smoke detector' analogy, where trauma causes the amygdala to become hyper-sensitive and stuck in the 'on' position."
"PQ_MBH-05_3","A frequent misstep is conflating the dopaminergic pathways targeted in ADHD with the serotonergic, cholinergic, or GABAergic systems responsible for mood, memory, or sedation. The dominant error is misidentifying the primary neurotransmitter dysfunction in attention-deficit pathology.","treatment-assessment-confusion","A student missing this item does not firmly associate ADHD with its core neurotransmitter deficit. If they chose option A (serotonin), they are confusing ADHD treatment with depression/anxiety protocols. Teach: explicitly drill the Dopamine-Prefrontal-Attention link, contrasting it with the Serotonin-Limbic-Mood link to prevent cross-diagnosis confusion."
"PQ_MBH-05_4","Individuals repeatedly misassign the primary targets of SSRIs, assuming these medications act on dopamine, acetylcholine, or glutamate rather than the serotonin system. The dominant error is a foundational failure to link anxiety and depressive disorders with serotonergic regulation.","model-conflation","A student missing this item has not mastered basic psychopharmacology categories. Choosing option A (dopamine) suggests they are mixing up mood disorder treatments with stimulant or antipsychotic mechanisms. Teach: break down the acronym SSRI (Selective Serotonin Reuptake Inhibitor) to firmly embed the target neurotransmitter in the student's memory."
