UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_ETH-03_1","Student conflates NASP's mission (knowledge maintenance) with a revenue-generating operation, misunderstanding the purpose of continuing education in professional credentialing.","purpose-confusion","Distractor A frames CEU as profit-driven. Remedy: Revisit NASP's foundational ethical position that CEUs ensure competence, not revenue. Use NASP Code of Ethics section on professional development as anchor text."
"PQ_ETH-03_10","Student limits advocacy scope to direct individual work, missing that policy-level advocacy requires systemic thinking and multi-stakeholder engagement.","scope-undergeneralization","Distractor A narrows advocacy to only student-level intervention. Teach the advocacy pyramid (individual, systems, policy) with concrete examples: school psychologist providing data to state legislators on mental health funding impacts systems and individuals."
"PQ_ETH-03_11","Student overvalues recency of research as the sole criterion for evidence-based practice, ignoring integration of professional judgment and client context.","overgeneralization","Distractor A elevates newest research above integration. Teach the tripartite model: research evidence + professional judgment + client values. Example: A 2024 study on anxiety treatment is stronger than 2015 data, but only if it fits this student's cultural background."
"PQ_ETH-03_12","Student narrows professional organization benefits to networking alone, underestimating access to research, leadership pathways, and field contribution.","scope-overgeneralization","Distractor A isolates networking as the sole benefit. Countered by distractors B. Use a case example: A school psychologist joins a committee on disproportionality, contributing to national advocacy while gaining peer expertise and publishing data."
"PQ_ETH-03_13","Student confuses data collection (compliance task) with data analysis and advocacy, missing that raw data without interpretation cannot drive change.","treatment-assessment-confusion","Distractor A separates collection from analysis. Teach: Data collection = inventory; data analysis = insight. Move to advocacy requires identifying disparities. Use real example: Suspend rate data alone is inert—analysis showing racial disparities is actionable."
"PQ_ETH-03_14","Student equates ethical silence about incompetence with reputation protection, misunderstanding that transparency and remediation are the ethical path forward.","consent-confidentiality-confusion","Distractor A frames honesty as risky. Remedy: Show NASP Code of Ethics section on scope of competence: admission + training + supervision = ethical growth. Role-play supervisor conversation: 'I lack suicide prevention skills; I'm enrolling in training and seek consultation.'"
"PQ_ETH-03_15","Student believes research contribution is restricted to academia, overlooking school-based data as valuable and publishable contributions to the field.","role-confusion","Distractor A restricts research to university researchers; Distractor D dismisses school data. Teach: School psychologists generate authentic data (intervention outcomes, screening validity in local context). Provide example: A school psychologist publishes de-identified RTI outcomes in a state psychology journal."
"PQ_ETH-03_16","Student reduces cultural responsiveness to a one-time event (a single training), missing that culture is dynamic and requires continuous personal examination and practice adjustment.","developmental-stage-mismatch","Distractor A frames one training as sufficient. Remedy: Distinguish one-off training from ongoing competence. Teach reflective audit: What biases do I carry? Which clients did I serve least effectively? What communities am I unfamiliar with? Schedule quarterly check-ins."
"PQ_ETH-03_17","Student conflates peer consultation with isolation or confuses it with unilateral deference to peers, missing the collaborative middle ground of trusted dialogue and balanced decision-making.","indirect-direct-confusion","Distractor A avoids consultation; Distractor D over-defers to peers. Teach the dynamic: Share cases with trusted peers, get perspectives, make your own informed decision. Example: Consultation doesn't replace clinical judgment; it enriches it."
"PQ_ETH-03_18","Student mistakes confidence in methodology for reflective practice, misunderstanding that self-examination—not self-certainty—is the core of professional growth.","model-conflation","Distractor A avoids questioning; Distractor D assumes correctness. Teach: Reflective practice = ongoing accountability audit. Prompt: After each assessment, ask: What did I assume? What surprised me? What would I do differently? Document in supervision notes."
