"UNIQUEID","dominant_error_pattern","error_cluster_tag","instructional_red_flags"
"PQ_SWP-03_19","Practitioners assume evidence-based programs are self-sustaining organisms that require no proactive planning, resource allocation, or systems embedding to continue beyond initial adoption.","overgeneralization","Choice A treats sustainability as automatic because the program is evidence-based. Choice C externalizes sustainability responsibility, suggesting schools are passive recipients rather than active stewards. Choice D confuses complexity increases with sustainability (when simplification often improves durability). Teach the sustainability pentagon: 1) Funding streams identified, 2) Staff capacity built, 3) Program embedded in operations, 4) Leadership commitment explicit, 5) Evaluation cycles established. Use a year-three failure case study."
"PQ_SWP-03_2","Learners mistake the What Works Clearinghouse for a comprehensive research catalog rather than a *selective* rigor-rating and systematic-review tool, misunderstanding its gatekeeping function.","eligibility-criteria-confusion","Choice A treats WWC as an exhaustive research repository when it is curated for methodological rigor. Choice C attributes regulatory/mandated adoption authority to WWC when its role is advisory. Choice D confuses a government-sponsored resource (Institute of Education Sciences partnership) with commercial product marketing. Use a sorting exercise: 'Published in peer-reviewed journals' versus 'Rated by WWC for high rigor.' Show students that most published studies never reach WWC review."
"PQ_SWP-03_20","Decision-makers narrow program recommendations to either the evidence base alone or the cost alone, bypassing the integrative requirement to assess fit, population match, effect size, and implementation readiness simultaneously.","scope-undergeneralization","Choice A assumes evidence-base is a sufficient recommendation justification when population match, context fit, and resource feasibility must also align. Choice C delegates recommendation credibility to popularity (staff endorsement) rather than rigorous evaluation synthesis. Choice D reduces multidimensional recommendation to a single financial dimension. Require a written recommendation template with sections: 1) Evidence tier and effect size, 2) Our student population match, 3) Implementation requirements and capacity, 4) Cost and sustainability plan, 5) Equity considerations."
"PQ_SWP-03_3","Respondents use peripheral program attributes (popularity, developer endorsement, cost) as proxies for efficacy rather than relying on empirical outcome data from rigorous designs.","population-confusion","Choice A substitutes peer adoption for rigorous evidence when popularity may reflect marketing rather than effect. Choice B treats developer assertion as evidence when developers have financial incentives. Choice D prioritizes affordability over effect size when a $50 program with no measurable impact is not cost-effective. Create a 'trust the evidence, not the endorser' framework. Show three scenarios: a expensive program with large RCTs (strong), an inexpensive program with testimonials only (weak), a mid-cost program with moderate-rigor studies and implementation fidelity data (moderate-strong)."
"PQ_SWP-03_4","Students treat ESSA evidence tiers and WWC as interchangeable classification systems, missing the distinction between ESSA's regulatory categorization (strong/moderate/promising) and WWC's systematic research-quality ratings.","validity-reliability-confusion","Choice A falsely equates two distinct frameworks. Choice C misplaces ESSA's scope (applicable to schools receiving federal funds, not only federal programs). Choice D severs ESSA and WWC as completely unrelated when both aim to identify empirically supported practices. Create a side-by-side comparison table: ESSA tiers focus on 'How strong is the evidence?' (regulatory categories), while WWC ratings focus on 'How rigorous was the study design?' (methodological scores). Show one program rated by both systems."
"PQ_SWP-03_5","Practitioners believe that fidelity monitoring is optional for evidence-based programs, assuming that rigorous evidence automatically translates to flawless local implementation without data collection.","prerequisite-skipping","Choice A omits the monitoring function, viewing fidelity and adaptation as sufficient without feedback loops. Choice C treats monitoring as unnecessary because the program's evidence status guarantees automatic fidelity. Choice D reverses the priority—aligning with existing practices becomes more important than alignment with evidence-based design. Teach the implementation feedback cycle: Design fidelity check (quarterly observation tool) → Identify gaps → Provide coaching → Re-measure → Adjust supports. Show a PBIS fidelity measure with concrete observable components."
"PQ_SWP-03_6","Respondents collapse external validity into internal validity or program popularity, confusing whether findings generalize beyond the study context with either outcome reliability within the context or widespread adoption.","indirect-direct-confusion","Choice A defines external validity via internal validity (study-setting efficacy) when the question concerns transportability. Choice C conflates ESSA evidence status (a label based on prior external validity evidence) with external validity itself. Choice D mistakes national prevalence for external validity when adoption is a consequence of proven generalizability, not its definition. Draw a distinction: 'Internal: Did the program work in that study?' vs. 'External: Would it work here, in our different population and setting?'"
"PQ_SWP-03_7","Implementers overgeneralize a program's evidence base without considering whether the research population demographics match the implementation population, risking ineffectiveness in divergent contexts.","developmental-stage-mismatch","Choice A assumes evidence-based status guarantees universal effectiveness regardless of demographic context mismatch. Choice C swings to the opposite extreme, treating context differences as disqualifying when they should prompt inquiry. Choice D restricts access to high-income groups, creating a false matching rather than investigating adaptability. Frame it as a research-translation question: 'The studies were 70% suburban middle-class. Our school is 60% low-income, 40% rural. Where might mechanisms differ?' Prompt a pilot with close outcome monitoring."
"PQ_SWP-03_8","Practitioners view implementation science as either a novel intervention tool or an irrelevant academic framework, missing its role as the discipline connecting evidence-to-practice translation with real-world adoption success.","purpose-confusion","Choice A narrows implementation science to program administration logistics (who does what) rather than the systematic study of how to embed evidence-based practices. Choice C mistakes implementation science for a new intervention when it is a meta-science explaining why some schools adopt successfully and others fail. Choice D dismisses implementation science as academic overhead when evidence alone has consistently failed to move practice. Define: 'Implementation science = the study of how, why, and when evidence-based practices are successfully integrated into real-world systems.' Reference a famous study (Rogers diffusion; Damschroder CFIR)."
"PQ_SWP-03_9","Students confuse Fixsen's initial implementation stage (characterized by training, early bugs, and developing fidelity) with either the exploration phase before it or the sustainability phase after it.","sequence-inversion","Choice A mistakes initial implementation for full operational maturity when early use is inherently messy and fidelity is still climbing. Choice C places exploration (assessing fit) within implementation when exploration precedes initial implementation. Choice D treats initial implementation as a final, stable state when it is a transition phase toward sustained high fidelity. Show Fixsen's five-stage sequence: Exploration → Installation (training, materials) → Initial implementation (bugs, fidelity climbing 40–70%) → Full implementation (sustained 80%+ fidelity) → Sustainability. Mark which stage has 'staff trained, bugs emerging, fidelity developing.'"
