UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
PQ_DBD-06_19,Developmental appropriateness in rating scale selection is overlooked; students use off-age-range instruments or dismiss parent input entirely rather than selecting early-childhood-normed tools with developmentally-matched content.,developmental-stage-mismatch,"Distractors A (use elementary scales for kindergarten) and C (avoid scales with young children) miss the developmental fit principle. Ask: Would you give a fifth-grade spelling test to a kindergartener? No. Same logic applies—BASC-3 PK-C or instruments with early-childhood norms are essential. Show age-appropriate options (Brief-P, MCDI). Frame: Developmental appropriateness means assessing at the right level, not whether to assess."
PQ_DBD-06_2,"BASC-3 T-score interpretation is misunderstood; students treat T-72 on Internalizing Problems as within normal limits, failing to recognize that T-score cutoffs at 65–70 mark the clinical significance boundary.",norm-criterion-confusion,"Show the BASC-3 cutoff rule: T-65 = borderline; T-70 = clear clinical elevation. T-72 exceeds both thresholds. Use a visual scale (50–100) marking: 50–60 typical, 60–65 borderline, 65–70+ clinical. Drill: 'T-72 is elevated beyond the clinical threshold.' Address distractor D separately—elevation suggests evaluation, not automatic referral. Show the logic: 'This finding opens further investigation' not 'This confirms disability.'"
PQ_DBD-06_20,"Multi-source assessment purpose is misconstrued; students confuse integration with proving test validity or eliminating consultation need, rather than understanding that integration creates comprehensive understanding to guide diagnosis and intervention.",purpose-confusion,"Distractors A (complicates understanding), C (proves scales valid), and D (eliminates consultation) all misstate the goal. The purpose is diagnostic accuracy and targeted intervention planning. Ask: Does combining teacher report, parent report, observation, and records make you more or less confident in your understanding? More. Why? Patterns across sources. Does integration replace clinical judgment? No—it informs it. Frame: 'Multiple sources let me see convergence or discrepancy that signals next steps.'"
PQ_DBD-06_3,"Teacher-student behavioral rating discrepancy on Conners 3 (teacher elevated, parent normal) is attributed to teacher error or parental dishonesty, bypassing legitimate setting-specific or rater-threshold explanations.",scope-overgeneralization,"Distractors A (teacher is wrong) and C (parent is dishonest) close explanation prematurely. Ask: In which setting might hyperactivity manifest more—school (structured, transitions, peer demands) or home (flexible, self-paced)? School. Show setting logic: School emphasizes sitting, attending, transitions; home allows movement. Rater threshold varies: teachers compare to 25 students; parents compare to one child. Different comparison groups = different elevation thresholds."
PQ_DBD-06_4,"Students conflate adaptive functioning instruments with emotional/behavioral symptom measures, confusing what constructs the Child Behavior Checklist measures.",model-conflation,"CBCL measures behavioral/emotional constructs (internalizing/externalizing). Distractors A (cognitive ability), C (academic achievement), D (learning disabilities) all use different constructs. Create a chart: CBCL = Behavior; WISC = Cognition; Woodcock-Johnson = Achievement; WIAT = Achievement; BRIEF = Executive Function. Show: These answer different referral questions. 'Is this child anxious/aggressive?' → CBCL. 'Is this child intellectually gifted?' → cognitive test."
PQ_DBD-06_5,Internal anxiety symptom manifestation is underestimated; students without visible anxious behavior in observation believe high SCARED self-report indicates exaggeration or measurement incompatibility.,indirect-direct-confusion,"Distractors C (exaggeration) and D (incompatibility) misunderstand the internal vs. external distinction. Ask: Can a student feel intense anxiety but sit quietly in a classroom? Yes—anxiety is internal. Observation captures external behavior only. High-structure school settings may suppress external anxiety expression. Show: High self-reported anxiety + low observed anxiety = internal symptom without external behavioral outlet. Valid, not exaggeration. Use example: Racing thoughts during test but no visible fidgeting."
PQ_DBD-06_6,"Condition-specific instrument identification is confused; students treat broad-spectrum measures (BASC-3, Conners 3, CBCL) as depression-specific when only CDI is optimized for childhood depression.",label-retrieval,"Distractors A (BASC-3), B (Conners 3), D (CBCL) are all broad-spectrum or ADHD-specific. CDI is depression-specific. Frame: 'When you need a specific target, use a specific tool. For depression, use CDI. For ADHD, Conners 3. For broad emotional/behavioral, BASC-3.' Store analogy: Want milk? Go to the milk aisle. Walk through: BASC-3 has one depression subscale among many; CDI has 27 items all about depression. Specificity matters. Drill: CDI = Children's Depression Inventory."
PQ_DBD-06_7,Elevated externalizing behavior profiles are misinterpreted; students attribute high aggression/rule-breaking findings to intellectual disability or suggest classroom accommodations before behavioral intervention.,tier-level-confusion,"Distractor A conflates behavior with intellect; distractor D suggests accommodations before behavior intervention. Ask: Does high aggression indicate low IQ? No—different constructs. This profile points to behavioral intervention (reinforcement, response-cost, skills teaching), not ID classification. Accommodations address learning access, not behavior control. Sequence: Behavior intervention first; if still struggling, then accommodate. Use case: High aggression/low IQ = dual concerns, each requiring different target."
PQ_DBD-06_8,"Cross-informant BASC-3 discrepancy (TRS T-70 vs. PRS T-55) is dismissed as evidence of invalidity or as requiring additional assessment before interpretation, rather than recognizing setting-specific and parent-awareness differences as coherent.",validity-reliability-confusion,"Distractors C (invalid) and D (need additional data first) stall on discrepancy rather than interpreting it. Ask: When teacher reports elevated and parent reports normal, what's the story? Student shows anxiety/withdrawal at school but not at home, OR parent unaware of internal symptoms. This is clinically meaningful. Show: TRS-PRS discrepancy is expected and interpretable. Frame: 'Teacher sees school behavior; parent sees home behavior. Discrepancy tells me presentation varies by setting.' Example: Selective mutism in school, talkative at home."
PQ_DBD-06_9,"Instrument scope differences are unrecognized; students treat RCADS and SCARED as interchangeable, failing to see that RCADS measures anxiety plus depression while SCARED specializes in anxiety alone.",overgeneralization,"Distractors A (identical), C (age-restricted), D (universally superior) miss the distinction. RCADS = broader (anxiety + depression); SCARED = narrower (anxiety only). Frame: 'Choose by referral question. Mixed anxiety/depression suspected? RCADS. Pure anxiety focus? SCARED. Each fits different needs.' Address C by noting SCARED works across developmental ranges. Address D by teaching: 'Best tool depends on what you measure and your population. No universal winner.' Decision tree: Does referral mention mood AND anxiety? → RCADS. Just anxiety? → SCARED."
