UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_ETH-01_1","Believing confidentiality is absolute and has no exceptions for mandatory abuse reporting duties prescribed by law.","purpose-confusion","When students select A (keep completely confidential), ask them to distinguish between professional discretion and legal mandate. Use a case comparison: contrast a student's request for privacy about grades (discretionary) vs. disclosed abuse (mandatory). Bridge to the duty-to-warn exception."
"PQ_ETH-01_10","Treating a parental signature as sufficient evidence of informed consent without requiring demonstrated comprehension or active assent from parents and students.","consent-confidentiality-confusion","Redirect students who choose A: show them that a signature is a formality, not consent. Ask them to define what 'informed' means: Do parents need to understand? Does the student? Use a broken-consent scenario (parent signs in a language they don't speak) to anchor the definition."
"PQ_ETH-01_11","Providing generic advice-giving without full assessment data and treating time pressure as an excuse to bypass competence standards.","prerequisite-skipping","Students choosing A confuse speed with adequacy. Ask: 'Can you give good advice without knowing the facts?' Teach them to say explicitly what they don't know. Model the language: 'I can't advise on this without full assessment because...' Then show how B does exactly that."
"PQ_ETH-01_12","Conflating family-centered care or access improvement with personal boundary maintenance, especially when bartering appears to help economically disadvantaged families.","role-confusion","Students who select A or D see helping and ethics as opposing. Use a boundary-erosion scenario: If you trade childcare for assessment today, what prevents trading babysitting for data access tomorrow? Reinforce: NASP explicitly prohibits bartering. Then contrast with legitimate fee reduction (same outcome, different mechanism)."
"PQ_ETH-01_13","Minimizing or hiding professional limitations (burnout, fatigue) under the assumption that continued service prevents harm when it actually compounds it.","treatment-assessment-confusion","Students choosing A or C confuse silence with professionalism. Ask: 'Does hiding burnout protect or harm students?' Use a medical parallel: Would a burned-out surgeon hide fatigue? Teach that disclosure + seeking help (B) is the ethical move, not continued low-quality service masked as loyalty."
"PQ_ETH-01_14","Equating legal consultation with comprehensive ethical reasoning or believing rapid decision-making satisfies the deliberative ethical process.","model-conflation","Students choosing B or C skip the systematic model entirely. Explicitly teach the 5-step model: identify → consider alternatives → consult → decide → document. Show why each step matters. Then contrast it to students' chosen quick-fix answers: they skip steps 2, 3, and 5."
"PQ_ETH-01_15","Treating a student's threat of violence as a minor behavioral concern rather than a breach-of-confidentiality trigger for immediate notification to administrators and parents.","scope-undergeneralization","Students choosing A or D misunderstand duty to warn scope. Ask: 'Who is at risk?' (the peer). 'Who needs to know?' (admin + parents + student + threatened peer's family if age-appropriate). Use a threat-analysis graphic: imminent + serious = report to all parties. Show why C (principal-only) leaves a gap."
"PQ_ETH-01_16","Assuming non-custodial relatives (e.g., grandparents) have no rights to FERPA-protected records or that student consent can override parental custody rights in minors.","eligibility-criteria-confusion","Students choosing A assume all non-parents are excluded; students choosing D flip custody. Teach FERPA's presumptive parent logic: default is custodial parent, but courts/custody orders can change that. Use a flowchart: Is there a custody order? If yes, check it. If no, default to custodial parent."
"PQ_ETH-01_17","Conflating minimal supervisory presence with active oversight and interpreting feedback as optional rather than foundational to trainee competence development.","component-confusion","Students choosing A or D believe trainees can self-supervise. Ask: 'Who is accountable if the trainee harms a student?' (The supervisor.) Then ask: 'Can you be accountable without seeing the work?' Teach that B (regular oversight, feedback, assessment) is active and continuous, not passive."
"PQ_ETH-01_18","Assuming avoiding all conflict eliminates bias when ethical committee work requires transparent conflict management and maintaining student advocacy alongside systemic responsibility.","indirect-direct-confusion","Students choosing A or D believe avoiding or suppressing advocacy prevents bias. Teach dual-role framing: You have two roles (committee member + student advocate). Option B manages them transparently. Option D (suppressed advocacy) doesn't eliminate conflict; it just hides it. Use a real dual-role scenario to show transparent navigation."
