UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_PSY-03_19","Students treat RTI/MTSS and special education as mutually exclusive rather than understanding RTI data as informing (but not determining) eligibility.","role-confusion","Distractor A falsely claims RTI replaces special education; distractor C segregates RTI for non-eligible students only; distractor D conflates the two as identical services. All miss the integration: RTI is general education intervention; special ed data come from RTI + comprehensive eval together. Teach: RTI informs disability decisions; it does not make them."
"PQ_PSY-03_2","Students collapse the three problem-solving steps by attributing functions of later stages (analysis or intervention selection) to the first stage.","component-confusion","Distractor A attributes cause-finding to problem identification (belongs in analysis). Distractor B attributes intervention selection (belongs in analysis/planning). Distractor D attributes eligibility determination (belongs after comprehensive eval). Reinforce: problem identification answers 'Is there a discrepancy?'; problem analysis answers 'Why?'; intervention planning answers 'How?'."
"PQ_PSY-03_20","Students expect MTSS to eliminate all performance gaps, ignoring natural variation and the realistic target of supporting most Tier 1 students.","norm-criterion-confusion","Distractor A requires universal mastery, overstating the system's purpose. Distractor C reverses the meaning (high referrals = failure). Distractor D mischaracterizes non-response as immediate disability. Clarify: MTSS success = most (not all) Tier 1 students meet benchmarks; some referrals are appropriate; slow responders need further investigation."
"PQ_PSY-03_3","Overlooking the relevance of instructional response, students nominate IQ or background factors as primary diagnostic indicators during problem analysis.","indirect-direct-confusion","Distractor A prioritizes IQ-achievement comparison (a distinct evaluation component, not problem analysis). Distractor C selects demographic duration rather than intervention response. Distractor D highlights parental factors unrelated to the instructional environment. Redirect: during problem analysis, ask 'How did the student respond to targeted instruction?'—not 'What is the student's IQ?'"
"PQ_PSY-03_4","Skipping the intermediate intervention tier, students leap directly to formal evaluation or disability determination upon Tier 1 non-response.","prerequisite-skipping","Distractors A and B both trigger comprehensive/special ed assessment before Tier 2 intervention is attempted, violating MTSS sequencing. Distractor D diagnoses disability prematurely. The MTSS protocol requires: Tier 1 → Tier 2 intervention + progress monitoring → then consider formal evaluation. Emphasize: Tier 2 is mandatory before bypass to special ed."
"PQ_PSY-03_5","Confusing universal screening (assessment) with intervention implementation, students misidentify it as Tier 1 support rather than as the foundation for problem identification.","treatment-assessment-confusion","Distractor B mislabels screening as a Tier 1 intervention (it's the data source for selecting students needing intervention). Distractor C misframes it as problem analysis (it's identification). Distractor D links it directly to special ed eligibility (screeners precede eligibility by many steps). Clarify: universal screening = problem identification tool, not an intervention or eligibility determination."
"PQ_PSY-03_6","Students narrow MTSS to a disability-identification mechanism, missing its primary prevention and early-intervention mission.","scope-undergeneralization","Distractor A reduces MTSS to identification of learning disabilities, omitting its larger prevention role. Distractor C overgeneralizes by claiming MTSS mandates special education for all students. Distractor D swings to replacement language (eliminating special ed). Teach: MTSS is prevention-focused, tiered support starting with Tier 1; special ed remains separate and distinct."
"PQ_PSY-03_7","Interpreting small initial gains as insufficient, students either escalate to formal evaluation or discontinue intervention rather than extending and intensifying.","tier-level-confusion","Distractor A calls for immediate special ed referral despite partial progress. Distractor B treats three weeks as conclusive, misinterpreting the adequate duration for early judgment. Distractor D abandons intervention based on 'small gains' reframe. Model: small but consistent gains warrant intensification (more time, higher frequency, added support), not termination or bypass."
"PQ_PSY-03_8","Students conflate implementation fidelity with intervention outcomes, attributing success or failure to adherence rather than to whether the intervention was delivered as designed.","validity-reliability-confusion","Distractor A measures fidelity by student improvement, confusing implementation quality with program effectiveness. Distractor C introduces disability matching, shifting focus to student characteristics. Distractor D subjectivizes fidelity as psychologist confidence, losing objectivity. Establish: fidelity = intervention delivered as designed, measured independently of student outcome."
"PQ_PSY-03_9","Misidentifying the purpose of recurring benchmark testing, students attribute it to special education identification rather than to universal-level progress monitoring.","purpose-confusion","Distractor A presumes benchmarking identifies special education needs, when it monitors all students. Distractor C treats benchmarking as a trigger for curriculum changes (it's a data-collection tool). Distractor D conflates benchmarking with teacher evaluation, shifting the referent. Anchor: three-times-yearly benchmarking = universal problem identification + Tier 1 evaluation, not special ed determination."
