UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"item_007","Large inter-rater disagreement on adaptive behavior scales is attributed to measurement error (SEM) rather than to genuine differences in rater perception, observation context, or informant bias.","norm-criterion-confusion","Distractors A, B, and D offer alternative explanations. When Vineland scores range from 60 (teacher) to 88 (mother) to 79 (father), the psychologist must acknowledge subjectivity and context differences (rater perception is the most parsimonious explanation). Use all three ratings to triangulate adaptive functioning rather than dismissing the scatter as SEM or context alone."
"item_021","Very low standard scores are interpreted primarily through deviation-from-mean language (two SDs below) rather than through categorical classification consistent with intellectual disability thresholds.","tier-level-confusion","Distractor B focuses on deviation quantification. A score of 61 (≥2 SDs below mean of 100) falls squarely in the intellectual disability range (typically ≤70). Move directly to category: This score places the student in the ID classification band. Emphasize that 'very low' translates to eligibility significance, not just statistical distance."
"item_025","Moderate verbal-nonverbal discrepancies plus a teacher report of reading concern are conflated into a confident learning disability diagnosis, bypassing the need for achievement testing and exclusionary factors.","scope-overgeneralization","Distractor B concludes SLD prematurely. A 10-point split may be statistically significant but clinically unremarkable without corroborating achievement data showing a severe ability-achievement gap, plus ruling out sensory loss, instructional inadequacy, or lack of motivation. Teach: Cognitive discrepancy is one piece; achievement discrepancy and exclusions are mandatory."
"item_034","Nonverbal cognitive battery selection for deaf/non-English-speaking students is generalized across options without prioritizing instruments specifically designed for this population.","scope-undergeneralization","Distractors A, B, D reference nonverbal or accessible instruments but lack the UNIT's specific design for reduced language loading and cross-cultural norming. UNIT is purpose-built for culturally/linguistically diverse learners. When the question specifies deaf or non-English speakers, UNIT is the best specialized choice. Teach distinction between 'nonverbal' (general) and 'purpose-designed for access' (UNIT)."
"item_043","Achievement tests are misidentified as predictive tools rather than descriptive measures, or cognitive tests are conflated with achievement tests by score type rather than by construct.","indirect-direct-confusion","Distractors A, B, D misframe the primary distinction. The core difference: Cognitive tests answer why (underlying ability, reasoning, processing capacity); achievement tests answer what (what skills/content have been learned). This is a construct-level distinction, not a prediction/criterion-reference or score-type difference. Anchor with examples: Cognitive = WISC; Achievement = Woodcock-Johnson Tests of Achievement."
"item_051","Matrices tasks are conflated with spatial reasoning or misattributed to successive processing frameworks, missing their primary association with fluid, nonverbal inductive reasoning.","component-confusion","Distractor A invokes PASS successive processing; Distractor B assumes verbal involvement. Matrices require novel pattern induction and abstract rule discovery—core fluid reasoning (Gf). While matrices have visual content, the demand is nonverbal relational reasoning, not visuospatial construction. Clarify: Matrices = Gf primarily; visual-spatial construction = Gv."
"item_052","Best-practice cognitive testing administration is falsely attributed to morning scheduling or test-free days, rather than grounded in typical routine and normal student state.","prerequisite-skipping","Distractors B, C, D impose unnecessary procedural rules. Best practice: Administer cognitive assessments during typical school routines to maximize representativeness of how the student functions normally. No rule requires morning-only testing or test-free days. Teach: Standardized administration means consistent protocol, not temporal constraints. Schedule when practical and when the student is alert."
"item_055","Subtest scores are assumed to be the most valid/reliable interpretation endpoint rather than understanding that full-scale and broad-cluster scores carry greater psychometric stability.","validity-reliability-confusion","Distractor B elevates subtests. Psychometric evidence (Sattler, Kaufman) shows full-scale scores have higher reliability and validity than individual subtests or clusters. Always prioritize global/full-scale scores first, then broad index composites, reserving subtest interpretation for patterns that explain significant index-level findings. Teach the reliability hierarchy."
"item_105","CAS is conflated with other cognitive batteries or misremembered in its PASS/Lurian theoretical grounding due to competing battery familiarity.","label-retrieval","Distractors A, B, C reference alternative instruments. CAS (Cognitive Assessment System) is THE battery explicitly built on Luria's neuropsychological model and PASS theory (Planning, Attention, Simultaneous, Successive processing). Drill the pairing: CAS = PASS = Luria. Use mnemonics or a reference card mapping instruments to theories during study."
"item_107","Non-CHC constructs are misidentified as CHC factors, or CHC boundaries are unclear, confusing PASS simultaneous processing with CHC's own broad abilities.","consent-confidentiality-confusion","Distractor D (simultaneous processing) is a PASS term, not a CHC broad ability. CHC broad abilities include Gf, Gc, Gsm, Gv, Gs, Ga, Glr, and others—none called 'simultaneous processing.' Teach the boundary: PASS (CAS) and CHC (WISC-V, SB5) are separate models. Know which theory belongs to which battery and do not cross-contaminate terminology."
