UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_ACA-03_1","Student confuses SRL as requiring only cognitive planning phases and overlooks one or more of the three-phase model, treating content knowledge acquisition as distinct from the cyclical self-regulation process.","model-conflation","Watch for students who can list some SRL phases but believe they exist in isolation rather than as an integrated cycle. Have students map the three phases to a learning task they've completed, explicitly linking forethought → performance → self-reflection. Emphasize that content knowledge is prerequisite knowledge, not a phase."
"PQ_ACA-03_10","Student equates elaboration exclusively with visual note-taking embellishment, repetition without meaning-making, or organizational structures, missing the core mechanism of connecting to prior knowledge for meaning.","component-confusion","Students may default to study habits (decorating notes, repeating facts, outlining) rather than engaging the elaboration principle. Coach them to ask 'How does this connect to something I already know?' before studying, and model this questioning aloud. Have them explain concepts in their own terms as a comprehension check."
"PQ_ACA-03_11","Student conflates effort-based attribution with low self-efficacy or fixed mindset, failing to recognize that attributing failure to controllable effort is the hallmark of adaptive, growth-oriented thinking.","label-retrieval","Many students struggle to see effort attribution as empowering. Present contrasting scenarios (effort → malleable, ability → fixed) and ask which promotes learning. Use a local success story where a student tried harder and improved to anchor the concept."
"PQ_ACA-03_12","Student applies an incomplete goal-setting framework, either setting vague targets for flexibility or deferring all goal-setting to adults, overlooking the necessity of specificity, measurability, and student agency in motivation.","scope-undergeneralization","Students often latch onto one aspect (e.g., 'teacher knows best' or 'goals need to be flexible') and miss the full SMART criteria. Walk through a non-example (vague goal) and rewrite it together step-by-step (specific, measurable, challenging, attainable). Require students to set at least one measurable goal weekly."
"PQ_ACA-03_13","Student attributes procrastination to irrelevant factors (reading speed, intelligence) or passive solutions (workload reduction), rather than recognizing it as a self-regulation skill deficit requiring explicit time-management and task-decomposition instruction.","scope-overgeneralization","Procrastination is often misdiagnosed as motivation or ability. Have the student map out their next deadline and break it into smaller milestones with intermediate due dates. Teach a simple template (What? By when? How many steps?) to rebuild task analysis skills."
"PQ_ACA-03_14","Student confuses process repetition or visual marking of text with deep understanding, treating surface-level study habits as cognitively equivalent to elaboration and meaning-making.","treatment-assessment-confusion","Many students default to rereading or highlighting because they feel productive, not because these build understanding. Model think-aloud while reading: 'This connects to... I already knew... I'm confused about...' Then contrast with passive rereading. Have students journal one connection per reading section."
"PQ_ACA-03_15","Student believes reciprocal teaching is primarily teacher-directed or solitary, underestimating the essential peer-led, turn-taking structure where students actively generate and critique interpretations collaboratively.","role-confusion","Students may assume teachers always lead or miss the active discussion requirement. Set up a brief peer-led text with assigned roles (questioner, summarizer, clarifier) and have students switch roles mid-passage. Debrief: 'Whose turn was it to lead, and what did you contribute?'"
"PQ_ACA-03_16","Student reduces test-taking performance to a single accelerated tactic (speed or volume), failing to recognize the need for multifaceted strategy instruction covering preview, pacing, and question-sequencing.","sequence-inversion","Students often think 'go faster' or 'write more,' not realizing these intensify existing problems. Teach a concrete pre-test routine: (1) scan the full test first, (2) note time per section, (3) answer easiest questions first. Time this routine on a practice test and track improvement."
"PQ_ACA-03_17","Student reverses Dweck's growth mindset by endorsing fixed-ability or talent-ceiling beliefs, overlooking the central premise that effort and practice are primary drivers of long-term capability development.","prerequisite-skipping","Students may admire natural talent or fear failure signals low ability. Share research on neuroplasticity or brain-building through struggle. Have them log three effort-based successes this week (e.g., 'I practiced spelling and improved by 5%') to internalize the effort → growth link."
"PQ_ACA-03_18","Student bypasses explicit self-monitoring instruction, assuming comprehension checking is innate, or misidentifies speed as the solution rather than teaching the metacognitive tactics of self-questioning, rereading trouble spots, and pace adjustment.","indirect-direct-confusion","Students often lack naming and ownership of comprehension-check behaviors. Provide a card with three self-questions: 'Do I understand this?' 'What's confusing?' 'Should I reread?' Model reading a complex passage aloud while pausing to ask these. Have students use the card during independent reading."
