UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"item_109","Students consistently rely on outdated nomenclature or fail to grasp how distinct, historical diagnostic categories have been integrated into the current DSM-5 spectrum.","model-conflation","A student missing this item demonstrates a reliance on pre-DSM-5 classifications. Review the shift from separate diagnoses (like Asperger's) to a unified autism spectrum, emphasizing the dual requirement of social communication deficits and restricted/repetitive behaviors."
"item_161","Test-takers misidentify secondary comorbid conditions or generalized reactions as the primary acute screening priority following a direct traumatic event.","purpose-confusion","The learner is failing to connect acute trauma directly to PTSD screening protocols. Distinguish between long-term potential consequences (depression) and the immediate clinical necessity of assessing for posttraumatic stress symptoms."
"item_176","Learners understand the conceptual deficit in perspective-taking but fail to retrieve the specific, formal clinical terminology used in autism assessments.","label-retrieval","This error indicates a lexical gap rather than a conceptual one. Explicitly define and drill the term 'Theory of Mind' using concrete assessment examples like false-belief tasks, contrasting it with general social skills."
"item_177","Examinees fundamentally miscategorize the primary diagnostic families of major psychiatric disorders, specifically overlooking the classification of PTSD as an anxiety-related condition.","component-confusion","Students selecting distractors here are struggling with the DSM diagnostic hierarchy. Create a visual matrix categorizing disorders by their primary families (mood vs. anxiety/trauma), explicitly placing PTSD alongside other anxiety-driven conditions."
"PQ_MBH-04_1","Respondents operate on superseded epidemiological data or arbitrary estimates, failing to incorporate current CDC surveillance updates into their foundational knowledge base.","label-retrieval","The student is relying on historical statistics. Provide the most recent CDC ADDM Network data sheet and discuss the trajectory of prevalence rates to update their baseline epidemiological knowledge."
"PQ_MBH-04_10","Candidates underestimate the clinical severity threshold for a Conduct Disorder diagnosis, equating serious, deliberate rights-violating actions with lesser oppositional behaviors.","eligibility-criteria-confusion","A failure here shows an inability to weigh symptom severity. Use a continuum graphic to visually separate ODD (argumentative/defiant) from Conduct Disorder (aggression, destruction, deceit), highlighting the critical 'violation of others' rights' criterion."
"PQ_MBH-04_11","Participants inappropriately apply generalized anxiety or mild adjustment labels to a clear pattern of trauma-specific intrusions, avoidance, and hyperarousal.","component-confusion","The student is missing the specific link between the trauma history and the resulting symptom triad. Map the core PTSD clusters (intrusion, avoidance, arousal) against the generic worry of GAD to show the distinct clinical profile."
"PQ_MBH-04_12","Practitioners ignore etiological distinctions, misattributing severe attachment deficits rooted in environmental deprivation to innate neurodevelopmental conditions or typical temperamental variation.","population-confusion","This error reflects a failure to consider developmental history. Contrast the etiology of Reactive Attachment Disorder (pathogenic care/neglect) with Autism Spectrum Disorder (neurodevelopmental), noting that RAD involves a lack of attachment behavior while ASD involves restricted interests."
"PQ_MBH-04_13","Evaluators erroneously reduce the diagnostic threshold for Intellectual Disability to a single cognitive metric, persistently omitting the mandatory assessment of adaptive functioning.","prerequisite-skipping","The student holds an outdated, exclusively psychometric view of ID. Emphasize the strict dual-criterion mandate in the DSM-5, requiring both significant cognitive deficits AND concurrent deficits in conceptual, social, or practical adaptive skills."
"PQ_MBH-04_14","Trainees fail to apply exclusionary criteria when identifying learning disorders, misattributing specific academic deficits to global cognitive delays or attitudinal factors despite evidence to the contrary.","causation-correlation","The learner is ignoring key rule-out data like 'average intelligence.' Walk through the SLD identification flowchart, heavily emphasizing that a specific learning disorder requires academic deficits that cannot be primarily explained by intellectual disability or sensory impairments."
