UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"item_019","Interpreting data accumulation or parental agreement as sufficient grounds to move a student to a more restrictive setting when the student is succeeding; students confuse procedural completion with legal justification for restrictive placement.","developmental-stage-mismatch","Distractors A (data alone justifies change), C (parental permission justifies change), D (ask opinion). LRE requires that placement decisions begin with general education as the presumption, then consider more-restrictive options only if the student cannot succeed with supplementary aids and services. A student earning Cs with support should NOT be moved to a self-contained class unless documented evidence shows general-education supports are insufficient. Teach: LRE is a continuum, not a ladder to climb. Emphasize: 'More support can stay in general ed; don't jump to restriction.'"
"item_020","Conflating the legal 'reasonable' standard for FAPE with a parent's demand for maximal services or preferred program outcomes; students misapply the concept that FAPE entitlement is unlimited.","treatment-assessment-confusion","Distractors B (cost forces compliance), C (entitled to all services), D (arbitration required). FAPE requires a program reasonably calculated to confer educational benefit. It does NOT require the best possible outcome, the most services, or alignment with every parent wish. If the IEP is reasonable and the school is implementing it, courts typically uphold it. A parent's threat of lawsuit does not override the legal standard. Teach: 'Reasonable' vs. 'Best' — show case law outcomes where courts sided with schools using the reasonable-benefit test."
"item_039","Misattributing the statutory Child Find obligation to Section 504 or non-existent legislation when IDEA specifically mandates proactive identification.","label-retrieval","Distractors A (Section 504), B (Free and Appropriate Education Act — not real; 'FAPE' is a concept under IDEA, not a standalone act), D (made-up law). IDEA is the law that requires Child Find: proactive identification, location, and evaluation of all children with disabilities. Section 504 requires nondiscrimination but does not mandate schools to actively locate students. Memorization drill: 'IDEA mandates Child Find. Not Section 504. Not some other law. IDEA.'"
"item_046","Assuming IEE reimbursement is automatic if parents request private testing, without recognizing the legal condition that school testing was adequate or results are congruent.","validity-reliability-confusion","Distractors A (formal appeals guarantees payment), C (never paid), D (judge ignores congruence). IEE entitlement: if parents disagree with school evaluation, they can request an outside evaluation at public expense. BUT if the school's evaluation was appropriate and comprehensive, and a later private evaluation shows similar results (congruent), the school is not obligated to pay. Parents CAN get private testing paid if school evaluation was flawed or parent-initiated review reveals gaps. Teach: 'Is the school's evaluation adequate? Compare methods, comprehensiveness, and results alignment.'"
"item_050","Identifying suspension as the trigger for stay-put when the actual legal trigger is the filing of a due-process complaint or request for due process.","sequence-inversion","Distractors B (due process completed), C (suspension), D (manifestation determination). Stay-put is a procedural protection during formal dispute. It is triggered when a parent files a due-process complaint, not when suspension happens. A student can be suspended and NOT be in stay-put status if no due-process complaint is filed. Once due-process hearing is initiated, stay-put locks in place until the hearing is resolved or parties agree. Timeline: suspension → parent requests due process → stay-put activated → hearing conducted → stay-put released. Clarify the sequence."
"item_078","Selecting behavioral assessment (BASC) instead of adaptive-functioning measure; students treat behavior ratings as a proxy for adaptive-functioning assessment when diagnosing intellectual disability.","component-confusion","Distractors A (BASC + WISC; BASC is behavior), C (Vineland + ABAS; both adaptive but overlapping), D (DAS + WISC; both cognitive). ID diagnosis requires WISC (or similar cognitive test showing standard score around 69 or lower) + Vineland or equivalent adaptive-functioning test. BASC measures behavior; it does not measure adaptive living skills. Avoid double-testing in the same domain. Teach: 'ID needs IQ + adaptive skills. BASC = behavior. Vineland = adaptive skills. Not the same.'"
"item_104","Using the term 'special education evaluation' interchangeably with 'Child Find' when Child Find is the identification mandate that precedes evaluation.","norm-criterion-confusion","Distractors A (evaluation), C (inclusion), D (exclusion). Child Find is the *identification* process: districts must actively locate children with suspected disabilities. Evaluation comes *after* Child Find identifies a child. Inclusion and exclusion are placement/service concepts, not identification concepts. Terminology matters in law: misusing terms signals incomplete understanding. Teach: 'Child Find = locate. Evaluation = assess. Not the same step.'"
"item_111","Relying on DSM-5 diagnosis or age-based developmental gap alone to justify special education without documented functional impact on academics or social-emotional adjustment.","population-confusion","Distractors A (DSM-5 alone), B (test deficit alone), D (developmental delay alone). IDEA eligibility requires: diagnosis in a recognized category (13 categories) AND documented adverse educational or social impact. A student may have a developmental delay, a learning disorder per DSM-5, and low test scores, but if the student is making adequate academic progress and not experiencing social-emotional difficulties at school, special education may not be appropriate. Schools must prove impact, not just deficit. Case study: 'Low IQ but straight A's. Eligible? Why or why not?'"
"item_136","Stopping assessment after cognitive testing without recognizing the second required component for ID diagnosis: adaptive-functioning evaluation.","prerequisite-skipping","Distractors A (achievement test), B (another cognitive test), D (motor coordination). ID diagnosis requires IQ + adaptive functioning. If you have WISC (IQ), the next step is Vineland, ABAS, or equivalent adaptive-behavior measure. Achievement tests (Woodcock-Johnson) are used for SLD, not ID. Motor tests are used for motor disorders, not ID. Teach: 'ID = IQ (usually 70 or lower) + Adaptive skills (usually 70 or lower). Both or nothing. Not one or the other.'"
"item_144","Misinterpreting standard-score ranges for ID eligibility; students confuse scores that are 'below average' (SS 70–84) with scores that meet ID thresholds (SS 69 and lower).","tier-level-confusion","Distractors A (SS-84, which is below average but not ID range), B (SS-80, slightly below average), C (SS-75, still above ID threshold). ID is typically indicated when a student scores 2+ standard deviations below the mean (70 or lower, assuming SD=15). Scores in the 75–84 range indicate mild weakness or below-average performance, but not ID. Memorize: SS 90–109 = average, SS 70–89 = below average, SS below 70 = significantly below average (potential ID). Use a visual distribution chart to anchor this."
