UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_DBD-08_1","Conflates ORF's rate-and-accuracy construct on extended passages with either comprehension depth, isolated sight-word speed, or decoding mechanics alone.","model-conflation","Distractor A (Comprehension) treats ORF as a proxy for passage meaning instead of timed oral fluency. Clarify: ORF = words correct per minute on connected text. Distractor C (Sight words) assumes rapid sight recognition = ORF; refocus on multi-word passage sampling. Distractor D (Decoding) treats decoding as synonymous with ORF; emphasize rate-on-passage fluency as distinct."
"PQ_DBD-08_10","Permits upward wiggle in data points to mask a below-aimline smoothed slope, or allows scattered points to defer decisions on insufficient growth rate.","sequence-inversion","Distractor A justifies continuation after 1 WCPM/week upward trend despite 3 WCPM/week aimline. Teach: sort trend from point noise; focus on weekly slope vs. aimline target, not zigzag optimism. Distractor C panics at variability and calls measurement unreliable; clarify that scatter around a below-aimline trend still signals inadequacy. Emphasize: 1 < 3 WCPM/week mathematically, regardless of bounce."
"PQ_DBD-08_11","Overstates what early literacy CBMs (NWF, LNF, PSF) can do—either mistaking them for full cognitive screeners, replacing comprehensive evaluation, or measuring domains they lack design-for (numeracy).","scope-overgeneralization","Distractor A claims NWF/LNF/PSF are IQ or global disability screeners; clarify they are code-skill indicators only. Distractor C suggests brief phonics probes eliminate the need for deep cognitive assessment; emphasize CBM gates to Tier 2, not comprehensive eval. Distractor D applies reading CBMs to math outcomes; reinforce domain-specific design—each probe has a bounded purpose."
"PQ_DBD-08_12","Inverts or misapplies the SEM–precision relationship, treats SEM as irrelevant to CBM contexts, or ignores SEM entirely when reasoning about score confidence around trendlines.","validity-reliability-confusion","Distractor A swaps higher SEM with tighter precision (backwards). Teach the inverse: lower SEM = narrower error bands = higher confidence. Distractor C shelves SEM as a standardized-test-only concept; explain SEM informs CBM confidence equally. Distractor D improvises non-standard SEM switching rules; direct to published CBM reliability thresholds instead."
"PQ_DBD-08_13","Ignores a clear six-week downward trajectory (48→36 WCPM) by mislabeling it as excellent progress, blaming measurement, or recommending watchful waiting instead of urgent intervention.","component-confusion","Distractor A celebrates six straight declines as 'excellent progress.' Teach students to name downward slopes as urgent regardless of distant year-end aimlines. Distractor C blames admin error for falling scores instead of treating sustained decline as meaningful signal. Distractor D suggests monitoring while fluency retreats; emphasize escalation protocols once trend breaks below entry baseline."
"PQ_DBD-08_14","Conflates standard-protocol RtI's primary advantage (standardized intervention comparability) with broader curriculum evaluation, wholesale replacement of comprehensive eval, or guaranteed proficiency outcomes.","purpose-confusion","Distractor A praises RtI for omnibus domain coverage instead of standardized intervention comparison. Refocus: standard protocol = same intervention + CBM probes, enabling objective response judgments. Distractor C treats RtI documentation as the end of special ed evaluation obligations; reinforce: RtI data support but do not replace statutory evaluation. Distractor D promises universal proficiency; note RtI provides comparability, not guaranteed outcome parity."
"PQ_DBD-08_15","Treats normal scatter around a trendline as proof the probe is invalid, attributes fluctuation to unmeasured student factors (motivation) rather than expected SEM noise, or conflates week-to-week variability with catastrophic unreliability.","overgeneralization","Distractor A declares the measure fundamentally broken because of ordinary bouncing; teach: scatter is expected within ±SEM bounds around the true slope. Distractor C blames motivation without integrity checks on admin; pair effort hypotheses with standardized-administration reviews. Distractor D equates point spread with low test-retest stability; reframe: smoothed trend, not individual points, is the decision unit."
"PQ_DBD-08_16","Mishandles slope projection arithmetic: either calculating the slope correctly but projecting it to the wrong terminal value, calling adequate growth insufficient without endpoint math, or refusing to calculate slope despite clean data.","label-retrieval","Distractor B correctly finds 1.25 WCPM/week but projects to 110 instead of ~105; verify slope-to-goal math before choosing. Distractor C dismisses 1.25/week as too slow; require students to project 1.25 over the remaining weeks to the 90-WCPM target and confirm feasibility before judging. Distractor D claims uncomputable slope from evenly-spaced weekly data; walk through (75−60)/(12−0) = 1.25."
"PQ_DBD-08_17","Assigns intensive-tier progress monitoring to an annual, monthly, or daily granularity instead of the weekly/biweekly cadence required to detect nonresponse and adjust in real time.","tier-level-confusion","Distractor A anchors Tier 3 checks to a once-yearly cycle too slow for timely escalation. Teach: intensive support demands weekly or biweekly probes to catch stalling early. Distractor B defaults to monthly units aligned to instructional blocks instead of high-frequency probes. Clarify: Tier 2/3 monitoring is weekly minimum. Distractor D swaps daily ad hoc quizzes for standardized short probes; emphasize CBM equation across probes, not daily grade variability."
"PQ_DBD-08_18","Misreads a profile showing adequate oral fluency (ORF) but weak silent comprehension (Maze) by attributing the discrepancy to admin error, decoding disability, or effort lapses instead of identifying a specific comprehension instructional need.","population-confusion","Distractor B defaults to protocol failure before considering comprehension as a distinct instructional target. Teach: strong ORF + weak Maze = comprehension intervention focus, not admin blame. Distractor C forces a decoding-disability label when fluency is adequate; emphasize the ORF–Maze contrast signals comprehension-specific weakness. Distractor D invokes effort without linking weak Maze to vocabulary, inference, or background-knowledge instruction."
