UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_DIV-03_11","Female students with inattention symptoms are systematically underidentified for ADHD when evaluators accept registry prevalence gaps (higher diagnosis in boys) as evidence that girls rarely have the disorder, foreclossing thorough individual assessment despite clinical presentation.","population-confusion","Distractor A flatly denies girls can have ADHD; C ranks girls' impairment as less significant. Provide gender-specific ADHD symptom lists showing how inattention in girls may present as disorganization or daydreaming rather than hyperactivity/impulsivity. Role-play a reevaluation: same symptoms on a boy = ADHD referral; on a girl = nothing. Help students audit referral language for gender bias in how behavior is labeled ('hyperactive boy' vs. 'shy girl')."
"PQ_DIV-03_12","Psychoeducational evaluators allow a single prior evaluation report to anchor judgment, disproportionately weighting the earlier hypothesis when synthesizing current multimethod data rather than conducting a fresh integrated analysis of new findings.","scope-undergeneralization","Distractor C confuses confirmation bias (selective new data) with anchoring (overweighting initial information). Teach the distinction through a masked reevaluation: provide current data (new ratings, test scores, classroom performance) *without* the prior file. Have students diagnose. Then show the old file and watch their conclusions shift toward the earlier impression—that's anchoring. Establish a protocol: diagnose blind, then reconcile."
"PQ_DIV-03_13","IEP teams assume that assigning eligibility decisions to a single experienced specialist eliminates variability and bias, overlooking that distributed team review with structured protocols and demographic audits detects and corrects idiosyncratic, biased judgments far more effectively than individual expertise.","component-confusion","Distractor A falsely claims centralization ensures consistency and reduces bias; C privileges unstructured clinical opinion over data. Present a simulation: single psychologist makes 30 eligibility decisions (no checklist, varied documentation); track consistency, demographic disparity, and documentation quality. Then rerun with the same decisions through a diverse team using a structured protocol. Compare: the protocol-plus-team always shows better inter-rater agreement, fewer racial disparities, and clearer reasoning."
"PQ_DIV-03_14","Evaluators and students conflate the Implicit Association Test—an indirect reaction-time measure of unconscious associations—with explicit self-reported attitudes or with observable discriminatory behavior, misreading its narrow scope and predictive limits.","model-conflation","Distractor A believes the IAT measures what people consciously report; C assumes it predicts actual discrimination in schools. Clarify scope and limits: IAT = associations, not attitudes, not behavior. A high IAT score on race and intelligence does not mean someone *believes* blacks are less intelligent or will *treat* them that way. Guest expert or demonstration: show IAT results from people who score high but report egalitarian values and behave inclusively. Then teach: 'The IAT tells me I have an association; it's a starting point for self-examination, not a diagnosis of my character.'"
"PQ_DIV-03_15","Psychologists interpret low standardized test scores as direct ability measures without adjusting for cultural item bias, non-representative norm groups, or language/content-exposure gaps that artificially suppress observed performance for students from underrepresented and multilingual backgrounds.","validity-reliability-confusion","Distractor A treats low scores as proof of low ability and culture-as-inferior narrative; C overcorrects by invalidating the entire test. Teach: test validity is context-dependent. An IQ test with items favoring white middle-class experience is *valid* for predicting school performance (because schools also advantage that background) but *biased* as a measure of innate ability. Strategy: use culture-reduced subsets, weight classroom performance, examine scatter patterns (lower vocabulary, intact reasoning = language/opportunity gap, not ability gap), and always qualify score meaning."
"PQ_DIV-03_16","Teachers and evaluators refer students to special education based on culturally influenced communication styles (e.g., direct questioning of authority, assertiveness) that clash with the school's implicit cultural norms, without recognizing that the same behavior is celebrated in other cultural groups.","scope-overgeneralization","Distractor A endorses the referral as legitimate disability recognition without cultural context; D prematurely closes the inquiry at referral. Analyze referral language for cultural load: audit how 'disrespectful,' 'defiant,' 'oppositional' are applied across racial/ethnic groups for identical behaviors. Show cases: a white student who questions = leadership potential; a student of color who asks the same = conduct disorder referral. Retrain by unpacking communication norms and reframing assertion as competence rather than pathology."
"PQ_DIV-03_17","Educators misread a risk ratio as a relative *rate* (Black students disciplined at 2.5× the rate of white students) instead of understanding its directional meaning, or confuse it with a *moral justification* for unequal discipline or with a complete causal claim about bias.","label-retrieval","Distractors B and C both overreach: B invents a warrant for harsher discipline; C correctly identifies systemic inequality but answers what the ratio *means* versus what to do about it. Drill the arithmetic: 'If 10% of white students get suspended and the risk ratio for Black students is 2.5, what % of Black students get suspended?' (Answer: 25%) Do 10 scenarios with different base rates to solidify the calculation and deflect the moral-judgment trap."
"PQ_DIV-03_18","Evaluators detect confirmation bias—preferential weight for assessment results that match initial impressions—but mislabel it as anchoring bias, which concerns overreliance on a *single prior number* rather than selective credibility across *all sources agreeing with a preformed hypothesis.*","sequence-inversion","Distractor B conflates anchoring with confirmation; they are sequential errors in clinical judgment. Anchor = first number sticks. Confirm = I weight all evidence that fits my picture. Teach the distinction: you see a low test score (anchor risk), but the deeper error is that every subsequent piece of evidence (teacher behavior rating, parent report, classroom observation) that agrees with 'low ability' gets marked credible, while conflicting evidence (high performance on challenging tasks) gets discounted. Use decision-trees to show where each bias enters the judgment process."
"PQ_DIV-03_19","Educators and psychologists attribute school-to-prison pipeline patterns to students' individual behavioral choices and moral failings, rather than recognizing structural policy and enforcement asymmetries (zero-tolerance, SRO presence, biased ticketing thresholds) that funnel marginalized students toward the criminal justice system.","prerequisite-skipping","Distractor C places sole responsibility on student choice, ignoring the pipeline. Map the pathway: (1) zero-tolerance policy; (2) discretionary enforcement biased toward students of color; (3) SRO/police in school; (4) low thresholds for criminal referral of minor infractions; (5) juvenile record. Then show the data: districts with SRO contracts and broad police jurisdiction show higher student arrest rates for school incidents, controlling for behavior. Change the policy lever: remove or retrain SRO, raise criminal threshold, use restorative practices = different pipeline."
"PQ_DIV-03_20","School psychologists and IEP teams notice racial disparities in discipline consequences but assume team members have sound professional reasons they haven't yet examined, avoiding a root-cause review of whether rule interpretation, severity judgment, or enforcement discretion is biased.","consent-confidentiality-confusion","Distractor C defers to uncritical trust in teacher discretion rather than executing a systems check. When a school psychologist sees discipline disparity, create a protocol: (1) Pull the case files for students of color and white students with the same incident code. (2) Have an external rater (blind to student race) score incident severity. (3) Map race to consequence assigned. (4) Disagree? Facilitated conversation with teachers about interpretation standards. This is not distrust; it's verification."
