"UNIQUEID","dominant_error_pattern","error_cluster_tag","instructional_red_flags"
"PQ_DBD-09_1","Student collapsed Bronfenbrenner's ecological tiers by treating macrosystem content (societal laws and values) as evidence for the microsystem level, blurring the distance between proximal and distal contexts that defensible reports must keep distinct.","tier-level-confusion","Distractor A conflates macrosystem with microsystem. Have students redraw Bronfenbrenner's nesting circles and label each layer with examples: microsystem (family/school), mesosystem (school-home links), exosystem (parent workplace), macrosystem (laws/culture). Test recall via layer-assignment sorting tasks."
"PQ_DBD-09_10","Student mixed levels of analysis by describing IQ change as an environmental lever, departing from the operationalizable classroom and instructional modifications reports must enumerate when listing concrete alterations.","component-confusion","Distractor A falsely treats ability as malleable environment variable. Explicitly teach: alterable variables are noise, proximity, task difficulty, timing, adult support. Create two columns on whiteboard—'Alterable' vs. 'Stable traits'—and sort classroom examples. Have students draft environmental modifications for a given classroom scenario using only alterable variables."
"PQ_DBD-09_11","Student imported a personality-disorder label for transition friction without the multi-setting data and differential logic a defensible report needs before such terminology appears, skipping ecological predictors like warning time and routine consistency.","label-retrieval","Distractor A prematurely labels transition difficulty as personality disorder. Teach distinction: observation first (warning time, clarity, routine), then interpretation. Model a report excerpt that describes transitions without diagnosis, then show how ecological data supports diagnostic considerations only after rule-outs. Use case study: student struggles at transitions in room A but not room B—what should you report?"
"PQ_DBD-09_12","Student coded only adult-directed exchanges and left out peer reinforcement, status, and modeling data that belong in a peer-inclusive ecological methods or results subsection, limiting context to a single observer perspective.","scope-undergeneralization","Distractor A omits peer ecology. Provide a checklist: peer interactions to observe include reinforcement patterns, seating effects, social status, peer modeling, and inclusion/exclusion. Have students code 5-minute classroom video for peer ecology; compare notes with observation partner to surface missed data."
"PQ_DBD-09_13","Student called the classroom a direct example of exosystem despite the child's direct participation there, mislabeling ecological distance in a way that affects how reports narrate indirect pathways and mediated family effects.","eligibility-criteria-confusion","Distractor A mislabels classroom as exosystem (it is microsystem). Create a decision tree: 'Does child directly experience this setting?' → Yes = microsystem. 'Does it indirectly affect family?' → Yes = exosystem. Use parent workplace stress → family tension → school behavior as worked example. Practice sorting realistic scenarios."
"PQ_DBD-09_14","Student filed a single classroom under macrosystem review, confusing the broad cultural-policy frame with localized setting characteristics that need their own ecological subsection in the organizational or school-climate section.","scope-overgeneralization","Distractor A shrinks macrosystem to one classroom. Teach scope: macrosystem = nationwide laws, economics, cultural values affecting many schools. Mesosystem/organizational = school policy, climate. Microsystem = single classroom. Show example report excerpt highlighting each. Practice re-sorting a student's draft that over-generalizes classroom examples as societal forces."
"PQ_DBD-09_15","Student justified comprehensive ecology solely as thoroughness without articulating the misidentification prevention mechanism reports should name—context explaining performance without premature pathology attribution.","indirect-direct-confusion","Distractor B correctly identifies mechanism but student may miss it. Teach explicitly: 'Ecological assessment rules out contextual causes before invoking disability.' Model a report paragraph: 'While X appears like ADHD, instruction lacked differentiation and demand exceeded ability—when these are adjusted, we reassess.' Contrast with report that jumps to disability without this rule-out language."
"PQ_DBD-09_16","Student relied on global trait language (student intelligence, personality) instead of specifying noise, demands, grouping, and proximity—concrete situational events reports pair with behavior when building intervention logic.","prerequisite-skipping","Distractor D uses traits, not antecedents. Teach operational antecedent naming: noise level, task difficulty, group size, adult proximity, peer composition, time of day. Have students convert vague antecedent statements ('hard work') into operational ones ('tasks with 3+ steps'). Use classroom video: pause and ask students to list observable antecedents on the board before behavior occurs."
"PQ_DBD-09_17","Student denied peer influence on behavior outright, incompatible with the social mechanisms reports summarize when linking seating, grouping, and social skills goals to data and instructional planning.","purpose-confusion","Distractor C falsely claims peer influence is absent. Provide concrete mechanism examples: positive peer modeling, peer pressure, social reinforcement, rejection effects. Show report excerpt naming peer factors in behavior hypothesis. Have students observe a 10-minute recess clip and list peer influences they observe; compare with classroom behavior data for consistency."
"PQ_DBD-09_18","Student declared the instructional-demand gap unmodifiable, contradicting standard recommendation paragraphs that tie data to adjusted pacing, materials, and support intensity when curricular mismatch is the most plausible explanation.","causation-correlation","Distractor D claims gap is unfixable. Counter with actionable language: 'Pacing adjusted, scaffolds added, materials simplified, and peer support provided will test whether performance improves.' Draft 3–4 recommendations for a scenario with clear curriculum-ability mismatch. Use before-after comparison of recommendation text: fatalistic vs. action-oriented."
