"UNIQUEID","dominant_error_pattern","error_cluster_tag","instructional_red_flags"
"PQ_DBD-05_1","Student conflates broad verbal reasoning with specialized phonological processing assessment, treating a global index as sufficient for phonological-deficit documentation.","label-retrieval","When this distractor (A: WISC-V Verbal Comprehension) is selected, anchor instruction on WISC-V construct domains using a side-by-side comparison table: VC (reasoning/knowledge) vs. processing-specific subtests like RAN/phonological awareness. Pair with a case: ""A child scores average VC but low CTOPP-2. Why isn't VC enough?"" to build construct-specificity reasoning."
"PQ_DBD-05_10","Student mandates additional comprehensive phonological testing despite documented intact awareness, failing to apply hypothesis-driven follow-up logic after a processing strength is established.","prerequisite-skipping","Use a flowchart: Phonological Awareness → [Intact? Yes → Skip phono testing, assess RAN/fluency]. [No → Continue phonological detail]. Present a case: child has CTOPP-2 PA = 100th percentile, reading fluency = 10th percentile. Ask: ""What test is MOST important?"" Then decode why RAN is the next logical step, not deeper PA assessment."
"PQ_DBD-05_11","Student assumes working-memory testing alone can isolate storage limits from sustained attention deficits without administering direct vigilance or attention-maintenance tasks.","consent-confidentiality-confusion","Teach the construct difference using task examples: WM (hold 5 numbers, answer a math question) vs. sustained attention (click button every time you see a target, 20-minute task). Run student through both tasks. Debrief: which one exhausted focus over time? This lived contrast clarifies why both must be tested to differentiate."
"PQ_DBD-05_12","Student endorses routine administration of CTOPP-2, NEPSY-II, and TOMAL-2 to every student, violating hypothesis-driven assessment protocols.","sequence-inversion","Walk through a hypothesis-testing tree: Initial cognitive battery completed → Any processing concerns flagged? [No → Stop, no follow-up] [Yes → Select targeted processing batteries]. Show a real cognitive report and ask: ""Which one processing measure is justified as follow-up?"" Anchor in NAGC/NASP best practices: efficiency + hypothesis alignment."
"PQ_DBD-05_13","Student interprets an isolated low phonological score amid average working memory and processing speed as global intellectual impairment rather than a domain-specific processing deficit.","scope-undergeneralization","Present a profile: WISC-V WMI=105, PSI=110, CTOPP-2 PA=75. Ask: ""What is the conclusion?"" Use the answer to explain: specificity (phonology weak, WM/PSI intact) guides targeted intervention, not global remediation. Then compare to a genuinely low-IQ profile (all indices 70-75) to show the contrast."
"PQ_DBD-05_14","Student substitutes within-cognitive-battery contrasts (verbal vs. nonverbal, WM vs. PSI) for the Dual Discrepancy Model's two core components (ability-achievement gap + RTI non-response).","norm-criterion-confusion","Draw two distinct models side-by-side: (1) Dual Discrepancy/Consistency (IQ-Ach gap + poor RTI response), (2) Within-WISC Profile Analysis (verbal ≠ nonverbal). Use a case profile: WISC-V VC>FR (profile discrepancy) but also low reading + poor phonics intervention response. Clarify: Dual Disc requires BOTH gap types, not internal WISC patterns."
"PQ_DBD-05_15","Student generalizes average sight-word efficiency to overall reading adequacy, underestimating the significance of low nonsense-word decoding in a dyslexia-specific profile.","population-confusion","Use a fluent-reader vs. dyslexic-reader profile: both may recognize sight words (automatic), but dyslexic reader's low Word Attack signals phonics-application weakness. Present two students with identical Sight Word Efficiency (90th %ile) but divergent Word Attack (one 60th, one 5th). Ask: ""Same concern?"" Debrief the phonological-decoding vs. whole-word-recognition distinction."
"PQ_DBD-05_16","Student concludes that very low CTOPP-2 phonological-awareness subtests, despite average rapid-naming performance, indicate NO phonological processing disorder.","causation-correlation","Teach subtest logic: CTOPP-2 measures multiple phonological domains; low awareness alone is a clinically meaningful finding even if RAN is intact. Present a profile: PA=75, RAN=105. Ask: ""Does this child need reading intervention?"" Use the answer to cement: within-battery variation is interpretable and actionable, not a source of confusion or dismissal."
"PQ_DBD-05_17","Student privileges testing-efficiency or interpretive-convenience over the PSW Model's conceptual advantage—identifying SLD without large IQ-achievement gaps.","purpose-confusion","Compare outcomes under two models: (1) Traditional IQ-Ach Discrepancy (requires IQ 100, reading 70); (2) PSW (high Fluid Reasoning, low reading achievement + low RAN, average other indices). Use a case where PSW identifies SLD but Discrepancy misses it (average overall IQ, specific phonological deficit). Emphasize: PSW's power is nuance, not speed."
"PQ_DBD-05_18","Student attributes working-memory strain during multi-step math to a reading disorder or global intellectual deficit, severing the domain-specific link between WM and math computation.","component-confusion","Use a task walk: read a multi-step math problem aloud (student holds steps in mind while computing), then administer digit span. Debrief: why does this child struggle with multi-step math but not single-step? Link WM bottleneck to math-specific demands, then contrast with a dyslexia profile (sound manipulation weak, sight-word OK) to show domain specificity."
