UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_LEG-02_19","Confusing universal screening with targeted identification; students believe Child Find means testing all students without discretion rather than proactively locating all children with suspected disabilities.","model-conflation","Distractors A (test all) and C (self-identify only) and D (parent-referral only). Child Find is a proactive duty: schools must identify, locate, and evaluate all children with disabilities, including homeless students and those in private schools. It is not random testing of everyone, and it is not reactive-referral only. Teach: schools use screening data, teacher concern, and parent report to locate students; evaluation comes after location."
"PQ_LEG-02_2","Misdefining FAPE by imposing location requirement (regular classroom) or budget constraints as decisive factors; students miss the statutory definition: public expense, state standards, IEP-governed provision.","label-retrieval","Distractors A (regular classroom only), C (budget-driven), and D (significant disabilities only). FAPE = Free Appropriate Public Education provided at no cost, meeting state standards, in accord with an IEP. Location is determined by LRE, not FAPE definition. Budget is not a defense. Entitlement is based on eligibility under IDEA categories, not severity. Memorization: SAY the four-part definition with students (Free + At Public Expense + Appropriate + Per IEP)."
"PQ_LEG-02_20","Omitting student voice in transition planning; students treat transition as a school-driven process rather than an individualized planning partnership centered on postsecondary outcomes.","role-confusion","Distractor D excludes student input; B is the correct answer focusing on postsecondary outcomes. Transition planning requires documented goals in three domains: post-secondary education, employment, and independent living. The student must be involved and their preferences matter. If a student is 14+ and has an IEP, transition planning is mandatory. Facilitate: have students draft sample transition goals in all three domains for a case study."
"PQ_LEG-02_3","Incorrectly placing environmental disadvantage in the special-education disability category taxonomy when it is explicitly excluded by IDEA statute.","eligibility-criteria-confusion","Distractors A, B, C are correct categories; D (environmental disadvantage) is the excluded distractor. IDEA lists 13 categories: Autism, Deaf-Blindness, Deafness, Emotional Disturbance, Hearing Impairment, Intellectual Disability, Multiple Disabilities, Orthopedic Impairment, Other Health Impairment, Specific Learning Disability, Speech/Language Impairment, Traumatic Brain Injury, Visual Impairment. Environmental disadvantage (poverty, neglect) does not qualify. Teach: poverty correlates with disability but does not itself create eligibility."
"PQ_LEG-02_4","Reducing IEP scope to test scores alone or to district-selected goals; students underestimate the breadth of required IEP components and the collaborative decision-making mandate.","scope-undergeneralization","Distractors A (scores only), C (entire file), D (district alone). A complete IEP includes: Present Levels of Performance (PLPs), annual measurable goals, special education and related services, accommodations, placement/LRE, progress monitoring plan, participation in state assessments, and (if 14+) transition goals. All components are interdependent. The IEP team is collaborative: parents, general ed teacher, special ed teacher, and others. Use a real IEP template to walk through each section."
"PQ_LEG-02_5","Mistaking the start date for the initial evaluation timeline; students apply the 60-day rule from the wrong trigger (referral vs. parental consent).","sequence-inversion","Distractors A (30 days), C (1 year), D (6 months). The 60-day timeline begins *after* signed parental consent, not from the date of referral. States may have shorter timelines (e.g., 45 days), but 60 is the federal baseline. Many students incorrectly start the clock at referral, leading to non-compliant evaluations. Teach: timeline flow: referral → parent meeting → prior written notice → consent form signed → [60-day clock starts] → evaluation due."
"PQ_LEG-02_6","Confusing the trigger for MDR with other IEP events; students misidentify when an MDR is mandatory (removal thresholds) vs. when it is optional or routine.","purpose-confusion","Distractors A (first referral), C (test-score change), D (annual meeting). An MDR is required only when a student with a disability is removed from placement for more than 10 consecutive days OR has a pattern of removals totaling 10+ cumulative days in a school year. It is not routine; it is not triggered by testing changes. The MDR determines: Is the behavior a manifestation of the disability? If yes, the removal may be illegal. Use a timeline exercise: track suspension days and identify when MDR is triggered."
"PQ_LEG-02_7","Assuming procedural safeguards are waived for serious misbehavior; students conflate severity of misconduct with override of IDEA due-process requirements.","consent-confidentiality-confusion","Distractor A (no notice) and C (expulsion without MDR). IDEA procedural safeguards apply to ALL students with disabilities, even those caught with weapons or drugs. When removals exceed 10 consecutive days (or 10 cumulative), MDR is mandatory. If the behavior IS a manifestation, the school cannot expel; they must modify the IEP/FBA. If the behavior is NOT a manifestation, the school can apply standard discipline. Clarify: 'Serious behavior does not erase the law.'"
"PQ_LEG-02_8","Misinterpreting stay-put as an absolute bar to any placement change or conflating it with other disciplinary safeguards; students overestimate the scope of the protection.","tier-level-confusion","Distractors A (regardless of behavior), C (no more restrictive placement), D (parents can prevent any change). Stay-put means: during a due-process complaint, the student remains in current placement unless parents and school agree otherwise. Exceptions: behavior poses danger, weapons/drugs, or school obtains court order. Stay-put does NOT override every school decision; it protects against unilateral placement changes during dispute. Use case: student has 10-day suspension + MDR filed. Stay-put freezes placement until hearing ends or parties settle."
"PQ_LEG-02_9","Narrowing parent dispute-resolution options to informal meetings only; students miss the formal mechanisms (mediation, due process) that IDEA statutorily provides.","population-confusion","Distractor A (informal only). Parents have multiple options: (1) informal meeting, (2) state complaint, (3) mediation, (4) due process hearing, (5) civil suit (if IDEA is violated). Mediation and due process are formal, binding remedies. Parents should know they can request an outside evaluator (IEE), file complaints about procedural violations, and seek compensatory education. Show a flowchart: 'Disagree with IEP' → mediation? → due process? → appeal? Each step has deadlines and outcomes."
