"UNIQUEID","dominant_error_pattern","error_cluster_tag","instructional_red_flags"
"PQ_RES-03_1","Students conflate random assignment with the presence of measurement outcomes, treating any study that collects data on outcomes as correlational rather than recognizing experimental control as the defining feature.","model-conflation","A confuses causation with mere collection of outcome data. C misidentifies qualitative narrative as equivalent to rigorous research design. D treats opinion-gathering as outcome measurement—emphasize that experiments measure actual performance, not preferences, and that random assignment creates causal inference opportunity."
"PQ_RES-03_10","Learners reverse the definitions of Type I and Type II errors, treating a false negative (incorrectly concluding no effect exists) as the defining feature of Type I when the opposite is true.","sequence-inversion","A directly inverts the definition. C confuses method selection with error type—Type I is about rejection threshold, not test choice. D treats sample size as the mechanism behind Type I when alpha level is the control parameter. Teach the 'Boy Who Cried Wolf' analogy: Type I = false alarm (reject when true), Type II = miss signal (fail to reject when false)."
"PQ_RES-03_11","Students overweight statistical significance as proof of real effects, discounting the role of statistical power and assuming that p < .05 alone guarantees a finding's trustworthiness in small samples.","validity-reliability-confusion","A elevates significance to absolute certainty. C swings too far the opposite direction, treating small samples as universally invalid. D ignores effect size entirely as irrelevant once significance is achieved—use the example of a coin-flip producing a significant result by chance to show how power and sample size interact with significance."
"PQ_RES-03_12","Learners apply incorrect quantitative thresholds to the empirical rule, misremembering the proportion of data within one standard deviation in a normal distribution.","label-retrieval","A reduces one SD to 50% (confusing it with the median). C and D apply the percentages for two and three standard deviations to the one-SD interval. Use a visual bell curve with shaded regions and have students mark the boundaries: mean ± 1 SD = 68%, mean ± 2 SD = 95%, mean ± 3 SD = 99%."
"PQ_RES-03_13","Readers treat confidence intervals as guarantees of where the true mean must fall rather than probabilistic statements about sampling variability and long-run capture rates.","norm-criterion-confusion","A converts probability into certainty ('definitely between'). C misapplies the CI to individual score distribution instead of parameter estimation. D contains unrelated text but suggests confidence intervals are deterministic—use the 'repeating sampling' framing: 'If we drew 100 samples, 95 would have CIs that capture the true mean, 5 would not.'"
"PQ_RES-03_14","Students misidentify the data structure underlying the research question, applying parametric tests to categorical variables without recognizing that chi-square tests specifically address association between two discrete attributes.","component-confusion","A uses Pearson correlation, designed for continuous variables, not yes/no categories. B forces the t-test (comparing means) onto binary outcomes. D assumes the same students answered twice when comparing independent grade levels—explicitly map data structure: categorical outcome (yes/no) × categorical grouping (grade level) → chi-square table."
"PQ_RES-03_15","Learners collapse non-significant findings into proof of ineffectiveness, treating the absence of statistical evidence as evidence of absence and overlooking how small samples reduce power to detect true effects.","causation-correlation","A concludes definitively from negative findings. B invalidates the entire study based on lack of significance. D dismisses significance as unimportant when interpreting non-results—teach that non-significance is ambiguous: the treatment may work but the study was too small to detect it. Use Type II error rate (beta) as the formal name for this risk."
"PQ_RES-03_16","Students confuse the regression coefficient (slope) with the variance explained (R²), directly mapping the numerical value of the slope onto the proportion of outcome variation explained by the predictor.","tier-level-confusion","A incorrectly dismisses the relationship because of low R² despite a non-zero slope. C treats the slope value 2.5 as percentage of variance explained. D misinterprets .18 as a near-perfect fit when it indicates 18% explained variance—highlight the distinction: slope is about rate of change (unit interpretation), R² is about prediction accuracy (% of spread accounted for)."
"PQ_RES-03_17","Learners default to financially-focused or enrollment-counting definitions when encountering 'base rate,' reflecting surface-level word associations rather than grasping that base rate quantifies population prevalence of a characteristic.","norm-criterion-confusion","A treats 'rate' as salary and compensation structure. C links 'rate' to test item difficulty (p-value). D conflates 'rate' with student enrollment or demographic proportions—use domain-specific examples: 'Base rate of ADHD ≈ 5% of children' vs. 'Base rate of depression in schools ≈ 2–5%' to show it names population prevalence, not finances or counts."
"PQ_RES-03_18","Readers misclassify Cohen's d effect sizes using incorrect magnitude cutoffs, failing to anchor to the standard convention that d = 1.2 falls into the large effect range.","developmental-stage-mismatch","A treats 1.2 as small, reversing the conventional scale. B places it in the medium range (typically ≤ 0.5). D denies that d measures effect size at all—teach the Cohen convention explicitly: small d = 0.2, medium d = 0.5, large d = 0.8. Emphasize that d = 1.2 means the groups are separated by more than one SD, a practically large difference."
