UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_FAM-03_19","Re-entry from juvenile detention is misconceived as a surveillance and punishment problem rather than a collaborative reintegration challenge requiring coordination across justice, family, and school systems with restorative principles.","purpose-confusion","When students select A (surveillance), ask: 'Does monitoring deter re-offense or does it isolate the student further?' Pivot to evidence-based re-entry: (1) coordinate release info with justice liaison, (2) align family and school expectations, (3) activate appropriate IEP/504 accommodations, (4) build community connections. If they choose C, address the punitive mindset directly: 'Exclusionary discipline increases recidivism; supported re-entry reduces it.'"
"PQ_FAM-03_2","MOUs are misconstrued as binding contracts for free services (absolute legal obligation) or as unnecessary paperwork when they are procedural agreements establishing role clarity, confidentiality protocols, and service boundaries.","norm-criterion-confusion","When students select A or C, clarify the MOU's actual function: It's a operational roadmap, not a legal warranty. Walk through three core sections: (1) referral pathways, (2) consent and confidentiality procedures (including who signs what), (3) service scope and limitations. Emphasize: 'The ROI is the legal consent; the MOU is the procedural playbook.'"
"PQ_FAM-03_20","Family preferences for limited information sharing are positioned as either ignorable (professional judgment overrides consent) or fatal (refusing the referral entirely) when the ethical move is respecting the boundary while educating and inviting reconsideration.","consent-confidentiality-confusion","When students choose A, reinforce: 'FERPA consent is not advisory; it is legal authorization.' If they pick C, challenge: 'Does refusing to refer honor the family's autonomy or violate the student's right to services?' Guide the correct path: (1) honor the written consent limit, (2) explain what the agency could do with fuller information, (3) offer to revisit consent later, (4) proceed with partial sharing authorized. Emphasize transparency over coercion."
"PQ_FAM-03_3","Mandatory reporting is deferred through consultation, documentation delay, or parental notification when it is a time-critical legal duty triggered by any reasonable suspicion, not requiring confirmation, supervisor approval, or prior conversation with the alleged abuser.","sequence-inversion","When students select A, C, or D, apply the immediate-action template: Disclosure of abuse → Report NOW to CPS/law enforcement → Notify building administrator → Document afterward. Address the three misconceptions in order: (1) Why contacting the parent is contraindicated (potential evidence tampering, further harm), (2) Why legal consultation delays reporting (your duty is independent), (3) Why 'confirmation' is not required (reasonable suspicion suffices). Anchor to state law language."
"PQ_FAM-03_4","Release of information consent is downgraded to 'best judgment' or 'verbal agreement,' when FERPA requires explicit, written authorization naming the specific recipient and data type before any educational record disclosure.","label-retrieval","When students select A or C, isolate the error: 'Best judgment and verbal agreements are not legal consent; they are the reason schools face lawsuits.' Show the correct form: Release must name (1) the student/parent signature, (2) the specific recipient (Community Mental Health ABC, Dr. Jones, not just 'mental health provider'), (3) the data authorized ('Progress reports only, not IEP and test scores'), (4) the date/expiration. If they chose D, address age of majority: 'Over 18 and in college, FERPA still applies to high school records unless student provides new consent.'"
"PQ_FAM-03_5","Substance abuse referral is framed as either punitive mandate (requiring treatment as attendance condition) or passively avoided (school-only interventions) when the ethical model is informed family consent with transparent explanation of referral process and child welfare benefit.","indirect-direct-confusion","When students pick A, reframe: 'School cannot mandate medical treatment; it can only inform and facilitate.' If they choose C or D, address the isolation misconception: 'School-based interventions are insufficient for active substance abuse; community treatment is a medical necessity, not punishment.' Walk through the approach: (1) document behavioral indicators, (2) schedule family meeting with clinical staff, (3) explain the referral rationale and process, (4) provide contact info for the treatment program, (5) follow up. Emphasize: choice remains with the family, but information is clear."
"PQ_FAM-03_6","FERPA and HIPAA are conflated as identical systems or HIPAA is assumed to override FERPA when they are parallel, independent privacy laws governing different records and requiring separate release mechanisms.","model-conflation","When students choose A or C, create a two-column comparison: Left = FERPA (school records, student privacy rights, parent rights until age 18), Right = HIPAA (health/medical records, patient rights, independent of age). Ask: 'If a psychologist at a community clinic treats your student, can FERPA authorize the clinic to release their therapy notes to the school?' (Answer: No, HIPAA release is also needed.) If they picked D, clarify: Schools must follow FERPA; providers must follow HIPAA. Sharing requires both consents."
"PQ_FAM-03_7","Juvenile justice liaison roles are misconceived as law enforcement support (sharing disciplinary records with police) or as exclusion/control (random testing, program exclusion) when the appropriate role is service coordination and educational re-entry planning.","role-confusion","When students select A, invoke FERPA directly: 'Disciplinary records are education records; sharing with law enforcement requires explicit parental consent.' If they choose C or D, address the punitive assumption: 'Courts prohibit schools from imposing additional legal conditions (testing, exclusion) on students involved in the justice system; you coordinate, not gatekeep.' Scaffold the correct role: (1) maintain communication with detention facility, (2) ensure educational continuity while incarcerated, (3) plan re-entry before release, (4) facilitate IEP/504 updates. Emphasize equity."
"PQ_FAM-03_8","Inter-district transfer is either treated as requiring immediate new evaluation (delaying services) or as requiring blind implementation without review, when IDEA mandates continuation of current services while conducting necessary follow-up evaluation and updating the IEP.","tier-level-confusion","When students choose A or D (delaying services or immediate re-eval without continuing current), clarify the IDEA framework: 'The receiving district must implement the CURRENT IEP on day 1; only THEN does it evaluate and propose changes.' This ensures service continuity. If they selected C, address the sending-district misconception: 'The sending district's responsibility ends at exit; the receiving district owns the evaluation and updates.' Use a timeline: Day 1 (implement), Weeks 2–6 (evaluate as needed), Week 8 (IEP update meeting). Emphasize no gap in service."
"PQ_FAM-03_9","McKinney-Vento liaison role is confused with direct service provision (housing, meal administration) or with law enforcement reporting when the core responsibility is removing barriers to enrollment and attendance for homeless students.","population-confusion","When students select A, C, or D, clarify scope: The liaison does NOT provide housing, does NOT determine meal eligibility unilaterally, and does NOT report families to authorities. Instead, ask: 'What barriers prevent a homeless child from coming to school?' (Transportation, records, enrollment delays, segregation.) The liaison removes those. Walk through the actual role: (1) identify homeless students, (2) waive enrollment requirements (proof of residency, emergency contact), (3) coordinate free meals, (4) arrange transportation, (5) connect family to resources. Emphasize: liaison is an access advocate, not a gatekeeper."
