UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_ETH-03_19","Student fails to distinguish compliance (meeting minimum CEU hours) from competence (true mastery), treating them as synonymous when they operate on different timescales and depths.","validity-reliability-confusion","Distractor A collapses compliance and competence as identical. Teach the distinction: 30 CEU hours ≠ mastery. Competence requires demonstrated performance change. Use assessment: Does the clinician's documented practice shift after the CEU? If not, compliance without competence occurred."
"PQ_ETH-03_2","Student accepts geographical constraints as justification for lowered standards, ignoring that NASP ethics require equivalent competence development regardless of location.","scope-overgeneralization","Distractor A resigns to rural limitations. Remedy: Show proactive pathways (online training, state organizations, telehealth consultation, peer networks). Example: A rural school psychologist joins a statewide peer consultation group and attends virtual conferences, maintaining equivalence with urban peers."
"PQ_ETH-03_20","Student delays professional development until external best practices solidify, missing the ethical obligation to be responsive and build competence during critical windows when students need it most.","sequence-inversion","Distractor C defers action until expert consensus. Teach urgency: Emerging issues (e.g., social media mental health impact) require immediate proactive learning, not waiting. Remedy: Identify an emerging concern, find 3 peer-reviewed sources, and design a 2-month professional learning plan."
"PQ_ETH-03_3","Student narrowly confines advocacy to service delivery, overlooking that advocating for students' rights and interests often requires confronting systems and policies.","scope-undergeneralization","Distractor A limits advocacy to direct services. Teach the full scope: A student's right to bilingual assessment access requires policy advocacy, not just quality service delivery. Example: Advocate for districtwide translation of assessment reports."
"PQ_ETH-03_4","Student mistakes systems advocacy for individual-level work or assumes district-only scope, missing the multi-level nature of policy and practice change.","tier-level-confusion","Distractor A focuses on individual work; Distractor D restricts to district level. Teach the pyramid: Individual (IEPs), school (discipline policy), district (hiring, PD), state/federal (law). Systems advocacy touches all tiers. Example: Advocating for RTI implementation at one school can cascade to district-wide adoption."
"PQ_ETH-03_5","Student attributes disproportionate discipline to teacher bias alone rather than examining systemic patterns, data, and unconscious assumptions school psychologists themselves may hold.","causation-correlation","Distractor C blames teachers without systems examination. Remedy: Teach multi-factor analysis. Steps: (1) Examine your own referral patterns for bias. (2) Audit data (suspensions, referrals, demographics). (3) Engage staff in collaborative problem-solving, not blame. Use implicit bias research to anchor the work."
"PQ_ETH-03_6","Student treats NASP position statements as optional guidance rather than research-informed standards that shape professional expectations and practice accountability.","model-conflation","Distractor A downrates them as opinions. Teach: Position statements = consensus of experts + research synthesis = professional standard. They don't dictate practice but set the bar. Use NASP statement on cultural competence as touchstone for self-assessment."
"PQ_ETH-03_7","Student misunderstands mentoring as creating dependency or reducing independent thinking, when it actually scaffolds autonomy and reflective decision-making.","indirect-direct-confusion","Distractor A fears dependency; Distractor D reduces supervision to evaluation. Teach the paradox: Good mentors develop independent thinkers. Example: Mentor asks 'What would you do?' before offering guidance. Supervisee learns to generate options, not accept directives."
"PQ_ETH-03_8","Student severs self-care from professional ethics, treating burnout as a personal problem unrelated to service quality and ethical obligation to students.","eligibility-criteria-confusion","Distractor A/C disassociate self-care from job performance. Remedy: Frame burnout as a competence issue. Burned-out clinician = compromised judgment, increased errors, reduced empathy. NASP Code requires self-care as part of maintaining competence and duty to clients."
"PQ_ETH-03_9","Student narrows the learning value of conference presentation to resume padding, missing that synthesizing research, connecting with peers, and modeling contribution are the deeper professional growth mechanisms.","label-retrieval","Distractor A reduces it to resume credential. Teach the multiplier: Preparing a presentation forces knowledge integration, presenting builds networks and visibility, and sharing expertise advances the field. Example: Presenting on culturally responsive RTI at a state conference strengthens your knowledge and attracts consultation requests."
