UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_PSY-04_19","Applying uncontextualized test score interpretation to newly arrived students, test-takers ignore the explanatory role of prior schooling gaps and curriculum discontinuity, attributing low performance to intrinsic disability rather than educational opportunity loss.","indirect-direct-confusion","Distractor A applies norms mechanically without contextual adjustment (decontextualized interpretation). Distractor C jumps to disability diagnosis (prematurely pathologizing achievement gaps). Distractor D reduces causation to language alone (overgeneralizes a single variable). Teach: Show achievement scores from a student who attended a school with no formal curriculum in reading instruction for 2 years before arriving in the U.S. Then ask: 'Is low reading performance a disability or a missed opportunity?' Walk through the diagnostic decision tree: assess in L1 to separate language from prior instruction gaps; use dynamic assessment to probe learning capacity. Frame it as 'ruling out environmental causes before assuming neurological ones.'"
"PQ_PSY-04_2","Students reverse the assessment sequence by administering cognitive or special education tests before establishing baseline language proficiency, skipping the prerequisite step that determines whether low scores reflect English limitations versus cognitive ability.","sequence-inversion","Distractor A prioritizes IQ before language proficiency (wrong sequence). Distractor C bypasses language assessment and jumps to eligibility testing (skips foundational step). Distractor D uses nonverbal tests as a shortcut without first determining language proficiency level (sequence + instrument mismatch). Teach: 'You cannot interpret any cognitive test score for a 6-month ELL without knowing their English proficiency level. A weak IQ score could be entirely language-driven.' Use a case: after language proficiency is assessed as emergent, administer a nonverbal cognitive test; if scores are strong, language is the barrier, not ability. If scores are weak and nonverbal is also weak, then cognitive deficit is possible."
"PQ_PSY-04_20","Selecting incomplete assessment panels for diverse learners, students choose component-based evaluation (language OR cognitive OR history) as sufficient when comprehensive evaluation mandates integration of all three domains simultaneously.","overgeneralization","Distractors A, B, C each represent one valid component but treat it as standalone. Distractor A (bilingual cognitive/achievement only, omits language proficiency and history). Distractor B (language proficiency alone, omits cognition and history). Distractor C (history alone, omits cognitive and language data). Correct answer is D (all components). Teach: 'A comprehensive evaluation for a diverse learner is like a three-leg stool: remove one leg and it collapses.' Show a case: cognitive assessment in two languages reveals strong nonverbal but weak verbal reasoning; language proficiency data shows receptive < expressive; history shows late exposure to academic language at home. Only together do these paint a complete picture of ability versus opportunity."
"PQ_PSY-04_3","Mistaking surface English fluency (BICS) for readiness to learn academic content in English, students conflate conversational proficiency with the deeper language proficiency (CALP) required for cognitively demanding, context-reduced tasks.","tier-level-confusion","Distractor A assumes BICS proficiency = readiness for all academic work and assessment (collapse of tiers). Distractor C treats BICS = full proficiency and ESL support irrelevance (tier collapse). Distractor D infers BICS sufficiency for English-only cognition (assessment-language confusion). Teach: 'BICS is not enough for calculus, literary analysis, or IQ testing in English.' Show a bilingual student who chats easily with peers but cannot understand a fourth-grade math word problem. Story: 18-month ELL passes the state English proficiency test (BICS reached), so the team said 'no more ESL needed.' But the student still struggles with academic reading and math language. Why? CALP isn't there yet. You still need scaffolded instruction and possibly ESL. Use this to drive home the 5–7 year timeline for CALP."
"PQ_PSY-04_4","Practitioners mistakenly believe nonverbal tests are unnecessary or misunderstand their limited purpose, either denying their utility or overstating their power to eliminate language from assessment altogether.","validity-reliability-confusion","Distractor A wrongly claims ELL students are entirely unassessable in English (eliminationist). Distractor C falsely generalizes that all cognitive tests are nonverbal (false positive). Distractor D treats nonverbal tests as easier rather than differently-purposed (difficulty-vs-purpose confusion). Teach: 'Nonverbal tests don't *eliminate* language—they reduce it. They measure nonverbal reasoning, but even nonverbal tests require language understanding of instructions.' Show the limits: a nonverbal IQ test can reveal reasoning strength in an ELL, but it cannot assess verbal reasoning, processing speed, or working memory in a language-fair way. Use this to frame why comprehensive assessment requires both verbal and nonverbal measures in the student's primary language when possible."
"PQ_PSY-04_5","Failing to establish clear professional boundaries with interpreters, test-takers blur the interpreter's role with examiner responsibilities, allowing interpreters to improvise explanations or coaching that violates standardized administration and compromises validity.","role-confusion","Distractor A treats the manual as the interpreter's script (misunderstands role boundaries). Distractor C permits interpreters to coach or explain (violates standardization and role). Distractor D uses family members as interpreters, creating confidentiality and accuracy risks (conflicts of interest). Teach: 'An interpreter is a language vessel, not a tutor or clinician.' Demonstrate the difference: 'Student doesn't understand block design task instructions. *Wrong:* interpreter explains, 'You have to fit the blocks to match the picture.' *Right:* interpreter replays the examiner's language in the target language, no more. Provide a briefing script: interpreters must be told not to explain concepts, correct student responses, or add cultural interpretation. Debrief after the test about how well the student understood without coaching."
"PQ_PSY-04_6","Reducing cultural loading to superficial examples or aesthetic familiarity, test-takers confuse culturally relevant content with the deeper construct of knowledge/skill dependency on culture-specific background, conflating item representation with construct clarity.","consent-confidentiality-confusion","Distractor A frames cultural loading as alignment with cultural experiences (framing, not depth). Distractor C conflates cultural loading with scoring bias and group advantage/disadvantage (bias, not loading). Distractor D treats cultural loading as specific references or idioms (surface-level features, not knowledge demand). Correct answer is B (degree test performance depends on culture-specific skills/knowledge). Teach: 'Cultural loading isn't about whether a test *contains* cultural references—it's about how *much* the student's performance depends on having that cultural knowledge.' Example: A history test question on Thanksgiving requires knowledge of a U.S. cultural observance; that's high cultural loading. A math problem about block towers? Lower cultural loading. A vocabulary test with idioms like 'raining cats and dogs' has high cultural loading for students not exposed to English idioms. Clarify that a test can have low cultural loading (math facts) or high loading (literature appreciation), and the goal is to recognize loading so we interpret scores cautiously for culturally different students."
"PQ_PSY-04_7","Attributing low academic performance directly to disability potential without first ruling out environmental, educational, and acculturation factors that could equally explain the pattern, students rush to pathology when alternative explanations exist.","causation-correlation","Distractors A, B, C each describe a valid consideration (educational history, prior instruction, acculturation) but treat it individually. Correct answer is D (all must be considered together). Teach: 'Before a learning disability diagnosis, you must rule out: inadequate prior instruction, educational gaps, acculturation stress, and lack of English exposure.' Use a case: a student from a country with limited or interrupted schooling scores low on achievement tests. Questions to ask before disability: How many years of formal schooling has she had? Was instruction in her native language? Is she still adjusting to a new school culture and language? Only when these are ruled out or accounted for can you determine if cognitive processing deficits are present."
"PQ_PSY-04_8","Conflating dynamic assessment's value-added approach with test reliability concerns, students mistake the structural novelty of test-teach-retest methods with inherent measurement weakness, when dynamic assessment's purpose is measuring learning capacity, not replacing traditional reliability.","purpose-confusion","Distractor A claims dynamic assessment is culturally biased (overgeneralizes bias concerns without evidence). Distractor C wrongly states dynamic assessment is less reliable than static (misinterprets construct validity). Distractor D suggests dynamic assessment lacks standardization (confuses flexibility with loss of rigor). Teach: 'Dynamic assessment is not less reliable; it measures something different. A static IQ test asks: What does the student know now? A dynamic assessment asks: How does the student learn?' Show the workflow: test phase (baseline), teach phase (provide feedback/scaffolding), retest phase (measure gain). The gap between test and retest reveals learning capacity and response to intervention—critical information for ELL and culturally diverse students who may underperform on static measures due to background difference, not ability. This approach is particularly useful for ruling out disability in CLD populations."
"PQ_PSY-04_9","Restricting assessment to one language (whether English or the stronger language) by students, they yield an incomplete cognitive and linguistic profile, missing comorbid strengths or deficits that emerge only when both languages are assessed.","scope-undergeneralization","Distractor A insists on English-only administration (loses proficiency data in L1; misses home-language strengths). Distractor C chooses the stronger language (may mask deficit in weaker L2; misses transfer/interference patterns). Distractor D defers assessment until English proficiency is full (denies access and delays identification). Teach: 'Assessing a bilingual in only one language is like assessing a driver with one eye covered.' Show a bilingual child with weak English reading but strong Spanish reading—if you assess only in English, you miss the strength and might misdiagnose dyslexia. If you assess both languages, you see the pattern (literacy is intact in L1, suggests L2 acquisition gap or language exposure imbalance, not dyslexia). Case: child with similar weak performance in both Spanish and English, decoding issues in both → dyslexia is likely. Child with strong Spanish but weak English early on → normal SLA, not disability."
