UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_DBD-01_19","Student accepted socially desirable self-report without probing or cross-validation, treating interview responses as valid standalone data rather than one data source requiring triangulation.","validity-reliability-confusion","Teach probing discipline. Socially desirable responding is predictable, not disqualifying. Model follow-ups: 'Tell me about a time you didn't try your best' or 'When do you find it hard to focus?' Show how specific examples + observation + teacher input together create validity. Never rely on isolated interview claims."
"PQ_DBD-01_2","Student confused halo effect (favorable initial impression contaminates subsequent ratings) with observer drift (gradual change in scoring criteria over time), missing the mechanism of impression bias.","label-retrieval","Use a visual: place a dividing line at 'teacher praise.' Before = baseline ratings. After = all higher ratings despite identical behavior. Halo IS the impression contamination. Drift is GRADUAL change. Teach: 'Halo is sudden bias from a single event; drift is slow slippage from repeated use.'"
"PQ_DBD-01_20","Student reported RIOT data separately rather than synthesizing convergent and discrepant evidence, missing the evaluator's responsibility to integrate findings into coherent conclusions.","overgeneralization","Demand synthesis practice. After RIOT data collection, students must write: 'Where do records, interviews, observations, and tests AGREE?' and 'Where do they DISAGREE and why?' Use a matrix format: method × finding. Teach: 'Separate lists are data; synthesis is evaluation. Your job is to make sense across methods.'"
"PQ_DBD-01_3","Student selected separate teacher scale + observation + parent report, which omits structured classroom performance data and multiple school-based observers needed for authentic multimethod coverage.","scope-undergeneralization","Audit this combination for gaps: Is classroom behavior directly sampled (not just teacher judgment)? Are there multiple school raters? Have antecedents-consequences been documented? The 'C' answer uses interval recording (direct classroom method) + interview (context) + multiple raters. Teach: 'Multimethod requires different TYPES of data (direct, indirect, rating), not just more sources.'"
"PQ_DBD-01_4","Student confused structured interview rigidity with validity, believing exact question repetition improves data quality more than flexible probing within consistent inquiry domains.","prerequisite-skipping","Reframe semi-structured interviews. Show two scenarios: one where psychologist asks the SAME question identically to all teachers, and one where the core inquiry area stays constant but follow-ups adapt. The latter is semi-structured and valid because it balances consistency with responsiveness. Practice: 'Keep the topic consistent. Adapt the path.'"
"PQ_DBD-01_5","Student assumed curriculum-based probes are valuable because they use authentic materials, and standardized tests lack classroom relevance, missing the core distinction: current curriculum sampling versus normative comparison.","model-conflation","Strip away materials authenticity. The key difference: CBM samples what the student reads THIS WEEK in THIS classroom. Achievement tests sample a national curriculum and provide a norm rank. CBM answers 'Is progress happening?' Achievement tests answer 'How does this student rank nationwide?' These are separate purposes, not material-authenticity choices."
"PQ_DBD-01_6","Student attributed off-task behavior increase to observer rating bias rather than recognizing the student's actual behavior changed because of observation presence (reactivity).","causation-correlation","Use precise language: halo effect = observer PERCEPTION bias; reactivity = STUDENT BEHAVIOR CHANGES. Teach: 'When the psychologist enters, does the OBSERVER see something differently (halo), or does the STUDENT ACT differently (reactivity)?' In this scenario, the student exhibited MORE off-task behavior—that's behavior change, not perception change."
"PQ_DBD-01_7","Student selected interval recording when the target is a discrete behavior (hand-raising) that should be tallied per occurrence rather than sampled across time intervals.","component-confusion","Create a decision tree for observation methods. If the behavior is an EVENT (occurs, stops, occurs again), use frequency. If it's a STATE (student is on-task or off-task), use interval. Hand-raising = EVENT = frequency recording. Teach: 'Does the behavior have a clear start and stop? EVENT → count it. Is it continuous? STATE → sample it.'"
"PQ_DBD-01_8","Student jumped to special education referral based on low historical percentiles without clarifying prior referral decisions, current instructional supports, or teacher perception of the reading pattern.","scope-overgeneralization","Introduce pre-referral inquiry. Consistently low reading scores (25th percentile for 3 years, never referred) is anomalous. Ask: 'Why WASN'T this student referred before?' Teacher response may reveal: adequate progress within tier 2 supports, language background not yet stabilized, or documentation gaps. THEN decide if formal referral is warranted. This prevents premature eligibility decisions."
"PQ_DBD-01_9","Student confused the question (what percentage of class period is off-task?) with a frequency-counting task, missing that frequency totals do not generate time-percentage estimates.","tier-level-confusion","Reteach the metric match. Frequency = count of events, reports 'how many.' Percentage of time = duration/period, reports 'what share.' Partial interval (does behavior occur during each interval?) accumulates over the session to give a percentage-of-observation-time estimate. Show math: 18 out of 30 intervals = 60% of class period. This is NOT a frequency count; it's interval estimation."
