"UNIQUEID","dominant_error_pattern","error_cluster_tag","instructional_red_flags"
"PQ_SAF-01_19","Students postpone prevention-focused SEL until secondary school, conflating delayed onset with peak-risk timing and missing evidence that early childhood start creates foundational gains throughout schooling.","developmental-stage-mismatch","Distractor A assumes SEL prevention should start in high school when adolescent risks peak, overlooking the compounding benefits of early-start universal SEL. Distractor B artificially sequesters social-emotional from academic development, creating a false prerequisite where academics must mature before SEL begins. Distractor D treats SEL as remediation-only for students with deficits, confusing universal prevention with indicated intervention tiers. Show a developmental timeline: 'Early childhood SEL builds foundational skills; middle/high school builds on and extends these.' Contrast prevention with intervention."
"PQ_SAF-01_2","Students misidentify PBIS data use as a ranking or exclusion tool, rather than recognizing it as an internal feedback mechanism for continuous improvement and fidelity monitoring.","purpose-confusion","Distractor A assumes PBIS data review targets punishment identification, rather than supporting practice refinement and early intervention. Distractor C treats PBIS data as accountability league tables, confusing internal improvement cycles with external comparison metrics. Distractor D proposes staffing reduction as PBIS's data-use outcome, misunderstanding fidelity monitoring as requiring coordinated adult implementation. Use a data workflow chart: 'PBIS data → identify gaps in fidelity/outcomes → adjust practices → measure again.' Label each step as 'internal improvement loop.'"
"PQ_SAF-01_20","Students expect immediate dramatic referral reductions in Year 1 of PBIS, misjudging early reporting increases as implementation failure rather than recognizing them as fidelity-improvement signals preceding sustained outcome gains.","validity-reliability-confusion","Distractor A anticipates dramatic change within weeks, misaligning expectations with multiyear implementation timelines and early reporting-effect artifacts. Distractor C projects zero change until Year 3, underestimating early process improvements and gradual outcome shifts. Distractor D assumes PBIS benefits only isolated grade levels, missing schoolwide systems effects when core practices spread across grade bands. Teach students to interpret early data: 'Higher initial referrals often signal better detection and consistency, not failure. True impact emerges over 2–3 years.'"
"PQ_SAF-01_3","Students collapse a single episode of peer exclusion into bullying by treating any intentional social rejection as sufficient, bypassing the definitional requirement for sustained power imbalance and demonstrated intent to harm.","eligibility-criteria-confusion","Distractor A confuses a single relational-aggression episode with bullying, missing the repetition and power-imbalance criteria. Distractor C focuses on peer intent to exclude without confirming power asymmetry and sustained pattern. Distractor D uses emotional recovery speed as the sole decision rule, substituting outcome severity for full bullying-definitional screening. Create a bullying-criteria checklist: 'Repetition? Power imbalance? Intent to harm? All three = bullying. Any missing = peer conflict.'"
"PQ_SAF-01_4","Students overvalue awareness and commitment activities as behavior-change engines, underestimating that adult response consistency and accessible reporting procedures are the critical active ingredients in bullying reduction.","indirect-direct-confusion","Distractor A assumes awareness content with strong psychoeducation is sufficient, overestimating distal prevention relative to direct adult response to active bullying. Distractor C treats pledges and peer mentoring as core mechanisms, confusing commitment signaling with accountability enforcement. Distractor D focuses on supervision volume without coupling it to reporting procedures and rapid intervention protocols, missing the behavior-stopping mechanism. Emphasize the intervention chain: 'Awareness supports → students report → adults respond fast and consistently.' Which step stops the bullying right now? Consistent adult response."
"PQ_SAF-01_5","Students reverse the defining terminology for bullying and conflict structures, mixing up where power imbalance belongs and misattributing repetition patterns across the two constructs.","label-retrieval","Distractor A inverts the power distinction (saying bullying is equal-peer while conflict is power-imbalanced), directly reversing the definitional boundary. Distractor B flips repetition assignment (one-time = bullying; repeated = conflict), contradicting the sustained-pattern bullying criterion. Distractor D treats bullying and conflict as synonymous, erasing the conceptual distinction that guides different school response protocols. Anchor to a side-by-side table: Bullying (power imbalance + repetition + intent) vs Conflict (disagreement between relative peers). Ask: 'Which construct requires all three features?'"
"PQ_SAF-01_6","Students select narrow or deficit-only program models, misunderstanding CASEL's emphasis on integrated, sustained, and universal competency development across multiple school settings.","scope-undergeneralization","Distractor A limits SEL to academics and avoids emotional competencies, confusing academic skill-building with whole-child social-emotional development. Distractor C relies on annual standalone presentations, underestimating the sustained embedded implementation required for skill acquisition. Distractor D targets only students already showing problems, replacing universal prevention with indicated intervention logic. Show the CASEL framework: 'Five competencies × all students × school settings.' Contrast 'one assembly' vs 'daily integrated practices.'"
"PQ_SAF-01_7","Students escalate threat responses without first distinguishing transient angry expression from substantive threat intent, bypassing structured assessment and jumping to arrest or indefinite suspension.","sequence-inversion","Distractor A immediately escalates to arrest before assessment, treating any threat statement as requiring legal action without transient-versus-substantive screening. Distractor C applies indefinite suspension as the first safety response, confusing emergency containment decisions with assessment-guided intervention planning. Distractor D dismisses threats because they occurred in anger, using emotional context as grounds for skipping systematic risk evaluation. Teach the threat assessment sequence: '(1) Structured interview and context evaluation → (2) Assess transient vs substantive indicators → (3) Plan proportionate response.'"
"PQ_SAF-01_8","Students conflate restorative practice with the absence of consequences, missing that accountability and active harm repair are central restorative requirements and not in opposition to consequence-bearing.","consent-confidentiality-confusion","Distractor A assumes deterministic punishment deterrence is restorative, confusing punitive discipline with relationship-repair and accountability models. Distractor C believes restorative practice removes consequences, missing that accountability and repair are restorative mechanisms. Distractor D limits restorative methods to minor infractions, overlooking structured restorative use across severity levels including serious events. Create a comparison matrix: Punitive (harm → punishment) vs Restorative (harm → accountability + repair + reintegration). Label each as a form of consequence-bearing."
"PQ_SAF-01_9","Students misunderstand universal screening's purpose as identifying exclusionary placements or permanent risk labels, rather than recognizing it as a gateway process for allocating support intensity within inclusive MTSS.","treatment-assessment-confusion","Distractor B assumes high-risk students should be removed from general education after screening, confusing identification-for-support with exclusionary placement. Distractor C treats screening labels as permanent tracking markers, missing that provisional risk indicators trigger responsive tiered supports. Distractor D skips the action phase after screening, stopping at validation and never reaching intervention-decision recommendations. Anchor screening's purpose: 'Identify who needs extra support, then assign appropriate MTSS tier. Screening without action is incomplete.'"
