"UNIQUEID","dominant_error_pattern","error_cluster_tag","instructional_red_flags"
"PQ_SAF-04_19","Trainees underestimate behavioral practice demands of crisis skill development, selecting lecture-only or information-only training without recognizing that crisis response requires drill repetition, defined roles, and staff personal coping integration.","component-confusion","Choice A (lecture only) omits behavioral rehearsal—students may believe information transfer equals skill development without practicing actual crisis procedures. Choice C (information without staff coping) fragments the training by excluding the secondary trauma awareness and self-care that enables staff to sustain response effectiveness. Choice D (one-time orientation) treats crisis training as baseline knowledge rather than ongoing skill maintenance; students may not understand that procedures change and muscle memory fades. Teach: Show a side-by-side comparison of lecture versus drill learning outcomes; run a low-stakes drill with defined roles to illustrate the practice gap."
"PQ_SAF-04_2","Students missequence the crisis response pipeline, starting with formal intervention (counseling or assessment) before establishing the stabilization, safety, and coordination foundation that Psychological First Aid provides.","sequence-inversion","Choice A (individual counseling immediately) skips PFA stabilization; students may know grief counseling exists without knowing its appropriate timing. Choice C (comprehensive assessment first) reverses the sequence—students may conflate formal evaluation with initial crisis response without recognizing that assessment follows stabilization. Choice D (avoid discussing the tragedy) contradicts PFA's communication principle; students may cling to the discredited silence myth without knowing it increases misinformation and rumor. Teach: Use a timeline showing PFA → stabilization → assessment → counseling; show what a PFA conversation sounds like (concrete, informative, connecting); practice the difference between immediate first-aid and later therapeutic work."
"PQ_SAF-04_20","Students fail to recognize prevention and response as complementary interdependent components of comprehensive safety, instead treating them as separate, competing, or unrelated administrative functions.","norm-criterion-confusion","Choice A (unrelated) severs the logical linkage—students may see prevention and response as separate silos without recognizing how prevention reduces the frequency with which response resources are needed. Choice C (response-only) inverts priority; students may overemphasize crisis reaction readiness while neglecting the upstream work that avoids crises. Choice D (resource competition) frames the relationship as a zero-sum tradeoff when the functions actually share infrastructure and reinforce each other. Teach: Diagram the relationship (prevention reduces crisis probability → fewer costly responses; response readiness enables prevention confidence); show resource overlap (threat assessment staff, drills, team infrastructure support both)."
"PQ_SAF-04_3","Students confuse postvention's mental health purpose (grief support and contagion prevention) with prevention (avoiding crises), investigation (legal fact-finding), or suppression (removing reminders).","purpose-confusion","Choice A (preventing future crises) misnames the construct—students may use 'post-' and 'pre-' terminology without understanding that postvention is reactive aftercare, not preventive. Choice C (gathering legal data) conflates post-incident investigation with the grief and contagion intervention framework of postvention. Choice D (removing reminders) suggests an avoidance model contrary to evidence; students may believe denial supports moving on without recognizing that suppression prevents processing. Teach: Define postvention explicitly as the post-death grief support and contagion prevention protocol; show where postvention sits in the crisis timeline; practice distinguishing legal investigation from therapeutic postvention."
"PQ_SAF-04_4","Students either sensationalize memorial events (large assemblies) or enforce silence, missing the evidence-based practice of responsible restraint that acknowledges the death without amplifying contagion signals.","indirect-direct-confusion","Choice A (large assemblies) amplifies prominence—students may think public gathering = honoring without understanding that prominence and emotionality drive contagion. Choice B (complete silence) over-protects through suppression; students may believe not talking prevents contagion when silence generates rumors and misinformation. Choice C (method-detail media briefings) directly violates Werther effect research; students may not realize that publicizing mechanism is a primary contagion driver. Teach: Show the Werther effect evidence; teach responsible language (name, acknowledge impact, avoid method); practice what schools say and don't say in post-suicide communication; use a responsible versus irresponsible media statement comparison."
"PQ_SAF-04_5","Students conflate two distinct media effect constructs—Werther (copycat risk) and Papageno (protective coping narrative)—selecting the inverse outcome when tested on effect definitions.","validity-reliability-confusion","Choice A (Werther effect) reverses the answer despite being real research—students may know Werther exists without correctly linking it to the question; the test targets Papageno knowledge. Choice C (adolescent clustering) mistakes a demographic phenomenon for a media narrative effect; students may confuse social clustering with protective media impact. Choice D (school denial) misplaces the construct entirely—students may assign suicide-related terminology without connecting it to media effects research. Teach: Use distinct case studies: Werther (sensationalist coverage driving copycat risk) versus Papageno (hopeful recovery narrative reducing risk); practice distinguishing the two by outcome, not just terminology."
"PQ_SAF-04_6","Students mistake secondary logistical functions (tracking non-pickup, conducting interviews) for the defining purpose of reunification, which is efficient safe release of students to parent/guardian custody.","eligibility-criteria-confusion","Choice B (identify non-pickup students) names a tracking function, not the defining purpose; students may focus on post-release accountability without understanding reunification's core function is organized student-parent transfer. Choice C (prevent departure) inverts the procedure entirely—students may confuse reunification (organized release) with lockdown (containment), reversing the direction of movement control. Choice D (conduct interviews) conflates post-incident investigation with the emergency family-reunion logistics of reunification. Teach: Show a reunification diagram from entry to student release; distinguish reunification (organized exit) from lockdown (restricted entry/movement); practice the check-in, accountability, and release steps in sequence."
"PQ_SAF-04_7","Practitioners default to universal or trauma-detail-focused debriefing approaches, unaware that current evidence identifies selective targeted support as superior and that re-exposure to graphic details can worsen outcomes.","overgeneralization","Choice A (mandatory CISD for all) applies universal intervention when research shows it can increase symptoms; students may know CISD exists without knowing the evidence against mandatory application. Choice C (skip if resilience appears) substitutes visible coping for assessment; students may assume outward stability eliminates support need. Choice D (focus on traumatic details) confuses exposure therapy (which requires specialist training and graduated dosing) with group crisis debriefing; students may believe thorough detail-processing is inherently therapeutic. Teach: Present the CISD evidence review showing risk in universal application; explain that selective support and coping-focused discussion are preferred; practice what a targeted support conversation looks like versus trauma-detail-focused debriefing."
"PQ_SAF-04_8","Students pathologize normative acute stress responses to extreme threat, selecting premature psychiatric diagnosis or misattributing genuine symptoms to malingering rather than recognizing the expected physiological and psychological reaction.","developmental-stage-mismatch","Choice A (immediate psychiatric diagnosis) medicalizes the normal acute stress response—students may label early trauma reactions as disorder without recognizing the distinction between acute stress response and PTSD. Choice C (malingering) reframes authentic symptoms as behavioral manipulation; students may invoke motivation-based explanations for documented trauma physiology. Choice D (resilience means no support) inverts the symptom interpretation—students may see persistent hyperarousal as strength rather than as a sign requiring intervention. Teach: Show the trauma response pathway (threat → hyperarousal → intrusion → avoidance); distinguish acute stress response (normative, time-limited) from PTSD (persistent, impairing); use a symptom checklist to practice recognizing genuine distress versus avoidance."
"PQ_SAF-04_9","Students confuse shelter-in-place's in-location stationary protocol with movement-based procedures (evacuation to library, gymnasium), or misunderstand movement restriction as external lockout rather than internal containment.","scope-undergeneralization","Choice A (move to library) represents evacuation logic, not shelter-in-place's defining feature of staying put; students may associate shelter with a designated safe room without understanding in-current-location positioning. Choice C (move to gym) similarly treats shelter-in-place as movement to assembly space; students may not distinguish between procedures that require staying versus those requiring gathering. Choice D (lock exterior, allow interior movement) inverts the movement restriction—students may think shelter-in-place protects by preventing outside entry while allowing inside freedom, missing the requirement to stay secured in place. Teach: Show the Standard Response Protocol terminology and definitions; practice what each procedure looks like (Secure = lock exterior; Hold = stay in current location; Lockdown = barricade and hide); use a floor plan to rehearse each scenario."
