UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_DBD-07_1","Student confuses FBA as a consequence-driven punishment process rather than an antecedent-behavior-consequence analysis framework for understanding reinforcement relations.","treatment-assessment-confusion","Distractor A frames FBA as aversive suppression. Teach that FBA is *discovery*, not punishment application. Use a concrete ABC example (e.g., student calls out → teacher calls on student → calling-out increases). Then contrast: ""FBA asks: what reinforces this?"" vs. ""Punishment asks: what stops it?"""
"PQ_DBD-07_10","Student selects punishment or stimulus withdrawal instead of functionally equivalent replacement activity matched to sensory-seeking function.","purpose-confusion","Distractor A withdraws stimulation when sensory input is the maintaining reinforcer. Explicitly teach ""matching"": if behavior is maintained by intense input, replacement must deliver that input through safer channels. Use ""sensory diet"" analogy—redirect appetite, don't starve it."
"PQ_DBD-07_11","Student reads clear situational clustering in scatter plot data as random noise, missing the contextual specificity needed for targeted prevention.","scope-undergeneralization","Distractor A dismisses a clear pattern (off-task clustered in transitions/independent work, rare in group) as ""random."" Teach pattern recognition: scatter plots that show situational clustering are *diagnostic for antecedent intervention*. Walk through the data: ""Why does behavior cluster here but not there?"""
"PQ_DBD-07_12","Student overgeneralizes FBA mandate to all special education students or gates it exclusively by disability label, missing the discipline-and-placement-change trigger.","scope-overgeneralization","Distractor A requires FBA for every special-ed student. Correct framing: IDEA FBA is triggered by *behavior leading to placement change*, not disability status. Use timeline: ""Behavior → Discipline → Potential 10-day removal → *Now FBA is required*."" Distractor C limits to ED label; same correction."
"PQ_DBD-07_13","Student chooses to intensify impossible task demands or eliminate the skill domain entirely, rather than modifying task presentation while building competence.","sequence-inversion","Distractor A escalates demands despite identified fine-motor deficit and escape function. Teach three-layer logic: (1) identify the skill gap (fine motor), (2) identify the function (escape), (3) modify how the skill is *elicited* (dictation, computer, adapted tools). Distractor D removes writing entirely—overkill."
"PQ_DBD-07_14","Student mistakes a competing or non-equivalent pathway (another escape option, tangible reward) for a *replacement behavior* that preserves the reinforcement function.","component-confusion","Distractor A offers another escape path; distractor B invokes tangibles. Teach ""functional equivalence"": a replacement must contact the *same* reinforcer. In the scenario, problem serves social/instructional access → replacement must also serve that access appropriately (e.g., hand-raise to participate)."
"PQ_DBD-07_15","Student treats informal trait labels as sufficient without operationalizing them into observable antecedent-behavior-consequence specificity, or dismisses teacher input entirely.","label-retrieval","Distractor A accepts ""defiance"" and ""attention-seeking"" as data. Teach collaborative operationalizing: ""When you say he's defiant, I hear frustration. Let's count: how many times per hour does he refuse, and when?"" Distractor D rejects teacher input altogether—wrong direction. Balance, don't dismiss."
"PQ_DBD-07_16","Student describes passive naturalistic observation or archival review as if it were experimental manipulation of conditions to test hypotheses.","indirect-direct-confusion","Distractor A conflates descriptive observation with experimental functional analysis. Teach the difference: ""Observation tells us *when* behavior happens. Functional analysis *manipulates conditions* (with/without attention, easy/hard tasks) to *test why* it happens."" Use a concrete analogy: observation = watching; analysis = controlled experiment."
"PQ_DBD-07_17","Student prioritizes removing environmental safeguards or applying punitive consequences rather than teaching regulation and coping skills around the risk period.","prerequisite-skipping","Distractor A eliminates recess instead of teaching coping around the setting event. Teach the three-step model: (1) identify setting event (peer conflict + arousal), (2) build antecedent coping (conflict resolution, calming activities), (3) pair with consequence plan if needed. Distractor C applies punishment post-escalation—reactive, not preventive."
"PQ_DBD-07_18","Student splits documentation utility from intervention application, or claims frequency-context data are insufficient despite a comprehensive report.","role-confusion","Distractor B says detailed FBA documentation exists but doesn't guide intervention—contradiction. Teach: a comprehensive FBA with function identified = *direct blueprint* for replacement and reinforcement. Trace the chain: Behavior → Function → Replacement → Reinforcement schedule. Each step flows from FBA data."
