UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_LEG-02_1","Conflating optional elements with the core six principles of IDEA; students add transition planning or additional unspecified components as if they were foundational requirements.","model-conflation","Distractor D adds transition planning. Teach that the six principles are fixed and statutory: FAPE, LRE, nondiscriminatory evaluation, appropriate evaluation, parent participation, and procedural safeguards. Transition planning is required content for IEPs, but it is not one of the six core principles. Use side-by-side comparison charts to show what belongs in 'principles' vs. 'components.'"
"PQ_LEG-02_10","Misidentifying IDEA Part C as a later developmental stage when it actually precedes Part B; students overgeneralize the age-span rule to include birth-to-three populations.","scope-overgeneralization","Distractor A selects Part C (birth to 3). Create a clear timeline: Part C = early intervention (birth–2 years 11 months), Part B = school-age services (3–21). Have students label specific ages on a visual timeline. For students choosing D (all ages), clarify that IDEA services are age-limited by statute; no one over 21 is entitled to IDEA FAPE under current law."
"PQ_LEG-02_11","Narrowing related services to only special education instruction or only general-education options, missing the functional definition that any service supporting educational access counts.","scope-undergeneralization","Distractors A and C both restrict scope. Define related services as any support (speech, OT, transportation, counseling) that enables the student to benefit from special education. Give examples of three service types and ask students to predict whether each would qualify. Challenge: students often think only in-person instruction is a 'service.'"
"PQ_LEG-02_12","Assuming LRE means full inclusion in general education or, conversely, assuming placement by disability label is legally acceptable as long as a continuum exists.","tier-level-confusion","Distractors A and D. Teach LRE as a process, not an outcome: schools must (1) consider a continuum of options, (2) place each student with the least restriction needed for that student's goals, and (3) never use disability category alone. Use case studies to contrast: 'Should all deaf students be in general ed?' vs. 'Can we place all learning-disabled students in self-contained rooms?' Neither is legally sound without individualization."
"PQ_LEG-02_13","Bypassing evidence-based intervention data and jumping to evaluation referral without documented response-to-intervention history; students skip the RTI/MTSS prerequisite.","prerequisite-skipping","Distractor A. Emphasize that RTI/MTSS is a legal safeguard before SLD evaluation: schools must show (1) evidence-based interventions implemented, (2) progress monitoring data, (3) documented lack of response. Role-play: give a student mild reading difficulty; have students outline what RTI data must be collected before referral. Many candidates incorrectly think immediate referral is faster or better."
"PQ_LEG-02_14","Favoring vague flexibility over measurable specificity in IEP goals; students confuse the need for responsiveness with the need for precision and individual customization.","component-confusion","Distractors A (vague) and C (standardized). IEP goals must be SMART: Specific, Measurable, Achievable, Relevant, Time-bound. Show two goals side-by-side: vague ('improve reading') vs. precise ('read grade-level text fluently at 90+ wpm by May 30'). Ask: which goal tells a teacher exactly what to teach? A is too loose; C removes individuality; D removes collaboration."
"PQ_LEG-02_15","Relying on a single standardized test as sufficient evidence, or assuming identical testing is fair; missing the multi-method, culturally responsive evaluation requirement.","validity-reliability-confusion","Distractors A (single measure) and C (identical assessments). Nondiscriminatory evaluation means: native language, multiple measures (test + observation + work samples + parent input), avoid cultural bias. If a student is ESL, test in their stronger language and in English. If a test is biased toward mainstream culture, use alternatives. Example: WISC alone cannot diagnose SLD; you need cognitive + achievement + classroom observation + vision/hearing screening."
"PQ_LEG-02_16","Assuming IEE means schools fund any parent evaluation without condition; students misapply the concept that IEE rights are absolute and unconditional.","indirect-direct-confusion","Distractors C and D overgeneralize. Correct: parents can request IEE at public expense if they disagree with the school's evaluation. Incorrect: no conditions (D) or schools must fund private evaluations without reviewing results (C). Teach: school can request a due-process hearing if they believe their evaluation was appropriate; if they lose, they fund the IEE. Schools CAN consider and respond to IEE results."
"PQ_LEG-02_17","Treating interpreter services as optional/discretionary rather than as a legally mandated related service when needed for access to special education; students confuse conditional entitlement with zero obligation.","overgeneralization","Distractors A (optional), C (limited scope), and D (never required). If a student is deaf or hard of hearing and needs an interpreter to benefit from special education, it is a required related service. It is NOT optional, NOT limited to certain times, and NOT the family's sole responsibility. Schools must provide it as part of FAPE. Use examples: 'What if a student couldn't see the board without an interpreter? Can the school refuse?'"
"PQ_LEG-02_18","Equating past regression patterns with future regression risk; students treat documented history as automatic justification rather than one data point in a predictive determination.","causation-correlation","Distractors A and D treat regression history or parental request as sufficient. ESY eligibility requires proof that the student will suffer *significant regression* without services. History helps predict, but is not sufficient alone. Teach: look at skill loss rate (how much was lost in past summer?), recoupment time (how long to relearn?), and individual factors. Parent request matters, but cannot override legal threshold."
